year,timeframe,body_filter,sl_type,rr_ratio,total_candles,total_trades,wins,losses,no_exit,win_rate,total_pnl,profit_factor,gross_profit,gross_loss
2022,15m,100,78%,2.0,44,44,14,30,0,31.818181818181817,-465.1405529799795,0.8558353925888432,2761.313993200005,3226.4545461799844
2022,15m,100,78%,2.5,44,44,12,32,0,27.27272727272727,-370.8967755899739,0.890808803714702,3025.8676908500092,3396.764466439983
2022,15m,100,78%,3.0,44,44,9,35,0,20.454545454545457,-936.4082236599843,0.7461920205411131,2753.027489340002,3689.435712999986
2022,15m,100,78%,3.5,44,44,9,35,0,20.454545454545457,-477.57030876998397,0.8705573572979652,3211.8654042300022,3689.435712999986
2022,15m,100,78%,4.0,44,44,7,37,0,15.909090909090908,-1043.2830979799946,0.7321031215148414,2851.0627558399938,3894.3458538199884
2022,15m,100,78%,4.5,44,44,7,37,0,15.909090909090908,-686.9002534999954,0.8236160117041966,3207.445600319993,3894.3458538199884
2022,15m,100,78%,5.0,44,44,6,38,0,13.636363636363635,-821.5131106599893,0.79339128846926,3154.665360099998,3976.1784707599872
2022,15m,150,middle,1.5,11,11,1,10,0,9.090909090909092,-732.4062564999949,0.16727111827698812,147.1192080000019,879.5254644999968
2022,15m,150,middle,2.0,11,11,1,10,0,9.090909090909092,-683.3665204999943,0.22302815770265083,196.15894400000252,879.5254644999968
2022,15m,150,middle,2.5,11,11,1,10,0,9.090909090909092,-634.3267844999937,0.27878519712831357,245.19868000000315,879.5254644999968
2022,15m,150,middle,3.0,11,11,1,10,0,9.090909090909092,-585.287048499993,0.33454223655397625,294.2384160000038,879.5254644999968
2022,15m,150,middle,3.5,11,11,1,10,0,9.090909090909092,-536.2473124999924,0.390299275979639,343.2781520000044,879.5254644999968
2022,15m,150,middle,4.0,11,11,1,10,0,9.090909090909092,-487.2075764999918,0.44605631540530166,392.31788800000504,879.5254644999968
2022,15m,150,middle,4.5,11,11,1,10,0,9.090909090909092,-438.16784049999114,0.5018133548309643,441.35762400000567,879.5254644999968
2022,15m,150,middle,5.0,11,11,1,10,0,9.090909090909092,-389.1281044999905,0.5575703942566271,490.3973600000063,879.5254644999968
2022,15m,150,62%,1.5,11,11,1,10,0,9.090909090909092,-909.0080052999965,0.16698743258982535,182.22163619999992,1091.2296414999964
2022,15m,150,62%,2.0,11,11,1,10,0,9.090909090909092,-848.2674598999965,0.22264991011976712,242.9621815999999,1091.2296414999964
2022,15m,150,62%,2.5,11,11,1,10,0,9.090909090909092,-787.5269144999966,0.2783123876497089,303.70272699999987,1091.2296414999964
2022,15m,150,62%,3.0,11,11,1,10,0,9.090909090909092,-726.7863690999966,0.3339748651796507,364.44327239999984,1091.2296414999964
2022,15m,150,62%,3.5,11,11,1,10,0,9.090909090909092,-666.0458236999966,0.38963734270959244,425.1838177999998,1091.2296414999964
2022,15m,150,62%,4.0,11,11,1,10,0,9.090909090909092,-605.3052782999966,0.44529982023953424,485.9243631999998,1091.2296414999964
2022,15m,150,62%,4.5,11,11,1,10,0,9.090909090909092,-544.5647328999967,0.500962297769476,546.6649085999998,1091.2296414999964
2022,15m,150,62%,5.0,11,11,1,10,0,9.090909090909092,-483.8241874999967,0.5566247752994178,607.4054539999997,1091.2296414999964
2022,15m,150,78%,1.5,11,11,2,9,0,18.181818181818183,-836.8237353999957,0.3307768834791254,413.6168347799994,1250.4405701799951
2022,15m,150,78%,2.0,11,11,2,9,0,18.181818181818183,-698.9514571399959,0.4410358446388339,551.4891130399992,1250.4405701799951
2022,15m,150,78%,2.5,11,11,2,9,0,18.181818181818183,-561.0791788799961,0.5512948057985424,689.361391299999,1250.4405701799951
2022,15m,150,78%,3.0,11,11,1,10,0,9.090909090909092,-915.4521298999971,0.3334904415520173,458.0497475999982,1373.5018774999953
2022,15m,150,78%,3.5,11,11,1,10,0,9.090909090909092,-839.1105052999974,0.38907218181068687,534.3913721999979,1373.5018774999953
2022,15m,150,78%,4.0,11,11,1,10,0,9.090909090909092,-762.7688806999977,0.4446539220693564,610.7329967999976,1373.5018774999953
2022,15m,150,78%,4.5,11,11,1,10,0,9.090909090909092,-686.427256099998,0.500235662328026,687.0746213999973,1373.5018774999953
2022,15m,150,78%,5.0,11,11,1,10,0,9.090909090909092,-610.0856314999983,0.5558174025866955,763.416245999997,1373.5018774999953
2022,15m,200,middle,1.5,2,2,0,2,0,0.0,-212.00436400000035,0.0,0.0,212.00436400000035
2022,15m,200,middle,2.0,2,2,0,2,0,0.0,-212.00436400000035,0.0,0.0,212.00436400000035
2022,15m,200,middle,2.5,2,2,0,2,0,0.0,-212.00436400000035,0.0,0.0,212.00436400000035
2022,15m,200,middle,3.0,2,2,0,2,0,0.0,-212.00436400000035,0.0,0.0,212.00436400000035
2022,15m,200,middle,3.5,2,2,0,2,0,0.0,-212.00436400000035,0.0,0.0,212.00436400000035
2022,15m,200,middle,4.0,2,2,0,2,0,0.0,-212.00436400000035,0.0,0.0,212.00436400000035
2022,15m,200,middle,4.5,2,2,0,2,0,0.0,-212.00436400000035,0.0,0.0,212.00436400000035
2022,15m,200,middle,5.0,2,2,0,2,0,0.0,-212.00436400000035,0.0,0.0,212.00436400000035
2022,15m,200,62%,1.5,2,2,0,2,0,0.0,-263.15917768000145,0.0,0.0,263.15917768000145
2022,15m,200,62%,2.0,2,2,0,2,0,0.0,-263.15917768000145,0.0,0.0,263.15917768000145
2022,15m,200,62%,2.5,2,2,0,2,0,0.0,-263.15917768000145,0.0,0.0,263.15917768000145
2022,15m,200,62%,3.0,2,2,0,2,0,0.0,-263.15917768000145,0.0,0.0,263.15917768000145
2022,15m,200,62%,3.5,2,2,0,2,0,0.0,-263.15917768000145,0.0,0.0,263.15917768000145
2022,15m,200,62%,4.0,2,2,0,2,0,0.0,-263.15917768000145,0.0,0.0,263.15917768000145
2022,15m,200,62%,4.5,2,2,0,2,0,0.0,-263.15917768000145,0.0,0.0,263.15917768000145
2022,15m,200,62%,5.0,2,2,0,2,0,0.0,-263.15917768000145,0.0,0.0,263.15917768000145
2022,15m,200,78%,1.5,2,2,0,2,0,0.0,-331.3655959200005,0.0,0.0,331.3655959200005
2022,15m,200,78%,2.0,2,2,0,2,0,0.0,-331.3655959200005,0.0,0.0,331.3655959200005
2022,15m,200,78%,2.5,2,2,0,2,0,0.0,-331.3655959200005,0.0,0.0,331.3655959200005
2022,15m,200,78%,3.0,2,2,0,2,0,0.0,-331.3655959200005,0.0,0.0,331.3655959200005
2022,15m,200,78%,3.5,2,2,0,2,0,0.0,-331.3655959200005,0.0,0.0,331.3655959200005
2022,15m,200,78%,4.0,2,2,0,2,0,0.0,-331.3655959200005,0.0,0.0,331.3655959200005
2022,15m,200,78%,4.5,2,2,0,2,0,0.0,-331.3655959200005,0.0,0.0,331.3655959200005
2022,15m,200,78%,5.0,2,2,0,2,0,0.0,-331.3655959200005,0.0,0.0,331.3655959200005
2023,5m,50,middle,1.5,23,23,11,12,0,47.82608695652174,149.7598017499904,1.365878534488473,559.0754287499904,409.31562699999995
2023,5m,50,middle,2.0,23,23,8,15,0,34.78260869565217,46.04242649999105,1.090991575121207,552.0500039999897,506.00757749999866
2023,5m,50,middle,2.5,23,23,7,16,0,30.434782608695656,84.16690149999158,1.157454628637621,618.7139149999894,534.5470134999978
2023,5m,50,middle,3.0,23,23,7,16,0,30.434782608695656,207.90968449998945,1.3889455543651452,742.4566979999872,534.5470134999978
2023,5m,50,middle,3.5,23,23,7,16,0,30.434782608695656,331.6524674999873,1.6204364800926696,866.1994809999851,534.5470134999978
2023,5m,50,middle,4.0,23,23,6,17,0,26.08695652173913,300.04511799998727,1.5304739722834175,865.6621579999846,565.6170399999974
2023,5m,50,middle,4.5,23,23,6,17,0,26.08695652173913,408.25288774998535,1.7217832188188447,973.8699277499827,565.6170399999974
2023,5m,50,middle,5.0,23,23,5,18,0,21.73913043478261,302.230414499978,1.5026098729796749,903.5524949999763,601.3220804999983
2023,5m,50,62%,1.5,23,23,9,14,0,39.130434782608695,-27.34348434000458,0.9538753678284566,565.4739117599947,592.8173960999993
2023,5m,50,62%,2.0,23,23,8,15,0,34.78260869565217,54.77867021999555,1.087189171395953,683.0524494399942,628.2737792199987
2023,5m,50,62%,2.5,23,23,8,15,0,34.78260869565217,225.5417825799941,1.3589864642449412,853.8155617999928,628.2737792199987
2023,5m,50,62%,3.0,23,23,7,16,0,30.434782608695656,241.92763357999138,1.3627818387976947,908.7957281399904,666.868094559999
2023,5m,50,62%,3.5,23,23,7,16,0,30.434782608695656,393.3935882699898,1.589912145263977,1060.2616828299888,666.868094559999
2023,5m,50,62%,4.0,23,23,6,17,0,26.08695652173913,323.48829185999784,1.4548854307924441,1034.630636639995,711.1423447799971
2023,5m,50,62%,4.5,23,23,4,19,0,17.391304347826086,20.127345129995774,1.0254836773981637,809.9405583299931,789.8132131999973
2023,5m,50,62%,5.0,23,23,4,19,0,17.391304347826086,110.12074049999501,1.1394263082201819,899.9339536999923,789.8132131999973
2023,5m,50,78%,1.5,23,23,8,15,0,34.78260869565217,-144.723205660006,0.8168021785396414,645.2600185199935,789.9832241799995
2023,5m,50,78%,2.0,23,23,8,15,0,34.78260869565217,70.36346717999186,1.0890695713861887,860.3466913599914,789.9832241799995
2023,5m,50,78%,2.5,23,23,7,16,0,30.434782608695656,115.25668840999151,1.137437782482087,953.8666130499905,838.609924639999
2023,5m,50,78%,3.0,23,23,7,16,0,30.434782608695656,306.0300110199896,1.3649253389785043,1144.6399356599886,838.609924639999
2023,5m,50,78%,3.5,23,23,5,18,0,21.73913043478261,50.11859621998974,1.0534385631664243,987.9917958399883,937.8731996199986
2023,5m,50,78%,4.0,23,23,5,18,0,21.73913043478261,191.26028133998807,1.2039297864759135,1129.1334809599866,937.8731996199986
2023,5m,50,78%,4.5,23,23,5,18,0,21.73913043478261,332.4019664599864,1.3544210097854026,1270.275166079985,937.8731996199986
2023,5m,50,78%,5.0,23,23,4,19,0,17.391304347826086,139.3444724999972,1.1402458236008426,1132.9175352999937,993.5730627999965
2023,5m,100,middle,1.5,1,1,0,1,0,0.0,-54.82945850000033,0.0,0.0,54.82945850000033
2023,5m,100,middle,2.0,1,1,0,1,0,0.0,-54.82945850000033,0.0,0.0,54.82945850000033
2023,5m,100,middle,2.5,1,1,0,1,0,0.0,-54.82945850000033,0.0,0.0,54.82945850000033
2023,5m,100,middle,3.0,1,1,0,1,0,0.0,-54.82945850000033,0.0,0.0,54.82945850000033
2023,5m,100,middle,3.5,1,1,0,1,0,0.0,-54.82945850000033,0.0,0.0,54.82945850000033
2023,5m,100,middle,4.0,1,1,0,1,0,0.0,-54.82945850000033,0.0,0.0,54.82945850000033
2023,5m,100,middle,4.5,1,1,0,1,0,0.0,-54.82945850000033,0.0,0.0,54.82945850000033
2023,5m,100,middle,5.0,1,1,0,1,0,0.0,-54.82945850000033,0.0,0.0,54.82945850000033
2023,5m,100,62%,1.5,1,1,0,1,0,0.0,-67.85356381999918,0.0,0.0,67.85356381999918
2023,5m,100,62%,2.0,1,1,0,1,0,0.0,-67.85356381999918,0.0,0.0,67.85356381999918
2023,5m,100,62%,2.5,1,1,0,1,0,0.0,-67.85356381999918,0.0,0.0,67.85356381999918
2023,5m,100,62%,3.0,1,1,0,1,0,0.0,-67.85356381999918,0.0,0.0,67.85356381999918
2023,5m,100,62%,3.5,1,1,0,1,0,0.0,-67.85356381999918,0.0,0.0,67.85356381999918
2023,5m,100,62%,4.0,1,1,0,1,0,0.0,-67.85356381999918,0.0,0.0,67.85356381999918
2023,5m,100,62%,4.5,1,1,0,1,0,0.0,-67.85356381999918,0.0,0.0,67.85356381999918
2023,5m,100,62%,5.0,1,1,0,1,0,0.0,-67.85356381999918,0.0,0.0,67.85356381999918
2023,5m,100,78%,1.5,1,1,0,1,0,0.0,-85.21903758000008,0.0,0.0,85.21903758000008
2023,5m,100,78%,2.0,1,1,0,1,0,0.0,-85.21903758000008,0.0,0.0,85.21903758000008
2023,5m,100,78%,2.5,1,1,0,1,0,0.0,-85.21903758000008,0.0,0.0,85.21903758000008
2023,5m,100,78%,3.0,1,1,0,1,0,0.0,-85.21903758000008,0.0,0.0,85.21903758000008
2023,5m,100,78%,3.5,1,1,0,1,0,0.0,-85.21903758000008,0.0,0.0,85.21903758000008
2023,5m,100,78%,4.0,1,1,0,1,0,0.0,-85.21903758000008,0.0,0.0,85.21903758000008
2023,5m,100,78%,4.5,1,1,0,1,0,0.0,-85.21903758000008,0.0,0.0,85.21903758000008
2023,5m,100,78%,5.0,1,1,0,1,0,0.0,-85.21903758000008,0.0,0.0,85.21903758000008
2023,15m,50,middle,1.5,70,70,30,40,0,42.857142857142854,75.51011600001038,1.0500152978617712,1585.250520000005,1509.7404039999947
2023,15m,50,middle,2.0,70,70,25,45,0,35.714285714285715,77.49532750000981,1.0459853533924686,1762.7129410000052,1685.2176134999954
2023,15m,50,middle,2.5,70,70,24,46,0,34.285714285714285,403.71407250001084,1.2350016276220563,2121.6343975000063,1717.9203249999955
2023,15m,50,middle,3.0,70,70,23,47,0,32.857142857142854,721.3417020000215,1.4134722644210191,2465.9368395000147,1744.5951374999931
2023,15m,50,middle,3.5,70,70,21,49,0,30.0,867.4392130000188,1.4809861068957846,2670.899231000013,1803.4600179999943
2023,15m,50,middle,4.0,70,70,17,53,0,24.285714285714285,462.28148600000713,1.2357613146618234,2423.084456000004,1960.802969999997
2023,15m,50,middle,4.5,70,70,16,54,0,22.857142857142858,564.0059592500029,1.2823732114964228,2561.3836717500008,1997.3777124999979
2023,15m,50,middle,5.0,70,70,13,57,0,18.571428571428573,311.84289400002126,1.1494332122595265,2398.680815000016,2086.837920999995
2023,15m,50,62%,1.5,70,70,29,41,0,41.42857142857143,41.60074756000904,1.021979407935708,1934.3154049199984,1892.7146573599894
2023,15m,50,62%,2.0,70,70,28,42,0,40.0,564.9188535400135,1.2922196775902333,2498.118076120001,1933.1992225799877
2023,15m,50,62%,2.5,70,70,25,45,0,35.714285714285715,788.7096497100165,1.385169307114938,2836.4056502500034,2047.696000539987
2023,15m,50,62%,3.0,70,70,22,48,0,31.428571428571427,699.2369788000142,1.3161272635889452,2911.121429580002,2211.8844507799877
2023,15m,50,62%,3.5,70,70,20,50,0,28.57142857142857,898.068399370004,1.3946653041531472,3173.587402229994,2275.51900285999
2023,15m,50,62%,4.0,70,70,16,54,0,22.857142857142858,571.0113248600137,1.234829044608763,3002.6156684000016,2431.604343539988
2023,15m,50,62%,4.5,70,70,14,56,0,20.0,524.3579609100207,1.2090468044264384,3032.6859994500073,2508.3280385399867
2023,15m,50,62%,5.0,70,70,13,57,0,18.571428571428573,587.5569997600287,1.2300576301279769,3141.512717000014,2553.9557172399855
2023,15m,50,78%,1.5,70,70,31,39,0,44.285714285714285,342.9081557900008,1.1514117743515053,2607.64719116999,2264.739035379989
2023,15m,50,78%,2.0,70,70,27,43,0,38.57142857142858,657.3633945399961,1.2683489175713,3107.0225937999858,2449.6591992599897
2023,15m,50,78%,2.5,70,70,23,47,0,32.857142857142854,524.154201119989,1.193439877753456,3233.8033551999797,2709.6491540799907
2023,15m,50,78%,3.0,70,70,20,50,0,28.57142857142857,614.8247854399742,1.21582858799477,3463.4964611999676,2848.6716757599934
2023,15m,50,78%,3.5,70,70,17,53,0,24.285714285714285,573.0344208399756,1.1918918690206814,3559.2704909999675,2986.236070159992
2023,15m,50,78%,4.0,70,70,16,54,0,22.857142857142858,794.8436523399778,1.2611552426118622,3838.4113187999683,3043.5676664599905
2023,15m,50,78%,4.5,70,70,16,54,0,22.857142857142858,1274.6450671899738,1.418799647938345,4318.212733649964,3043.5676664599905
2023,15m,50,78%,5.0,70,70,14,56,0,20.0,1155.937685439978,1.367744297251344,4299.256817999967,3143.319132559989
2023,15m,100,middle,1.5,7,7,3,4,0,42.857142857142854,16.198214750005718,1.0621109740942631,276.9929452500037,260.79473049999797
2023,15m,100,middle,2.0,7,7,3,4,0,42.857142857142854,108.52919650000695,1.4161479654590177,369.3239270000049,260.79473049999797
2023,15m,100,middle,2.5,7,7,3,4,0,42.857142857142854,200.86017825000818,1.770184956823772,461.65490875000614,260.79473049999797
2023,15m,100,middle,3.0,7,7,3,4,0,42.857142857142854,293.1911600000094,2.1242219481885263,553.9858905000074,260.79473049999797
2023,15m,100,middle,3.5,7,7,3,4,0,42.857142857142854,385.52214175001063,2.478258939553281,646.3168722500086,260.79473049999797
2023,15m,100,middle,4.0,7,7,2,5,0,28.57142857142857,177.69698100001187,1.55387345074534,498.52294000000984,320.82595899999797
2023,15m,100,middle,4.5,7,7,2,5,0,28.57142857142857,240.0123485000131,1.7481076320885076,560.8383075000111,320.82595899999797
2023,15m,100,middle,5.0,7,7,2,5,0,28.57142857142857,302.32771600001433,1.9423418134316752,623.1536750000123,320.82595899999797
2023,15m,100,62%,1.5,7,7,4,3,0,57.14285714285714,213.83144051,1.86906924780638,459.87793340999906,246.04649289999907
2023,15m,100,62%,2.0,7,7,4,3,0,57.14285714285714,367.1240849799997,2.4920923304085068,613.1705778799987,246.04649289999907
2023,15m,100,62%,2.5,7,7,4,3,0,57.14285714285714,520.4167294499994,3.115115413010633,766.4632223499984,246.04649289999907
2023,15m,100,62%,3.0,7,7,3,4,0,42.857142857142854,375.9544805600017,2.1730790111655716,696.4396968000001,320.4852162399984
2023,15m,100,62%,3.5,7,7,3,4,0,42.857142857142854,492.0277633600017,2.5352588463598336,812.5129796000001,320.4852162399984
2023,15m,100,62%,4.0,7,7,3,4,0,42.857142857142854,608.1010461600017,2.897438681554095,928.5862624000001,320.4852162399984
2023,15m,100,62%,4.5,7,7,3,4,0,42.857142857142854,724.1743289600017,3.259618516748357,1044.6595452000001,320.4852162399984
2023,15m,100,62%,5.0,7,7,3,4,0,42.857142857142854,840.2476117600017,3.621798351942619,1160.7328280000002,320.4852162399984
2023,15m,100,78%,1.5,7,7,4,3,0,57.14285714285714,269.26053818999935,1.8696626591004795,578.8754622899996,309.6149241000003
2023,15m,100,78%,2.0,7,7,4,3,0,57.14285714285714,462.21902561999923,2.492883545467306,771.8339497199995,309.6149241000003
2023,15m,100,78%,2.5,7,7,3,4,0,42.857142857142854,327.4070054399981,1.8118931946984793,730.6706459999987,403.26364056000057
2023,15m,100,78%,3.0,7,7,3,4,0,42.857142857142854,473.54113463999784,2.174271833638175,876.8047751999984,403.26364056000057
2023,15m,100,78%,3.5,7,7,3,4,0,42.857142857142854,619.6752638399976,2.536650472577871,1022.9389043999981,403.26364056000057
2023,15m,100,78%,4.0,7,7,3,4,0,42.857142857142854,765.8093930399973,2.899029111517567,1169.0730335999979,403.26364056000057
2023,15m,100,78%,4.5,7,7,3,4,0,42.857142857142854,911.943522239997,3.2614077504572627,1315.2071627999976,403.26364056000057
2023,15m,100,78%,5.0,7,7,3,4,0,42.857142857142854,1058.0776514399968,3.6237863893969586,1461.3412919999973,403.26364056000057
2024,5m,50,middle,1.5,32,32,19,13,0,59.375,506.7147702500042,2.059163045246913,985.1253157499923,478.4105454999881
2024,5m,50,middle,2.0,32,32,17,15,0,53.125,650.3405634999981,2.204348540213733,1190.3342129999874,539.9936494999893
2024,5m,50,middle,2.5,32,32,14,18,0,43.75,568.8243519999833,1.877398501663703,1217.1322199999759,648.3078679999926
2024,5m,50,middle,3.0,32,32,14,18,0,43.75,812.2507959999784,2.2528782019964435,1460.558663999971,648.3078679999926
2024,5m,50,middle,3.5,32,32,14,18,0,43.75,1055.6772399999736,2.628357902329184,1703.9851079999662,648.3078679999926
2024,5m,50,middle,4.0,32,32,13,19,0,40.625,1170.163013999976,2.7358996500916666,1844.2590159999672,674.0960019999911
2024,5m,50,middle,4.5,32,32,12,20,0,37.5,1223.4019669999761,2.732051506377657,1929.7331369999665,706.3311699999904
2024,5m,50,middle,5.0,32,32,12,20,0,37.5,1437.8167599999724,3.035612784864063,2144.147929999963,706.3311699999904
2024,5m,50,62%,1.5,32,32,19,13,0,59.375,677.0958347000142,2.178570299032318,1251.6019420200046,574.5061073199904
2024,5m,50,62%,2.0,32,32,16,16,0,50.0,690.4098488200143,1.9735943979150987,1399.5448338800052,709.1349850599909
2024,5m,50,62%,2.5,32,32,16,16,0,50.0,1040.2960572900156,2.4669929973938736,1749.4310423500065,709.1349850599909
2024,5m,50,62%,3.0,32,32,15,17,0,46.875,1153.797913440012,2.501889149997659,1922.0289865800041,768.2310731399921
2024,5m,50,62%,3.5,32,32,14,18,0,43.75,1330.238290150015,2.662364901203587,2130.4466494500066,800.2083592999916
2024,5m,50,62%,4.0,32,32,13,19,0,40.625,1433.8013971000255,2.7061637519837274,2274.167039280015,840.3656421799897
2024,5m,50,62%,4.5,32,32,13,19,0,40.625,1718.0722770100274,3.0444342209816933,2558.437919190017,840.3656421799897
2024,5m,50,62%,5.0,32,32,13,19,0,40.625,2002.3431569200293,3.382704689979659,2842.708799100019,840.3656421799897
2024,5m,50,78%,1.5,32,32,17,15,0,53.125,547.0845698500143,1.6470484195354593,1392.5924999100043,845.50793005999
2024,5m,50,78%,2.0,32,32,17,15,0,53.125,1011.2820698200157,2.1960645593806127,1856.7899998800058,845.50793005999
2024,5m,50,78%,2.5,32,32,14,18,0,43.75,910.3340390500107,1.9040256740376855,1917.3121207500026,1006.9780816999919
2024,5m,50,78%,3.0,32,32,13,19,0,40.625,1090.9160523200153,2.0314058097000895,2148.614236740006,1057.6981844199909
2024,5m,50,78%,3.5,32,32,13,19,0,40.625,1449.0184251100163,2.3699734446501046,2506.716609530007,1057.6981844199909
2024,5m,50,78%,4.0,32,32,13,19,0,40.625,1807.1207979000174,2.7085410796001193,2864.818982320008,1057.6981844199909
2024,5m,50,78%,4.5,32,32,12,20,0,37.5,1797.1336586800207,2.59798686262307,2921.757208920011,1124.6235502399904
2024,5m,50,78%,5.0,32,32,11,21,0,34.375,1735.910655760028,2.460056367436458,2924.8446548000175,1188.9339990399894
2024,5m,100,middle,1.5,2,2,1,1,0,50.0,33.14006099999824,1.586605095547967,89.63473049999811,56.49466949999987
2024,5m,100,middle,2.0,2,2,1,1,0,50.0,63.01830449999761,2.1154734607306227,119.51297399999748,56.49466949999987
2024,5m,100,middle,2.5,2,2,1,1,0,50.0,92.89654799999698,2.6443418259132785,149.39121749999686,56.49466949999987
2024,5m,100,middle,3.0,2,2,1,1,0,50.0,122.77479149999635,3.173210191095934,179.26946099999623,56.49466949999987
2024,5m,100,middle,3.5,2,2,1,1,0,50.0,152.65303499999573,3.7020785562785896,209.1477044999956,56.49466949999987
2024,5m,100,middle,4.0,2,2,1,1,0,50.0,182.5312784999951,4.230946921461245,239.02594799999497,56.49466949999987
2024,5m,100,middle,4.5,2,2,1,1,0,50.0,212.40952199999447,4.759815286643901,268.90419149999434,56.49466949999987
2024,5m,100,middle,5.0,2,2,1,1,0,50.0,242.28776549999384,5.288683651826557,298.7824349999937,56.49466949999987
2024,5m,100,62%,1.5,2,2,1,1,0,50.0,41.43812340000295,1.5920513136143952,111.42888678000236,69.99076337999941
2024,5m,100,62%,2.0,2,2,1,1,0,50.0,78.58108566000374,2.1227350848191935,148.57184904000314,69.99076337999941
2024,5m,100,62%,2.5,2,2,1,1,0,50.0,115.72404792000452,2.653418856023992,185.71481130000393,69.99076337999941
2024,5m,100,62%,3.0,2,2,1,1,0,50.0,152.8670101800053,3.1841026272287904,222.85777356000472,69.99076337999941
2024,5m,100,62%,3.5,2,2,1,1,0,50.0,190.0099724400061,3.7147863984335885,260.0007358200055,69.99076337999941
2024,5m,100,62%,4.0,2,2,1,1,0,50.0,227.15293470000688,4.245470169638387,297.1436980800063,69.99076337999941
2024,5m,100,62%,4.5,2,2,1,1,0,50.0,264.29589696000767,4.7761539408431855,334.2866603400071,69.99076337999941
2024,5m,100,62%,5.0,2,2,1,1,0,50.0,301.43885922000845,5.306837712047984,371.42962260000786,69.99076337999941
2024,5m,100,78%,1.5,2,2,1,1,0,50.0,52.502206600003774,1.596713931834918,140.48776182000256,87.98555521999879
2024,5m,100,78%,2.0,2,2,1,1,0,50.0,99.33146054000463,2.128951909113224,187.31701576000341,87.98555521999879
2024,5m,100,78%,2.5,2,2,1,1,0,50.0,146.16071448000548,2.66118988639153,234.14626970000427,87.98555521999879
2024,5m,100,78%,3.0,2,2,1,1,0,50.0,192.98996842000633,3.193427863669836,280.9755236400051,87.98555521999879
2024,5m,100,78%,3.5,2,2,1,1,0,50.0,239.8192223600072,3.725665840948142,327.804777580006,87.98555521999879
2024,5m,100,78%,4.0,2,2,1,1,0,50.0,286.64847630000804,4.257903818226448,374.63403152000683,87.98555521999879
2024,5m,100,78%,4.5,2,2,1,1,0,50.0,333.4777302400089,4.790141795504754,421.4632854600077,87.98555521999879
2024,5m,100,78%,5.0,2,2,1,1,0,50.0,380.30698418000975,5.32237977278306,468.29253940000854,87.98555521999879
2024,15m,50,middle,1.5,85,85,39,46,0,45.88235294117647,778.2286275000115,1.4444980481260608,2529.031878000009,1750.8032504999974
2024,15m,50,middle,2.0,85,85,37,48,0,43.529411764705884,1234.7327940000032,1.6568989932452123,3114.3715310000043,1879.6387370000011
2024,15m,50,middle,2.5,85,85,35,50,0,41.17647058823529,1784.8650527499976,1.9177093619562484,3729.7782537500007,1944.913201000003
2024,15m,50,middle,3.0,85,85,30,55,0,35.294117647058826,1664.8604435000052,1.7702683111889053,3826.2637095000064,2161.403266000001
2024,15m,50,middle,3.5,85,85,25,60,0,29.411764705882355,1524.2994164999927,1.6529859578250405,3858.651936999997,2334.352520500004
2024,15m,50,middle,4.0,85,85,22,63,0,25.882352941176475,1295.7085724999706,1.5202984643059816,3786.026459999979,2490.3178875000085
2024,15m,50,middle,4.5,85,85,22,63,0,25.882352941176475,1768.961879999968,1.7103357723442292,4259.2797674999765,2490.3178875000085
2024,15m,50,middle,5.0,85,85,21,64,0,24.705882352941178,1915.7374094999504,1.7528251599274358,4460.468259999961,2544.730850500011
2024,15m,50,62%,1.5,85,85,40,45,0,47.05882352941176,1130.2071251400012,1.537151263285225,3234.2832064799913,2104.07608133999
2024,15m,50,62%,2.0,85,85,37,48,0,43.529411764705884,1617.592688159999,1.703001925994454,3918.571715879989,2300.97902771999
2024,15m,50,62%,2.5,85,85,30,55,0,35.294117647058826,1344.3156255899903,1.50558021289996,4003.271793749982,2658.9561681599916
2024,15m,50,62%,3.0,85,85,27,58,0,31.76470588235294,1564.5512902599876,1.5579591095186869,4368.612131939979,2804.0608416799914
2024,15m,50,62%,3.5,85,85,25,60,0,29.411764705882355,1704.4161576899933,1.580764498906611,4639.196367049983,2934.7802093599894
2024,15m,50,62%,4.0,85,85,23,62,0,27.058823529411764,1799.4327229399787,1.5903020537854244,4847.7580868799705,3048.325363939992
2024,15m,50,62%,4.5,85,85,21,64,0,24.705882352941178,1896.8680104299965,1.6039468793360327,5037.654187709984,3140.786177279988
2024,15m,50,62%,5.0,85,85,20,64,1,23.52941176470588,1930.685606019997,1.614714118390583,5071.471783299985,3140.786177279988
2024,15m,50,78%,1.5,85,85,42,43,0,49.411764705882355,1507.481941760032,1.5771550544713056,4119.400402980022,2611.9184612199897
2024,15m,50,78%,2.0,85,85,35,50,0,41.17647058823529,1528.729638340028,1.4991693556353178,4591.276689920021,3062.5470515799934
2024,15m,50,78%,2.5,85,85,30,55,0,35.294117647058826,1447.6216365200198,1.424066186126479,4861.290737900017,3413.6691013799973
2024,15m,50,78%,3.0,85,85,28,57,0,32.94117647058823,2012.6538234600193,1.572512529543222,5528.129415000018,3515.4755915399983
2024,15m,50,78%,3.5,85,85,25,60,0,29.411764705882355,2027.5819698700216,1.5455029511202742,5744.48572943002,3716.9037595599984
2024,15m,50,78%,4.0,85,85,24,60,1,28.235294117647058,2319.4400976400175,1.624024792590968,6036.343857200016,3716.9037595599984
