sweep_type,sweep_level,sweep_wick,sweep_time,fvg_type,fvg_time,fvg_high,fvg_low,direction,entry_time,entry_price,stop_loss,take_profit,risk,outcome,exit_time,exit_price,pnl
bullish,15959.517334,15957.229231,2021-06-11 09:30:00,bearish_fvg,2021-06-11 09:35:00,15981.254311,15975.248041,LONG,2021-06-11 09:35:00,15979.538233,15956.729231,16047.965239,22.809001999999964,LOSS,2021-06-11 09:45:00,15956.729231,-22.809001999999964
bullish,16030.72939,16024.433065,2021-06-14 08:15:00,bearish_fvg,2021-06-14 08:30:00,16029.8708,16021.857296,LONG,2021-06-14 08:40:00,16022.429689,16023.933065,16017.919561000004,-1.5033759999987524,LOSS,2021-06-14 08:41:00,16023.933065,1.5033759999987524
bearish,16074.231271,16077.951827,2021-06-16 01:45:00,bullish_fvg,2021-06-16 01:50:00,16070.510716,16069.938322,SHORT,2021-06-16 01:50:00,16069.938322,16078.451827,16044.397806999998,8.513505000000805,LOSS,2021-06-16 02:02:00,16078.451827,-8.513505000000805
bullish,16054.769903,16054.483707,2021-06-16 04:15:00,bearish_fvg,2021-06-16 04:25:00,16061.352425,16060.493835,LONG,2021-06-16 04:25:00,16060.780032,16053.983707,16081.169007000004,6.796325000001161,LOSS,2021-06-16 07:00:00,16053.983707,-6.796325000001161
bullish,16038.456698,16034.449946,2021-06-20 21:15:00,bearish_fvg,2021-06-20 21:30:00,16041.891057,16039.315288,LONG,2021-06-20 21:30:00,16041.318664,16033.949946,16063.424818,7.368717999999717,LOSS,2021-06-20 21:35:00,16033.949946,-7.368717999999717
bearish,16179.265418,16184.703154,2021-06-21 12:30:00,bullish_fvg,2021-06-21 12:35:00,16167.817555,16164.669392,SHORT,2021-06-21 12:37:00,16164.955589,16185.203154,16104.212893999995,20.247565000001487,LOSS,2021-06-21 12:49:00,16185.203154,-20.247565000001487
bullish,16179.265418,16176.117256,2021-06-22 00:45:00,bearish_fvg,2021-06-22 00:55:00,16185.275547,16183.272171,LONG,2021-06-22 00:55:00,16183.844564,16175.617256,16208.526488000005,8.227308000001358,LOSS,2021-06-22 01:01:00,16175.617256,-8.227308000001358
bullish,16313.491617,16292.31307,2021-06-23 11:30:00,bearish_fvg,2021-06-23 11:35:00,16328.37384,16321.505122,LONG,2021-06-23 11:36:00,16325.225677,16291.81307,16425.463498,33.41260700000021,WIN,2021-06-24 03:40:00,16425.463498,100.23782100000062
bullish,16572.785725,16572.499528,2021-06-29 01:30:00,bearish_fvg,2021-06-29 01:45:00,16572.499528,16572.213331,LONG,2021-06-29 01:56:00,16572.213331,16571.999528,16572.854739999995,0.21380299999873387,LOSS,2021-06-29 01:57:00,16571.999528,-0.21380299999873387
bearish,16697.28124,16703.291368,2021-06-30 02:15:00,bullish_fvg,2021-06-30 02:25:00,16694.133077,16691.843505,SHORT,2021-06-30 02:26:00,16692.988291,16703.791368,16660.57906000001,10.803076999996847,WIN,2021-06-30 03:55:00,16660.57906000001,32.40923099999054
bullish,16630.311238,16622.011537,2021-06-30 08:45:00,bearish_fvg,2021-06-30 08:50:00,16657.213718,16656.355128,LONG,2021-06-30 09:43:00,16657.213718,16621.511537,16764.320261,35.702181000000564,LOSS,2021-06-30 11:30:00,16621.511537,-35.702181000000564
bullish,16895.901671,16893.325901,2021-07-06 19:00:00,bearish_fvg,2021-07-06 19:15:00,16899.33603,16897.046457,LONG,2021-07-06 19:18:00,16897.332654,16892.825901,16910.852913000006,4.506753000001481,LOSS,2021-07-06 19:20:00,16892.825901,-4.506753000001481
bearish,16924.521329,16927.955688,2021-07-06 20:30:00,bullish_fvg,2021-07-06 20:35:00,16920.800774,16918.797397,SHORT,2021-07-06 20:44:00,16920.800774,16928.455688,16897.836032000003,7.654913999998826,LOSS,2021-07-06 21:55:00,16928.455688,-7.654913999998826
bullish,16975.750518,16963.730262,2021-07-07 08:45:00,bearish_fvg,2021-07-07 09:00:00,16975.178125,16962.299279,LONG,2021-07-07 09:02:00,16973.174749,16963.230262,17003.008210000004,9.944487000000663,LOSS,2021-07-07 09:03:00,16963.230262,-9.944487000000663
bullish,17054.168383,17048.444451,2021-07-15 06:00:00,bearish_fvg,2021-07-15 06:15:00,17055.026973,17033.848425,LONG,2021-07-15 06:15:00,17051.592614,17047.944451,17062.537103000006,3.6481630000016594,LOSS,2021-07-15 06:18:00,17047.944451,-3.6481630000016594
bullish,16897.046457,16890.463935,2021-07-16 09:45:00,bearish_fvg,2021-07-16 10:00:00,16890.463935,16880.733251,LONG,2021-07-16 10:03:00,16882.736628,16889.963935,16861.054706999996,-7.227307000001019,LOSS,2021-07-16 10:04:00,16889.963935,7.227307000001019
bullish,16777.988677,16775.699104,2021-07-18 18:00:00,bearish_fvg,2021-07-18 18:15:00,16775.699104,16775.412908,LONG,2021-07-18 18:18:00,16775.699104,16775.199104,16777.199104,0.5,LOSS,2021-07-18 18:19:00,16775.199104,-0.5
bullish,16693.846881,16688.695342,2021-07-20 08:00:00,bearish_fvg,2021-07-20 08:10:00,16703.577565,16701.574188,LONG,2021-07-20 08:27:00,16702.146582,16688.195342,16744.000302000008,13.951240000002144,LOSS,2021-07-20 08:31:00,16688.195342,-13.951240000002144
bearish,16903.628978,16905.918551,2021-07-21 09:15:00,bullish_fvg,2021-07-21 09:20:00,16887.029576,16879.874662,SHORT,2021-07-21 09:20:00,16880.447055,16906.418551,16802.532567000006,25.971495999998297,LOSS,2021-07-21 10:00:00,16906.418551,-25.971495999998297
bearish,17083.932828,17087.653383,2021-07-22 13:45:00,bullish_fvg,2021-07-22 13:55:00,17079.639879,17077.922699,SHORT,2021-07-22 13:56:00,17079.639879,17088.153383,17054.09936699999,8.513504000002285,LOSS,2021-07-22 14:26:00,17088.153383,-8.513504000002285
bearish,17302.300823,17306.021379,2021-07-23 14:30:00,bullish_fvg,2021-07-23 14:35:00,17293.428729,17287.132404,SHORT,2021-07-23 14:35:00,17287.990994,17306.521379,17232.399838999994,18.530385000001843,LOSS,2021-07-25 18:19:00,17306.521379,-18.530385000001843
bearish,17277.115524,17282.267062,2021-07-26 06:30:00,bullish_fvg,2021-07-26 06:35:00,17275.398344,17267.098643,SHORT,2021-07-26 06:35:00,17267.098643,17282.767062,17220.093386000008,15.668418999997812,WIN,2021-07-26 08:33:00,17220.093386000008,47.005256999993435
bullish,17282.267062,17281.408472,2021-07-26 20:00:00,bearish_fvg,2021-07-26 20:05:00,17288.849584,17287.990994,LONG,2021-07-26 20:05:00,17288.849584,17280.908472,17312.67292,7.94111200000043,LOSS,2021-07-26 21:24:00,17280.908472,-7.94111200000043
bearish,17181.525864,17182.956847,2021-07-29 07:00:00,bullish_fvg,2021-07-29 07:05:00,17176.660522,17174.370949,SHORT,2021-07-29 07:05:00,17175.229539,17183.456847,17150.547614999996,8.227308000001358,LOSS,2021-07-29 07:30:00,17183.456847,-8.227308000001358
bullish,17222.165779,17218.445223,2021-07-29 13:30:00,bearish_fvg,2021-07-29 13:35:00,17235.044625,17229.034497,LONG,2021-07-29 13:35:00,17235.044625,17217.945223,17286.342830999998,17.099401999999827,LOSS,2021-07-29 14:21:00,17217.945223,-17.099401999999827
bearish,17365.264072,17366.122662,2021-08-05 22:45:00,bullish_fvg,2021-08-05 22:55:00,17362.974499,17360.112534,SHORT,2021-08-05 22:57:00,17362.974499,17366.622662,17352.030009999995,3.6481630000016594,WIN,2021-08-06 01:40:00,17352.030009999995,10.944489000004978
bearish,17316.896849,17330.634285,2021-08-09 08:30:00,bullish_fvg,2021-08-09 08:45:00,17296.576891,17281.408472,SHORT,2021-08-09 08:45:00,17283.411848,17331.134285,17140.244537,47.722437000000355,LOSS,2021-08-09 13:31:00,17331.134285,-47.722437000000355
bullish,17160.633513,17156.054368,2021-08-12 01:30:00,bearish_fvg,2021-08-12 01:35:00,17167.788428,17163.209282,LONG,2021-08-12 01:38:00,17164.354069,17155.554368,17190.753172,8.799700999999914,LOSS,2021-08-12 01:59:00,17155.554368,-8.799700999999914
bearish,17211.862702,17217.01424,2021-08-12 09:30:00,bullish_fvg,2021-08-12 09:45:00,17211.862702,17209.286933,SHORT,2021-08-12 10:14:00,17211.576505,17217.51424,17193.763300000002,5.93773499999952,LOSS,2021-08-12 10:16:00,17217.51424,-5.93773499999952
bearish,17198.125266,17204.135394,2021-08-18 05:45:00,bullish_fvg,2021-08-18 05:50:00,17192.401334,17191.542744,SHORT,2021-08-18 05:59:00,17192.401334,17204.635394,17155.69915399999,12.2340600000025,WIN,2021-08-18 07:31:00,17155.69915399999,36.7021800000075
bullish,17067.619622,17051.306417,2021-08-20 00:00:00,bearish_fvg,2021-08-20 00:15:00,17068.764409,17063.899067,LONG,2021-08-20 00:16:00,17064.47146,17050.806417,17105.466589000003,13.665043000000878,LOSS,2021-08-20 00:29:00,17050.806417,-13.665043000000878
bearish,17552.43664,17553.295229,2021-08-23 19:30:00,bullish_fvg,2021-08-23 19:35:00,17549.574674,17548.429887,SHORT,2021-08-23 19:35:00,17549.002281,17553.795229,17534.623437000006,4.792947999998432,LOSS,2021-08-23 20:00:00,17553.795229,-4.792947999998432
bullish,17535.837238,17532.975272,2021-08-26 01:30:00,bearish_fvg,2021-08-26 01:35:00,17547.571298,17544.709332,LONG,2021-08-26 01:36:00,17546.426511,17532.475272,17588.280228000007,13.951239000001806,LOSS,2021-08-26 01:47:00,17532.475272,-13.951239000001806
bullish,17534.978648,17533.833862,2021-08-26 07:30:00,bearish_fvg,2021-08-26 07:35:00,17562.739717,17547.857494,LONG,2021-08-26 07:35:00,17552.150443,17533.333862,17608.600185999996,18.816580999999132,LOSS,2021-08-26 09:25:00,17533.333862,-18.816580999999132
bullish,17531.544289,17529.254716,2021-08-27 03:15:00,bearish_fvg,2021-08-27 03:20:00,17536.409631,17535.264844,LONG,2021-08-27 03:21:00,17535.264844,17528.754716,17554.795228000006,6.510128000001714,LOSS,2021-08-27 03:30:00,17528.754716,-6.510128000001714
bearish,17894.727757,17897.875919,2021-09-02 02:15:00,bullish_fvg,2021-09-02 02:20:00,17887.286646,17885.569466,SHORT,2021-09-02 02:20:00,17886.714252,17898.375919,17851.72925100001,11.661666999996669,LOSS,2021-09-02 02:59:00,17898.375919,-11.661666999996669
bearish,17918.195877,17919.913056,2021-09-02 07:15:00,bullish_fvg,2021-09-02 07:30:00,17920.199253,17918.195877,SHORT,2021-09-02 07:32:00,17919.62686,17920.413056,17917.268271999998,0.7861960000009276,LOSS,2021-09-02 07:33:00,17920.413056,-0.7861960000009276
bearish,17955.401433,17955.68763,2021-09-07 00:30:00,bullish_fvg,2021-09-07 00:40:00,17953.97045,17951.680878,SHORT,2021-09-07 00:40:00,17953.398057,17956.18763,17945.029337999993,2.7895730000018375,LOSS,2021-09-07 00:47:00,17956.18763,-2.7895730000018375
bearish,17965.990707,17966.5631,2021-09-07 11:30:00,bullish_fvg,2021-09-07 11:40:00,17964.559724,17960.839168,SHORT,2021-09-07 11:41:00,17962.556348,17967.0631,17949.036091999995,4.506752000001143,LOSS,2021-09-07 11:45:00,17967.0631,-4.506752000001143
bullish,17837.48844,17826.326773,2021-09-08 22:15:00,bearish_fvg,2021-09-08 22:20:00,17843.212371,17838.347029,LONG,2021-09-08 22:21:00,17842.926175,17825.826773,17894.224381,17.099401999999827,LOSS,2021-09-08 23:48:00,17825.826773,-17.099401999999827
bullish,17810.58596,17807.437798,2021-09-09 14:45:00,bearish_fvg,2021-09-09 14:50:00,17832.050704,17825.468183,LONG,2021-09-09 14:50:00,17826.326773,17806.937798,17884.493698000006,19.388975000001665,LOSS,2021-09-09 15:04:00,17806.937798,-19.388975000001665
bearish,17835.77126,17838.060833,2021-09-09 20:45:00,bullish_fvg,2021-09-09 20:50:00,17832.623098,17832.050704,SHORT,2021-09-09 20:50:00,17832.336901,17838.560833,17813.665104999996,6.2239320000007865,LOSS,2021-09-09 22:26:00,17838.560833,-6.2239320000007865
bearish,17888.717629,17889.862415,2021-09-10 08:00:00,bullish_fvg,2021-09-10 08:15:00,17889.290022,17888.717629,SHORT,2021-09-10 08:15:00,17888.717629,17890.362415,17883.783270999997,1.6447860000007495,LOSS,2021-09-10 08:18:00,17890.362415,-1.6447860000007495
bullish,17868.970064,17858.953184,2021-09-10 09:15:00,bearish_fvg,2021-09-10 09:30:00,17868.970064,17843.212371,LONG,2021-09-10 09:30:00,17852.084466,17858.453184,17832.978311999996,-6.368718000001536,LOSS,2021-09-10 09:31:00,17858.453184,6.368718000001536
bearish,17690.673094,17691.532185,2021-09-13 17:00:00,bullish_fvg,2021-09-13 17:15:00,17689.241277,17686.664006,SHORT,2021-09-13 17:17:00,17689.241277,17692.032185,17680.868553000004,2.7909079999990354,LOSS,2021-09-13 17:20:00,17692.032185,-2.7909079999990354
bullish,17633.973137,17632.254956,2021-09-14 09:30:00,bearish_fvg,2021-09-14 09:35:00,17670.054928,17662.323116,LONG,2021-09-14 10:02:00,17667.191294,17631.754956,17773.500308,35.43633799999952,LOSS,2021-09-14 12:09:00,17631.754956,-35.43633799999952
bearish,17654.30494,17654.877667,2021-09-15 01:45:00,bullish_fvg,2021-09-15 02:00:00,17654.30494,17652.873123,SHORT,2021-09-15 02:00:00,17653.44585,17655.377667,17647.650399,1.931817000000592,LOSS,2021-09-15 02:01:00,17655.377667,-1.931817000000592
bullish,17747.945779,17744.509418,2021-09-15 21:45:00,bearish_fvg,2021-09-15 21:55:00,17751.095776,17750.523049,LONG,2021-09-15 21:55:00,17750.523049,17744.009418,17770.063941999993,6.513630999997986,LOSS,2021-09-15 22:01:00,17744.009418,-6.513630999997986
bearish,17723.318524,17724.463978,2021-09-16 12:45:00,bullish_fvg,2021-09-16 12:50:00,17711.291261,17675.495833,SHORT,2021-09-16 12:50:00,17680.936738,17724.963978,17548.855018000002,44.02723999999944,LOSS,2021-09-16 13:10:00,17724.963978,-44.02723999999944
bullish,17713.582168,17713.009441,2021-09-17 05:15:00,bearish_fvg,2021-09-17 05:20:00,17733.627608,17724.463978,LONG,2021-09-17 05:20:00,17731.050337,17712.509441,17786.673025000007,18.54089600000225,LOSS,2021-09-17 05:32:00,17712.509441,-18.54089600000225
bearish,17284.896126,17290.337031,2021-09-21 02:00:00,bullish_fvg,2021-09-21 02:15:00,17289.191577,17283.177945,SHORT,2021-09-21 02:18:00,17288.332487,17290.837031,17280.818855,2.5045439999994414,LOSS,2021-09-21 02:19:00,17290.837031,-2.5045439999994414
bullish,17307.518836,17299.214297,2021-09-21 06:30:00,bearish_fvg,2021-09-21 06:35:00,17316.968829,17312.673378,LONG,2021-09-21 06:36:00,17316.682466,17298.714297,17370.586972999998,17.96816899999976,LOSS,2021-09-21 07:14:00,17298.714297,-17.96816899999976
bullish,17386.841504,17385.123324,2021-09-23 01:00:00,bearish_fvg,2021-09-23 01:05:00,17401.446039,17394.286953,LONG,2021-09-23 01:05:00,17397.436951,17384.623324,17435.877832,12.813626999999542,WIN,2021-09-23 01:51:00,17435.877832,38.440880999998626
bullish,17417.768754,17410.036941,2021-09-24 06:00:00,bearish_fvg,2021-09-24 06:10:00,17439.818737,17420.632388,LONG,2021-09-24 06:11:00,17438.959647,17409.536941,17527.227765000003,29.4227060000012,LOSS,2021-09-24 06:58:00,17409.536941,-29.4227060000012
bearish,17469.600533,17471.03235,2021-09-24 08:45:00,bullish_fvg,2021-09-24 08:55:00,17463.586901,17436.668739,SHORT,2021-09-24 08:58:00,17448.123276,17471.53235,17377.89605399999,23.409074000002875,LOSS,2021-09-24 09:00:00,17471.53235,-23.409074000002875
bearish,17395.432407,17397.723314,2021-09-27 21:00:00,bullish_fvg,2021-09-27 21:05:00,17386.268777,17383.11878,SHORT,2021-09-27 21:06:00,17383.11878,17398.223314,17337.805178000006,15.104533999998239,LOSS,2021-09-27 21:26:00,17398.223314,-15.104533999998239
bearish,17401.732402,17402.018765,2021-09-28 00:45:00,bullish_fvg,2021-09-28 00:55:00,17392.282409,17391.136955,SHORT,2021-09-28 01:05:00,17391.136955,17402.518765,17356.991525000005,11.38180999999895,WIN,2021-09-28 01:13:00,17356.991525000005,34.14542999999685
bearish,17009.987241,17013.996329,2021-09-28 21:15:00,bullish_fvg,2021-09-28 21:20:00,17001.396339,16999.964522,SHORT,2021-09-28 21:41:00,17001.396339,17014.496329,16962.09636899999,13.099990000002435,LOSS,2021-09-28 22:20:00,17014.496329,-13.099990000002435
bullish,16925.510032,16920.069127,2021-09-30 09:45:00,bearish_fvg,2021-09-30 09:50:00,16959.300916,16957.010008,LONG,2021-09-30 09:51:00,16957.582735,16919.569127,17071.623559000003,38.01360800000111,LOSS,2021-09-30 10:38:00,16919.569127,-38.01360800000111
bearish,16767.437423,16774.882872,2021-10-01 02:45:00,bullish_fvg,2021-10-01 02:50:00,16747.391984,16737.082901,SHORT,2021-10-01 02:51:00,16745.101076,16775.382872,16654.255688,30.281795999999304,LOSS,2021-10-01 06:00:00,16775.382872,-30.281795999999304
bearish,16855.350994,16858.787355,2021-10-04 04:45:00,bullish_fvg,2021-10-04 05:00:00,16842.751003,16838.455552,SHORT,2021-10-04 05:02:00,16842.751003,16859.287355,16793.141947000004,16.53635199999917,LOSS,2021-10-04 05:10:00,16859.287355,-16.53635199999917
bearish,16656.042052,16692.982934,2021-10-05 08:30:00,bullish_fvg,2021-10-05 08:45:00,16686.682938,16668.928406,SHORT,2021-10-05 08:45:00,16676.946582,16693.482934,16627.337526000003,16.53635199999917,LOSS,2021-10-05 08:49:00,16693.482934,-16.53635199999917
bullish,17039.482674,17037.764493,2021-10-07 23:45:00,bearish_fvg,2021-10-07 23:50:00,17050.07812,17046.069032,LONG,2021-10-07 23:50:00,17048.932667,17037.264493,17083.937189000007,11.668174000002182,LOSS,2021-10-08 00:06:00,17037.264493,-11.668174000002182
bullish,16721.619276,16713.887463,2021-10-13 02:00:00,bearish_fvg,2021-10-13 02:05:00,16733.073813,16732.501086,LONG,2021-10-13 02:14:00,16732.501086,16713.387463,16789.841955000004,19.1136230000011,WIN,2021-10-13 02:35:00,16789.841955000004,57.340869000003295
bearish,17293.487029,17295.777936,2021-10-14 23:30:00,bullish_fvg,2021-10-14 23:40:00,17292.627938,17291.482485,SHORT,2021-10-14 23:44:00,17292.055212,17296.277936,17279.38704,4.222723999999289,LOSS,2021-10-14 23:45:00,17296.277936,-4.222723999999289
bearish,17284.609763,17293.773392,2021-10-15 08:15:00,bullish_fvg,2021-10-15 08:20:00,17272.009772,17267.714321,SHORT,2021-10-15 08:37:00,17268.287048,17294.273392,17190.328015999996,25.986344000000827,LOSS,2021-10-15 09:56:00,17294.273392,-25.986344000000827
bearish,17534.60503,17535.750483,2021-10-19 00:45:00,bullish_fvg,2021-10-19 01:00:00,17536.32321,17533.745939,SHORT,2021-10-19 01:03:00,17535.46412,17536.250483,17533.105031000003,0.7863629999992554,LOSS,2021-10-19 01:04:00,17536.250483,-0.7863629999992554
bearish,17562.955008,17569.541367,2021-10-19 03:00:00,bullish_fvg,2021-10-19 03:05:00,17550.927745,17544.914113,SHORT,2021-10-19 03:06:00,17546.34593,17570.041367,17475.259618999993,23.69543700000213,LOSS,2021-10-19 03:19:00,17570.041367,-23.69543700000213
bearish,17653.44585,17655.16403,2021-10-20 05:45:00,bullish_fvg,2021-10-20 05:50:00,17648.291308,17642.850403,SHORT,2021-10-20 05:52:00,17643.136766,17655.66403,17605.554974,12.527264000000287,LOSS,2021-10-20 07:25:00,17655.66403,-12.527264000000287
bullish,17555.509559,17553.218652,2021-10-21 01:30:00,bearish_fvg,2021-10-21 01:45:00,17556.36865,17554.077742,LONG,2021-10-21 01:45:00,17556.082286,17552.718652,17566.173188000004,3.363634000001184,LOSS,2021-10-21 01:49:00,17552.718652,-3.363634000001184
bearish,17630.536776,17632.827683,2021-10-25 07:30:00,bullish_fvg,2021-10-25 07:40:00,17625.095871,17621.945873,SHORT,2021-10-25 07:57:00,17624.236781,17633.327683,17596.964075,9.090901999999915,LOSS,2021-10-25 08:16:00,17633.327683,-9.090901999999915
bullish,17587.868626,17550.927745,2021-10-25 08:30:00,bearish_fvg,2021-10-25 08:35:00,17632.254956,17597.032255,LONG,2021-10-25 08:37:00,17623.37769,17550.427745,17842.227525000002,72.9499450000003,WIN,2021-10-25 20:07:00,17842.227525000002,218.8498350000009
bearish,17836.718439,17838.150256,2021-10-27 01:00:00,bullish_fvg,2021-10-27 01:15:00,17831.850261,17830.704807,SHORT,2021-10-27 01:16:00,17831.563898,17838.650256,17810.304824,7.086358000000473,LOSS,2021-10-27 01:22:00,17838.650256,-7.086358000000473
bullish,17777.727575,17774.577577,2021-10-27 04:45:00,bearish_fvg,2021-10-27 04:50:00,17783.454843,17783.16848,LONG,2021-10-27 05:46:00,17783.16848,17774.077577,17810.441189,9.090903000000253,LOSS,2021-10-27 05:51:00,17774.077577,-9.090903000000253
bearish,18200.399985,18202.404529,2021-11-02 01:15:00,bullish_fvg,2021-11-02 01:30:00,18199.540894,18196.104533,SHORT,2021-11-02 01:31:00,18196.390897,18202.904529,18176.850001000006,6.513631999998324,LOSS,2021-11-02 01:34:00,18202.904529,-6.513631999998324
bullish,18274.568111,18271.418113,2021-11-03 00:00:00,bearish_fvg,2021-11-03 00:05:00,18278.577199,18275.427201,LONG,2021-11-03 00:05:00,18278.577199,18270.918113,18301.554457,7.659085999999661,WIN,2021-11-03 03:08:00,18301.554457,22.977257999998983
bullish,18538.881549,18534.299734,2021-11-04 08:00:00,bearish_fvg,2021-11-04 08:15:00,18540.59973,18534.299734,LONG,2021-11-04 08:15:00,18540.59973,18533.799734,18560.999718000006,6.799996000001556,LOSS,2021-11-04 08:18:00,18533.799734,-6.799996000001556
bullish,18684.640531,18677.767809,2021-11-08 14:45:00,bearish_fvg,2021-11-08 15:00:00,18698.385975,18698.099611,LONG,2021-11-08 15:24:00,18698.099611,18677.267809,18760.595017000003,20.831802000000607,LOSS,2021-11-08 17:17:00,18677.267809,-20.831802000000607
bullish,18544.322454,18534.586098,2021-11-09 12:15:00,bearish_fvg,2021-11-09 12:25:00,18572.672433,18566.372438,LONG,2021-11-09 12:26:00,18571.526979,18534.086098,18683.849621999994,37.440880999998626,LOSS,2021-11-09 12:42:00,18534.086098,-37.440880999998626
bullish,18375.081672,18373.363491,2021-11-10 12:30:00,bearish_fvg,2021-11-10 12:45:00,18373.363491,18363.054408,LONG,2021-11-10 12:45:00,18373.077128,18372.863491,18373.718039000003,0.2136370000007446,LOSS,2021-11-10 12:46:00,18372.863491,-0.2136370000007446
bullish,18523.417924,18517.977019,2021-11-16 02:30:00,bearish_fvg,2021-11-16 02:35:00,18534.872461,18531.722464,LONG,2021-11-16 03:03:00,18532.29519,18517.477019,18576.749702999998,14.818170999998983,LOSS,2021-11-16 04:11:00,18517.477019,-14.818170999998983
bullish,18500.508851,18499.363397,2021-11-16 08:00:00,bearish_fvg,2021-11-16 08:10:00,18516.831566,18506.236119,LONG,2021-11-16 08:12:00,18512.249751,18498.863397,18552.408812999995,13.386353999998391,LOSS,2021-11-16 08:15:00,18498.863397,-13.386353999998391
bearish,18888.531287,18889.390377,2021-11-18 15:15:00,bullish_fvg,2021-11-18 15:30:00,18889.963104,18889.390377,SHORT,2021-11-18 15:32:00,18889.67674,18889.890377,18889.035828999997,0.2136370000007446,LOSS,2021-11-18 15:33:00,18889.890377,-0.2136370000007446
bearish,19048.894803,19050.040257,2021-11-22 01:30:00,bullish_fvg,2021-11-22 01:35:00,19042.881171,19041.16299,SHORT,2021-11-22 01:45:00,19042.594808,19050.540257,19018.758461000005,7.945448999998916,LOSS,2021-11-22 02:22:00,19050.540257,-7.945448999998916
bullish,18692.94507,18690.367799,2021-11-23 01:45:00,bearish_fvg,2021-11-23 02:00:00,18714.70869,18702.395063,LONG,2021-11-23 02:03:00,18708.981421,18689.867799,18766.322287000003,19.11362200000076,LOSS,2021-11-23 02:05:00,18689.867799,-19.11362200000076
bearish,18756.804113,18759.95411,2021-11-23 08:30:00,bullish_fvg,2021-11-23 08:45:00,18775.704099,18759.95411,SHORT,2021-11-23 08:46:00,18774.558645,18760.45411,18816.872250000008,-14.104535000002215,LOSS,2021-11-23 08:47:00,18760.45411,14.104535000002215
bullish,18757.663203,18755.945023,2021-11-25 08:00:00,bearish_fvg,2021-11-25 08:10:00,18770.549557,18766.254106,LONG,2021-11-25 08:11:00,18768.25865,18755.445023,18806.699531,12.813626999999542,LOSS,2021-11-25 08:15:00,18755.445023,-12.813626999999542
bullish,18633.095115,18628.226937,2021-11-26 00:15:00,bearish_fvg,2021-11-26 00:25:00,18669.749633,18662.590547,LONG,2021-11-26 00:25:00,18667.172362,18627.726937,18785.508637000006,39.445425000001705,LOSS,2021-11-26 00:31:00,18627.726937,-39.445425000001705
bearish,18584.413333,18584.98606,2021-11-30 15:30:00,bullish_fvg,2021-11-30 15:45:00,18586.990604,18583.267879,SHORT,2021-11-30 15:47:00,18586.70424,18585.48606,18590.35878,-1.2181799999998475,LOSS,2021-11-30 15:48:00,18585.48606,1.2181799999998475
bullish,18201.259075,18200.686348,2021-12-02 09:00:00,bearish_fvg,2021-12-02 09:05:00,18269.699933,18261.395394,LONG,2021-12-02 09:08:00,18265.118118,18200.186348,18459.913427999996,64.93176999999923,LOSS,2021-12-02 09:15:00,18200.186348,-64.93176999999923
bullish,17823.832085,17810.086641,2021-12-03 13:15:00,bearish_fvg,2021-12-03 13:30:00,17879.100226,17870.509323,LONG,2021-12-03 13:43:00,17877.668409,17809.586641,18081.913713,68.08176800000001,LOSS,2021-12-03 14:00:00,17809.586641,-68.08176800000001
bearish,18518.83611,18530.004283,2021-12-07 08:30:00,bullish_fvg,2021-12-07 08:45:00,18540.886093,18517.404292,SHORT,2021-12-07 08:45:00,18536.017915,18530.504283,18552.558811000006,-5.513632000001962,LOSS,2021-12-07 08:46:00,18530.504283,5.513632000001962
bearish,18721.581412,18724.445046,2021-12-07 15:00:00,bullish_fvg,2021-12-07 15:15:00,18734.181403,18713.8496,SHORT,2021-12-07 15:17:00,18715.281417,18724.945046,18686.29052999999,9.663629000002402,LOSS,2021-12-07 15:18:00,18724.945046,-9.663629000002402
bullish,18735.040493,18733.035949,2021-12-09 03:45:00,bearish_fvg,2021-12-09 03:50:00,18742.199578,18740.195034,LONG,2021-12-09 03:51:00,18741.054125,18732.535949,18766.608652999992,8.518175999997766,LOSS,2021-12-09 04:03:00,18732.535949,-8.518175999997766
bullish,18493.922492,18492.204311,2021-12-09 23:45:00,bearish_fvg,2021-12-09 23:50:00,18497.358853,18496.499763,LONG,2021-12-09 23:50:00,18497.358853,18491.704311,18514.322479000002,5.65454200000022,WIN,2021-12-10 00:55:00,18514.322479000002,16.96362600000066
bullish,18231.613598,18225.599966,2021-12-15 00:45:00,bearish_fvg,2021-12-15 00:50:00,18237.340866,18235.336322,LONG,2021-12-15 00:53:00,18237.340866,18225.099966,18274.06356599999,12.240899999997055,LOSS,2021-12-15 01:04:00,18225.099966,-12.240899999997055
bullish,18162.027286,18149.140932,2021-12-15 09:30:00,bearish_fvg,2021-12-15 09:45:00,18196.963624,18178.063638,LONG,2021-12-15 09:46:00,18195.245443,18148.640932,18335.058976000004,46.60451100000137,LOSS,2021-12-15 09:56:00,18148.640932,-46.60451100000137
bearish,18063.231906,18088.145523,2021-12-17 08:30:00,bullish_fvg,2021-12-17 08:45:00,18057.504637,18013.40467,SHORT,2021-12-17 08:46:00,18018.559212,18088.645523,17808.300279000003,70.08631099999911,LOSS,2021-12-17 08:49:00,18088.645523,-70.08631099999911
bullish,17793.477563,17786.891204,2021-12-20 09:45:00,bearish_fvg,2021-12-20 09:50:00,17846.454796,17843.591161,LONG,2021-12-20 09:50:00,17845.309342,17786.391204,18022.063756000003,58.91813800000091,LOSS,2021-12-20 10:03:00,17786.391204,-58.91813800000091
