1.0R,1.5R,2.0R
-687.2086889999646,-644.8255039999949,-572.0386049999761
-740.3993639999644,-698.0161789999947,-625.2292799999759
-734.1079939999636,-688.5791239999926,-631.5206499999767
-690.3543739999623,-732.3327439999939,-675.2742699999781
-681.7752329999621,-740.9118849999941,-683.8534109999782
-678.6295479999626,-736.1933574999948,-677.5620409999792
-614.8579319999626,-640.5359334999939,-741.3336569999792
-555.9478289999624,-552.1707789999946,-623.5134509999789
-611.1403039999623,-607.3632539999944,-678.7059259999787
-555.0899149999623,-523.2876704999944,-566.6051479999787
-525.0629209999624,-553.3146644999943,-596.6321419999786
-559.0935149999623,-587.3452584999941,-630.6627359999784
-557.6636579999631,-585.2004729999953,-627.80302199998
-533.9280339999623,-549.5970369999941,-651.5386459999809
-565.9568269999618,-581.6258299999936,-683.5674389999804
-586.8327379999628,-602.5017409999946,-704.4433499999814
-535.643862999963,-525.7184284999948,-602.0655999999817
-438.12762599996313,-407.04030849999435,-483.3874799999812
-492.17621599996346,-461.0888984999947,-537.4360699999816
-379.78946699996413,-292.5087749999966,-479.66985299998123
-240.2354369999648,-83.17772999999761,-284.0654349999804
-185.90087599996514,-137.51229099999728,-338.3999959999801
-183.6131049999658,-134.08063449999827,-333.8244539999814
-198.19764499996563,-148.6651744999981,-348.40899399998125
-249.10054999996464,-199.5680794999971,-399.31189899998026
-261.39731899996514,-211.8648484999976,-411.60866799998075
-277.9836589999668,-228.45118849999926,-428.1950079999824
-289.13654199996745,-239.60407149999992,-439.34789099998306
-316.87576499996794,-267.3432945000004,-467.08711399998356
-322.59519199996794,-273.0627215000004,-472.80654099998355
-341.4693029999671,-291.9368324999996,-491.68065199998273
-314.87396499996794,-318.53217049999876,-518.2759899999819
-301.4333099999694,-331.97282549999727,-531.7166449999804
-315.1599359999691,-345.69945149999694,-545.4432709999801
-327.74267699996926,-358.2821924999971,-558.0260119999803
-275.69588699996893,-280.2120074999966,-453.9324319999796
-286.2768279999691,-290.7929484999968,-464.51337299997977
-297.13807299996915,-301.65419349999684,-475.3746179999798
-330.5792739999688,-335.0953944999965,-508.81581899997946
-319.4322069999689,-318.37479399999756,-486.5216849999797
-307.9993179999692,-301.225460499998,-497.9545739999794
-269.4133159999692,-243.346457499998,-420.7825699999794
-295.9947839999695,-269.9279254999983,-447.3640379999797
-282.56113899997035,-283.36157049999747,-460.79768299997886
-298.2813619999706,-299.08179349999773,-476.5179059999791
-304.5694519999706,-305.36988349999774,-482.80599599997913
-315.14487499997085,-315.94530649999797,-493.38141899997936
-275.41558499997154,-355.6745964999973,-533.1107089999787
-327.72105399997236,-407.9800654999981,-585.4161779999795
-240.54527299997244,-495.155846499998,-672.5919589999794
-255.40802899997107,-510.01860249999663,-687.454714999978
-263.696873999972,-518.3074474999976,-695.743559999979
-270.55660699997134,-525.1671804999969,-702.6032929999783
-298.2813639999731,-552.8919374999987,-730.3280499999801
-314.573230999973,-569.1838044999986,-746.61991699998
-329.1501649999718,-583.7607384999974,-761.1968509999788
-406.8938129999715,-661.504386499997,-838.9404989999784
-319.71803099997123,-530.7407134999976,-664.5889349999779
-358.0182099999711,-569.0408924999974,-702.8891139999778
-391.7452339999727,-602.767916499999,-736.6161379999794
-366.30705499997384,-564.6106479999999,-685.7397799999817
-376.88247699997373,-575.1860699999997,-696.3152019999816
-389.74447799997506,-588.0480710000011,-709.1772029999829
-406.8938119999748,-605.1974050000008,-726.3265369999826
-442.0499469999759,-640.3535400000019,-761.4826719999837
-479.77848199997607,-678.0820750000021,-799.2112069999839
-406.0363459999753,-567.468871000001,-651.7269349999824
-299.7104739999759,-407.9800630000027,-439.07519099998353
-355.73163199997543,-464.00122100000226,-495.0963489999831
-476.63443699997515,-584.904026000002,-615.9991539999828
-519.7935949999755,-628.0631840000024,-659.1583119999832
-575.2431089999754,-683.5126980000023,-714.6078259999831
-601.2529329999761,-709.5225220000029,-740.6176499999838
-629.5493339999757,-737.8189230000025,-768.9140509999834
-699.0041369999744,-807.2737260000013,-838.3688539999821
-626.4052889999748,-698.3754540000027,-693.1711579999828
-596.6797759999736,-653.7871845000009,-633.7201319999804
-497.2136379999738,-504.5879775000012,-638.5791099999806
-510.64728299997296,-518.0216225000004,-652.0127549999797
-555.551300999974,-562.9256405000015,-696.9167729999808
-423.98538699997334,-365.5767695000013,-433.7849449999794
-491.1984079999729,-432.7897905000009,-500.997965999979
-486.05017599997154,-437.93802250000226,-506.14619799998036
-556.4093389999707,-508.29718550000143,-576.5053609999795
-626.1964759999701,-578.0843225000008,-646.2924979999789
-631.3447079999696,-583.2325545000003,-651.4407299999784
-659.373967999969,-611.2618144999997,-679.4699899999778
-689.4053179999701,-641.2931645000008,-709.5013399999789
-682.5410099999699,-630.9967025000005,-695.7727239999786
-691.4074089999704,-639.863101500001,-704.639122999979
-734.3093369999715,-682.7650295000021,-747.5410509999801
-744.0337739999704,-692.4894665000011,-757.2654879999791
-740.8876329999712,-695.6356075000003,-760.4116289999783
-735.4533889999711,-687.4842415000003,-749.5431409999783
-747.17991599997,-699.2107684999992,-761.2696679999772
-724.8709129999716,-665.7472640000015,-783.5786709999757
-707.138115999971,-639.1480685000006,-748.1130769999745
-722.0107849999695,-654.0207374999991,-762.985745999973
-759.4784689999706,-691.4884215000002,-800.4534299999741
-782.6455099999694,-714.655462499999,-823.6204709999729
-819.255154999968,-751.2651074999976,-860.2301159999715
-837.5599779999684,-769.569930499998,-878.5349389999719
-836.9879519999686,-768.7118914999992,-877.3908869999723
-856.1508129999693,-787.8747524999999,-896.553747999973
-852.1466329999694,-791.8789324999998,-900.5579279999729
-833.2697839999691,-763.5636589999995,-862.8042299999724
-876.7437379999683,-807.0376129999986,-906.2781839999716
-900.4828049999687,-830.776679999999,-930.017250999972
-910.7792679999675,-841.0731429999978,-940.3137139999708
-1010.5977539999676,-940.8916289999979,-1040.132199999971
-1036.9109369999678,-967.2048119999981,-1066.4453829999711
-1023.1823199999671,-946.6118864999971,-1038.9881489999698
-976.5622249999669,-876.6817439999977,-945.7479589999693
-1031.7627059999668,-931.8822249999976,-1000.9484399999692
-987.7167269999663,-865.813256499996,-912.8564819999683
-1026.0424499999663,-904.1389794999959,-951.1822049999682
-1017.462064999967,-912.7193644999952,-959.7625899999675
-987.1447029999672,-943.036726499995,-990.0799519999673
-984.8565999999664,-939.6045719999929,-992.3680549999681
-976.5622269999658,-927.163012499992,-975.7793089999668
-996.2971139999663,-946.8978994999925,-995.5141959999673
-1008.8816799999659,-959.482465499992,-1008.0987619999669
-985.1426129999672,-923.8738649999941,-960.6206279999697
-997.4411649999656,-936.1724169999925,-972.919179999968
-1034.9088489999667,-973.6401009999936,-1010.3868639999691
-1067.2283019999668,-1005.9595539999937,-1042.7063169999692
-1085.2471119999664,-1023.9783639999932,-1060.7251269999688
-1067.5143149999676,-997.3791684999942,-1025.2595329999713
-1079.8128679999681,-1009.6777214999947,-1037.5580859999718
-1056.3447479999668,-1033.145841499996,-1061.0262059999732
-1052.0517989999662,-1026.7064179999943,-1052.440307999972
-995.0986779999675,-1083.659538999993,-1109.3934289999706
-1003.6845759999687,-1092.2454369999941,-1117.9793269999718
-1013.1290629999694,-1101.6899239999948,-1127.4238139999725
-1017.9944049999704,-1106.5552659999958,-1132.2891559999734
-1039.4591489999711,-1128.0200099999965,-1153.7538999999742
-1068.9373969999706,-1157.498257999996,-1183.2321479999737
-1075.8061149999685,-1164.3669759999939,-1190.1008659999716
-1117.8770139999706,-1206.437874999996,-1232.1717649999737
-1123.6009459999714,-1212.1618069999968,-1237.8956969999745
-1130.4696639999693,-1219.0305249999947,-1244.7644149999724
-1109.8635099999683,-1188.1212939999932,-1203.5521069999704
-1094.1226979999683,-1164.5100759999914,-1172.0704829999704
-1141.0589389999677,-1211.4463169999908,-1219.0067239999698
-1157.3721439999663,-1227.7595219999894,-1235.3199289999684
-1172.540563999968,-1242.9279419999912,-1250.4883489999702
-1195.4362909999709,-1265.823668999994,-1273.384075999973
-1201.4464189999726,-1271.8337969999957,-1279.3942039999747
-1221.7663759999723,-1292.1537539999954,-1299.7141609999744
-1254.1065899999721,-1324.4939679999952,-1332.0543749999742
-1282.4400519999745,-1352.8274299999975,-1360.3878369999766
-1312.4906929999725,-1382.8780709999955,-1390.4384779999746
-1355.9925739999726,-1426.3799519999957,-1433.9403589999747
-1386.6156079999728,-1457.0029859999959,-1464.563392999975
-1440.9929599999723,-1511.3803379999954,-1518.9407449999744
-1460.1681309999713,-1530.5555089999943,-1538.1159159999734
-1472.7607799999732,-1543.1481579999963,-1550.7085649999754
-1477.3399259999733,-1547.7273039999964,-1555.2877109999754
-1487.929198999971,-1558.3165769999941,-1565.8769839999732
-1474.7641559999702,-1538.5690124999928,-1539.5468979999714
-1434.4104369999714,-1478.0384339999946,-1491.7520679999689
-1420.9591979999695,-1457.861575499992,-1464.8495899999652
-1386.043214999967,-1492.7775584999945,-1499.7655729999678
-1390.908556999968,-1497.6429004999954,-1504.6309149999688
-1381.4640699999673,-1483.4761699999945,-1514.0754019999695
-1401.497830999966,-1503.5099309999932,-1534.1091629999682
-1398.063471999967,-1498.3583924999948,-1537.5435219999672
-1353.9891979999684,-1432.2469814999968,-1449.3949739999698
-1419.5282159999679,-1497.7859994999963,-1514.9339919999693
-1422.3901819999683,-1500.6479654999966,-1517.7959579999697
-1431.8346699999656,-1510.092453499994,-1527.240445999967
-1439.848173999968,-1518.1059574999963,-1535.2539499999693
-1446.7168919999694,-1524.9746754999978,-1542.1226679999709
-1467.609242999968,-1545.8670264999964,-1563.0150189999695
-1454.7303969999684,-1558.745872499996,-1575.893864999969
-1442.7101409999686,-1540.7154884999982,-1551.8533529999695
-1436.4138159999657,-1531.2710009999937,-1539.2607029999635
-1417.811036999965,-1503.3668324999926,-1502.055144999962
-1477.912319999965,-1563.4681154999926,-1562.156427999962
-1491.6497559999643,-1577.205551499992,-1575.8938639999615
-1503.6700129999645,-1589.2258084999921,-1587.9141209999616
-1477.897304999964,-1550.5667464999933,-1536.3687049999608
-1460.4291359999643,-1524.3644929999937,-1501.4323669999612
-1450.692779999963,-1509.7599589999918,-1511.1687229999625
-1464.7245879999628,-1523.7917669999915,-1525.2005309999622
-1469.3064019999601,-1528.373580999989,-1529.7823449999596
-1503.3836489999612,-1562.45082799999,-1563.8595919999607
-1461.8609529999612,-1500.16678399999,-1605.3822879999607
-1494.2200189999621,-1532.525849999991,-1637.7413539999616
-1458.1382279999652,-1478.4031634999956,-1565.5777719999678
-1445.538236999966,-1459.503176999995,-1540.3777899999695
-1355.9064859999653,-1325.0555504999938,-1361.114287999968
-1386.2610089999635,-1355.410073499992,-1391.468810999966
-1405.4473589999634,-1374.596423499992,-1410.655160999966
-1392.5610049999614,-1387.482777499994,-1423.541514999968
-1447.5427819999622,-1442.4645544999948,-1478.523291999969
-1505.9609199999595,-1500.8826924999921,-1536.9414299999662
-1419.765530999959,-1587.0780814999925,-1623.1368189999666
-1444.3927849999582,-1611.7053354999916,-1647.7640729999657
-1439.8109709999571,-1604.8326144999883,-1638.6004449999637
-1400.865545999959,-1546.4144769999912,-1560.7095949999675
-1332.138324999958,-1443.3236454999897,-1423.2551529999655
-1347.029222999956,-1458.2145434999875,-1438.1460509999633
-1377.670108999957,-1488.8554294999885,-1468.7869369999644
-1369.0792059999567,-1475.9690749999863,-1477.3778399999646
-1389.6973729999572,-1496.5872419999869,-1497.9960069999652
-1411.7473569999584,-1518.637225999988,-1520.0459909999663
-1419.7655329999598,-1526.6554019999894,-1528.0641669999677
-1400.0064569999613,-1497.01678799999,-1488.5460149999708
-1389.983736999964,-1481.9827079999923,-1468.5005749999764
-1406.3064519999662,-1498.3054229999943,-1484.8232899999784
-1430.9337059999652,-1522.9326769999934,-1509.4505439999775
-1445.2518769999642,-1537.2508479999924,-1523.7687149999765
-1483.9109389999667,-1575.9099099999949,-1562.427776999979
-1507.6791019999673,-1599.6780729999955,-1586.1959399999796
-1472.1700379999656,-1546.4144769999948,-1515.1778119999763
-1478.4700329999632,-1552.7144719999924,-1521.4778069999738
-1463.006407999963,-1529.5190344999937,-1536.9414319999742
-1408.883721999964,-1583.6417204999925,-1591.064117999973
-1444.106422999963,-1618.8644214999913,-1626.2868189999717
-1453.8427789999641,-1628.6007774999925,-1636.023174999973
-1476.4654889999638,-1651.2234874999922,-1658.6458849999726
-1461.5745909999623,-1628.8871404999882,-1628.8640889999697
-1429.2155249999614,-1580.3485414999886,-1564.145956999968
-1496.224565999959,-1647.3575824999862,-1631.1549979999654
-1500.2336539999578,-1651.366670499985,-1635.1640859999643
-1507.3927399999575,-1658.5257564999847,-1642.323171999964
-1468.7336779999587,-1600.5371634999865,-1565.0050479999663
-1502.8109249999561,-1634.614410499984,-1599.0822949999638
-1528.2972699999573,-1660.100755499985,-1624.568639999965
-1473.0291299999571,-1577.198545499985,-1514.0323599999647
-1552.9245249999603,-1657.093940499988,-1593.9277549999679
-1563.2336079999568,-1667.4030234999846,-1604.2368379999643
-1530.3018139999567,-1618.0053324999826,-1637.1686319999644
-1550.3472539999548,-1638.0507724999807,-1657.2140719999625
-1575.260870999953,-1662.964389499979,-1682.1276889999608
-1566.9563309999521,-1650.5075794999757,-1665.5186089999588
-1651.4335399999527,-1734.9847884999763,-1749.9958179999594
-1689.5198749999527,-1773.0711234999762,-1788.0821529999594
-1810.3652389999534,-1893.916487499977,-1908.92751699996
-1883.960637999955,-1967.5118864999786,-1982.5229159999617
-1896.2742649999582,-1979.8255134999818,-1994.8365429999649
-1862.197017999957,-2013.9027604999828,-2028.913789999966
-1880.8106399999579,-2032.5163824999836,-2047.5274119999667
-1909.733345999959,-2061.439088499985,-2076.450117999968
-1865.6333789999608,-1995.2891379999892,-2120.550084999966
-1872.792464999964,-2002.4482239999925,-2127.7091709999695
-1847.0197569999636,-1963.78916199999,-2076.1637549999687
-1861.6242919999622,-1978.3936969999886,-2090.7682899999672
-1838.1424919999645,-1943.1709969999938,-2043.8046899999717
-1863.915199999965,-1968.9437049999942,-2069.577397999972
-1809.5061499999665,-1887.3301299999948,-2123.9864479999706
-1896.846993999965,-1974.6709739999933,-2211.327291999969
-1838.1424919999645,-2033.3754759999938,-2270.0317939999695
-1862.1970189999647,-2057.430002999994,-2294.0863209999698
-1905.4378949999646,-2100.670878999994,-2337.3271969999696
-1814.3743269999668,-1964.0755269999972,-2155.200060999974
-1876.8015529999666,-2026.502752999997,-2217.627286999974
-1891.4060869999648,-2041.1072869999953,-2232.231820999972
-1946.3878639999657,-2096.089063999996,-2287.213597999973
-1990.2014669999644,-2139.902666999995,-2331.0272009999717
-2146.555894999963,-2296.2570949999936,-2487.3816289999704
-2064.655956999961,-2173.4071879999938,-2323.5817529999695
-1932.3560569999609,-1974.9573379999947,-2455.8816529999694
-2005.9514559999625,-2048.5527369999963,-2529.477051999971
-2079.2604919999612,-2121.861772999995,-2602.78608799997
-2097.0150239999602,-2139.616304999994,-2620.540619999969
-2057.2105089999604,-2079.909532499996,-2660.3451349999686
-2094.7241169999616,-2117.4231404999973,-2697.8587429999698
-2146.2695329999624,-2168.968556499998,-2749.4041589999706
-2073.819587999962,-2060.2936389999977,-2604.50426899997
-2248.787638999962,-2235.2616899999975,-2779.47231999997
-2121.3559169999608,-2044.1141069999958,-2524.6088759999675
-2139.969539999962,-2062.727729999997,-2543.2224989999686
-2129.946819999961,-2072.7504499999977,-2553.2452189999694
-2169.751334999961,-2112.5549649999975,-2593.0497339999692
-2223.5876579999604,-2166.391287999997,-2646.886056999969
-2317.22849699996,-2260.0321269999968,-2740.5268959999685
-2396.2648009999593,-2339.068430999996,-2819.5631999999678
-2256.805814999958,-2129.879951999994,-2540.645227999965
-2322.955764999957,-2196.029901999993,-2606.795177999964
-2441.510221999957,-2314.584358999993,-2725.349634999964
-2513.9601669999574,-2387.0343039999934,-2797.7995799999644
-2560.064677999957,-2433.138814999993,-2843.904090999964
-2428.623867999957,-2235.977599999993,-2581.022470999964
-2488.187458999957,-2295.541190999993,-2640.586061999964
-2560.3510409999562,-2367.704772999992,-2712.749643999963
-2687.4964009999567,-2494.8501329999926,-2839.8950039999636
-2706.110023999956,-2513.463755999992,-2858.508626999963
-2728.7327339999556,-2536.0864659999916,-2881.1313369999625
-2737.0372729999563,-2544.391004999992,-2889.435875999963
-2710.978201999953,-2505.3023984999872,-2837.3177339999565
-2662.869146999952,-2433.138815999986,-2741.099623999955
-2660.8646029999527,-2430.1319999999887,-2737.090535999956
-2754.7918049999516,-2524.0592019999876,-2831.017737999955
-2775.9826979999543,-2545.2500949999903,-2852.2086309999577
-2765.673613999954,-2555.5591789999908,-2862.517714999958
-2733.0281839999534,-2506.591033999992,-2797.226854999957
-2747.919081999955,-2521.4819319999933,-2812.1177529999586
-2756.223621999956,-2529.7864719999943,-2820.4222929999596
-2753.3599879999547,-2525.4910209999925,-2814.6950249999572
-2761.9508899999582,-2534.081922999996,-2823.285926999961
-2675.1827739999553,-2403.92974899999,-2649.749694999955
-2633.0873509999565,-2340.7866144999916,-2565.5588489999573
-2604.451008999955,-2297.832101499991,-2508.286164999954
-2497.6374529999557,-2137.6117674999914,-2294.6590529999557
-2486.755642999955,-2121.2890524999893,-2305.5408629999565
-2535.723787999954,-2170.2571974999883,-2354.5090079999554
-2462.987478999954,-2061.1527339999884,-2427.2453169999553
-2423.182963999954,-2001.4459614999887,-2347.6362869999557
-2487.328370999954,-2065.5913684999887,-2411.7816939999557
-2506.228355999954,-2084.4913534999887,-2430.6816789999557
-2568.3692189999547,-2146.632216499989,-2492.8225419999562
-2640.532800999954,-2218.7957984999885,-2564.9861239999555
-2665.7327819999537,-2243.995779499988,-2590.186104999955
-2624.782811999954,-2182.570824499988,-2508.286164999956
-2658.0009689999533,-2215.788981499987,-2541.504321999955
-2605.5964629999526,-2137.182222499987,-2436.6953099999537
-2645.973704999951,-2177.5594644999856,-2477.0725519999523
-2683.773676999952,-2215.3594364999863,-2514.872523999953
-2639.960072999953,-2259.1730404999853,-2558.686127999952
-2579.2510279999533,-2168.109472999986,-2619.3951729999517
-2525.1283419999545,-2222.2321589999847,-2673.5178589999505
-2572.3783069999554,-2269.4821239999856,-2720.7678239999514
-2560.351042999957,-2281.509387999984,-2732.79508799995
-2577.246484999956,-2298.404829999983,-2749.690529999949
-2623.923722999956,-2345.0820679999833,-2796.367767999949
-2685.2054949999565,-2406.3638399999836,-2857.6495399999494
-2732.1690969999563,-2453.3274419999834,-2904.613141999949
-2717.278199999957,-2468.2183389999827,-2919.5040389999485
-2651.987339999958,-2370.282048999983,-2984.7948989999477
-2560.3510449999576,-2232.8276064999827,-2801.522308999947
-2575.814669999958,-2248.291231499983,-2816.9859339999475
-2614.760094999958,-2287.236656499983,-2855.9313589999474
-2632.514626999957,-2304.991188499982,-2873.6858909999464
-2647.6918879999575,-2320.1684494999827,-2888.863151999947
-2600.441923999959,-2249.2935034999846,-2794.3632239999497
-2620.773726999958,-2269.6253064999837,-2814.695026999949
-2706.1100259999585,-2354.961605499984,-2900.0313259999493
-2731.310006999958,-2380.161586499984,-2925.231306999949
-2783.307082999958,-2432.1586624999836,-2977.2283829999487
-2811.8769049999573,-2460.728484499983,-3005.798204999948
-2839.5896319999574,-2488.441211499983,-3033.5109319999483
-2875.587607999958,-2524.4391874999837,-3069.508907999949
-2939.5840089999583,-2588.435588499984,-3133.505308999949
-2964.4397549999576,-2613.2913344999833,-3158.3610549999485
-2844.4465029999574,-2506.7258984999844,-3051.7956189999495
-2830.4472909999567,-2485.7270804999825,-3023.7971949999483
-2901.871845999958,-2557.151635499984,-3095.2217499999497
-2963.296962999957,-2618.576752499983,-3156.6468669999485
-2927.013288999957,-2564.1512414999834,-3084.079518999948
-2970.1537199999566,-2607.291672499983,-3127.219949999948
-3031.007440999958,-2668.1453934999845,-3188.073670999949
-3025.8648729999586,-2660.4315414999855,-3177.7885349999506
-3058.4344699999583,-2693.0011384999852,-3210.3581319999503
-3104.4318829999593,-2738.998551499986,-3256.3555449999512
-3136.4300839999596,-2770.9967524999865,-3288.3537459999516
-3185.8558759999596,-2820.4225444999865,-3337.7795379999516
-3224.996531999959,-2859.563200499986,-3376.920193999951
-3269.5654539999596,-2904.1321224999865,-3421.4891159999515
-3248.9951819999606,-2873.276714499987,-3380.3485719999535
-3281.85047699996,-2906.1320094999865,-3413.203866999953
-3351.5608419999608,-2975.8423744999873,-3482.9142319999537
-3368.4170369999592,-2992.6985694999858,-3499.770426999952
-3360.1317879999606,-2980.270695999987,-3483.199928999955
-3322.1339239999597,-3018.2685599999877,-3521.1977929999557
-3339.27581799996,-3035.410453999988,-3538.339686999956
-3368.7027339999604,-3064.8373699999884,-3567.7666029999564
-3354.13212499996,-3042.981456499987,-3538.6253849999557
-3378.4164739999615,-3067.2658054999883,-3562.909733999957
-3352.989331999963,-3092.692947499987,-3588.3368759999557
-3397.843952999963,-3137.5475684999874,-3633.191496999956
-3410.128976999964,-3149.832592499988,-3645.476520999957
-3445.555555999965,-3185.259171499989,-3680.9030999999577
-3434.9847219999647,-3169.4029204999897,-3659.7614319999575
-3459.269070999966,-3193.687269499991,-3684.045780999959
-3491.8386679999658,-3226.256866499991,-3716.6153779999586
-3507.2663719999673,-3241.6845704999923,-3732.04308199996
-3538.1217799999667,-3272.539978499992,-3762.8984899999596
-3567.834394999967,-3302.252593499992,-3792.61110499996
-3560.9776379999657,-3309.1093504999935,-3799.4678619999613
-3594.975725999966,-3343.107438499994,-3833.4659499999616
-3580.690814999967,-3321.6800719999956,-3804.896127999964
-3553.8351829999683,-3281.3966239999972,-3751.184863999966
-3611.260524999967,-3338.821965999996,-3808.610205999965
-3626.402530999967,-3353.963971999996,-3823.752211999965
-3708.9693169999664,-3436.5307579999953,-3906.3189979999643
-3717.5402639999666,-3445.1017049999955,-3914.8899449999644
-3751.538351999965,-3479.099792999994,-3948.888032999963
-3710.1121099999655,-3416.9604299999955,-3866.035548999964
-3738.1105349999652,-3444.9588549999953,-3894.0339739999636
-3659.2578259999664,-3326.679791499997,-3736.328555999966
-3707.255126999966,-3374.6770924999964,-3784.3258569999653
-3622.6884539999646,-3247.8270829999947,-3615.192510999963
-3645.6910979999648,-3270.829726999995,-3638.195154999963
-3597.6979269999647,-3198.8399704999956,-3686.188325999963
-3628.936084999965,-3230.0781284999957,-3717.4264839999632
-3641.715331999965,-3242.857375499996,-3730.2057309999636
-3663.8660269999655,-3265.0080704999964,-3752.356425999964
-3727.1942949999648,-3328.3363384999957,-3815.684693999963
-3649.9508469999655,-3212.471166499996,-3661.1977979999647
-3615.872854999965,-3246.5491584999963,-3695.275789999965
-3635.4676999999647,-3266.144003499996,-3714.8706349999648
-3681.4729889999653,-3312.1492924999966,-3760.8759239999654
-3726.058360999965,-3356.734664499996,-3805.461295999965
-3668.4097589999656,-3270.261761499998,-3690.1640919999663
-3751.048888999965,-3352.9008914999977,-3772.803221999966
-3672.101541999966,-3234.4798709999977,-3614.908527999967
-3640.2954159999663,-3186.7706819999985,-3551.296275999968
-3615.3048889999664,-3149.2848914999995,-3501.3152219999683
-3634.6157499999663,-3168.5957524999994,-3520.6260829999683
-3576.1151969999664,-3080.8449230000006,-3403.6249769999686
-3642.2832969999654,-3147.0130229999995,-3469.7930769999675
-3723.5025099999657,-3228.232236,-3551.012289999968
-3752.468802999965,-3257.1985289999993,-3579.9785829999673
-3768.655848999966,-3273.3855750000002,-3596.1656289999682
-3816.0810539999675,-3320.8107800000016,-3643.5908339999696
-3832.836065999969,-3337.565792000003,-3660.345845999971
-3819.772835999969,-3317.9709470000034,-3634.2193859999716
-3891.3366179999703,-3389.5347290000045,-3705.7831679999726
-4007.7697559999706,-3505.967867000005,-3822.216305999973
-4028.2165509999704,-3526.4146620000047,-3842.663100999973
-3999.250257999971,-3482.9652225000063,-3871.6293939999723
-3982.7792279999703,-3499.436252500007,-3888.100423999973
-3998.6822899999697,-3515.3393145000064,-3904.0034859999723
-3940.18173699997,-3427.5884850000057,-3787.0023799999726
-3922.57477499997,-3445.1954470000055,-3804.6093419999725
-3900.4240799999716,-3411.969404500007,-3760.3079519999756
-3817.500966999971,-3287.584735000006,-3641.0349819999756
-3825.1685149999703,-3295.2522830000053,-3648.702529999975
-3870.889819999971,-3340.973588000006,-3694.423834999976
-3845.6153089999716,-3366.248099000006,-3719.6983459999756
-3870.889819999971,-3391.5226100000054,-3744.972856999975
-3853.282856999971,-3365.1121655000043,-3709.758930999975
-3901.276027999971,-3413.1053365000043,-3757.752101999975
-3929.6743539999698,-3441.503662500003,-3786.1504279999735
-3906.955692999971,-3464.222323500002,-3808.8690889999725
-3923.7107059999707,-3480.977336500002,-3825.6241019999725
-3930.810286999971,-3488.0769175000023,-3832.723682999973
-3945.8613999999707,-3503.128030500002,-3847.7747959999724
-3965.4562459999706,-3522.722876500002,-3867.3696419999724
-3947.28131699997,-3495.4604830000007,-3831.019783999971
-4003.5100029999703,-3551.689169000001,-3887.2484699999713
-4018.56111599997,-3566.7402820000007,-3902.299582999971
-3986.7549899999685,-3598.546408000002,-3934.105708999972
-4023.3888309999675,-3635.180249000001,-3970.739549999971
-4046.3914749999676,-3658.182893000001,-3993.7421939999713
-4082.173365999968,-3693.9647840000016,-4029.524084999972
-4075.925734999968,-3684.5933375000022,-4017.0288229999715
-4117.955257999967,-3726.6228605000015,-4059.0583459999707
-4103.472110999966,-3704.8981399999993,-4030.092051999969
-4130.450520999966,-3731.876549999999,-4057.0704619999688
-4147.489516999967,-3748.915546,-4074.10945799997
-4119.0906689999665,-3706.317273999999,-4017.3117619999684
-4111.217720999966,-3694.507851999999,-4025.1847099999686
-4086.1929939999663,-3656.970761499999,-3975.1352559999686
-4054.1388489999663,-3608.8895439999997,-3911.0269659999685
-4097.440062999965,-3652.190757999999,-3954.3281799999677
-4067.0729779999656,-3606.640130499998,-3893.594009999968
-4032.488241999965,-3554.763026499997,-3824.4245379999666
-4042.610603999965,-3564.885388499997,-3834.5468999999666
-4041.2047209999655,-3562.776563999998,-3831.7351339999677
-4038.3929539999663,-3558.558913499999,-3826.1115999999693
-4008.0258689999664,-3513.0082859999984,-3765.3774299999695
-3984.6882019999666,-3478.0017854999987,-3718.70209599997
-3948.135228999967,-3423.172326,-3645.5961499999703
-3971.472896999967,-3446.509994,-3668.9338179999704
-3983.282318999967,-3458.3194160000003,-3680.7432399999707
-4021.2411749999683,-3496.2782720000014,-3718.702095999972
-4036.1435409999685,-3511.1806380000016,-3733.604461999972
-4016.1799939999673,-3481.2353175000007,-3693.6773679999696
-4033.894126999967,-3498.9494505000002,-3711.391500999969
-4044.578841999968,-3509.6341655000015,-3722.0762159999704
-4055.8259099999686,-3520.881233500002,-3733.323283999971
-4040.6423669999695,-3498.1059190000033,-3702.9561979999726
-4052.4517889999697,-3509.9153410000035,-3714.765619999973
-4074.38357299997,-3531.847125000004,-3736.697403999973
-4085.34946499997,-3542.813017000004,-3747.6632959999733
-4112.62360699997,-3570.0871590000042,-3774.9374379999736
-4124.15185199997,-3581.6154040000038,-3786.465682999973
-4101.37653899997,-3604.390717000004,-3809.240995999973
-4032.76942099997,-3501.480040000004,-3672.0267599999734
-4079.1635779999706,-3547.8741970000046,-3718.420916999974
-4050.483552999969,-3504.8541595000024,-3661.060866999971
-4030.8011829999687,-3475.330604500001,-3621.69612699997
-4048.7964919999686,-3493.3259135000008,-3639.69143599997
-4002.964687999969,-3424.5782075000006,-3548.027827999971
-4018.4294069999687,-3440.0429265000002,-3563.4925469999707
-4038.9553069999693,-3460.568826500001,-3584.0184469999713
-4056.107085999969,-3477.7206055000006,-3601.170225999971
-4086.19299399997,-3507.8065135000015,-3631.256133999972
-4103.34477299997,-3524.9582925000013,-3648.407912999972
-4066.510622999971,-3561.7924425,-3685.2420629999706
