date,entry_time,direction,entry_price,stop_loss,take_profit,asian_high,asian_low,breakout_level,risk,result,exit_time,exit_price,pnl,pnl_points
2024-10-16,2024-10-16 11:25:00+02:00,LONG,20972.457981,20935.222814,21084.163481999996,21041.570181,20970.910693,20940.222814,37.23516699999891,LOSS,2024-10-16 11:35:00+02:00,20935.222814,-37.23516699999891,-37.23516699999891
2024-10-17,2024-10-17 09:20:00+02:00,SHORT,21173.347546,21190.210088,20927.586628,21183.6628,20927.586628,21185.210088,16.86254199999894,LOSS,2024-10-17 09:30:00+02:00,21190.210088,-16.86254199999894,-16.86254199999894
2024-10-18,2024-10-18 09:00:00+02:00,SHORT,21110.424499,21125.739753,20993.862133,21113.261194,20993.862133,21120.739753,15.315254000001005,LOSS,2024-10-18 09:30:00+02:00,21125.739753,-15.315254000001005,-15.315254000001005
2024-10-21,2024-10-21 08:05:00+02:00,LONG,21019.650267,20999.693149,21146.527887,21146.527887,21011.655945,21004.693149,19.957118000002083,LOSS,2024-10-21 08:15:00+02:00,20999.693149,-19.957118000002083,-19.957118000002083
2024-10-22,2024-10-22 09:50:00+02:00,LONG,21019.650267,21003.303488,21133.891701,21133.891701,21018.102979,21008.303488,16.346778999999515,WIN,2024-10-22 11:05:00+02:00,21133.891701,114.24143399999957,114.24143399999957
2024-10-23,2024-10-23 09:45:00+02:00,LONG,21102.172296,21082.988822,21190.109834,21190.109834,21093.146449,21087.988822,19.183474000001297,LOSS,2024-10-23 10:10:00+02:00,21082.988822,-19.183474000001297,-19.183474000001297
2024-10-24,2024-10-24 08:15:00+02:00,SHORT,21033.833741,21055.596028,20946.411966,21044.922638,20946.411966,21050.596028,21.76228700000138,LOSS,2024-10-24 08:50:00+02:00,21055.596028,-21.76228700000138,-21.76228700000138
2024-10-25,2024-10-25 08:55:00+02:00,SHORT,21090.051873,21106.914415,21006.7562,21090.309755,21006.7562,21101.914415,16.86254199999894,LOSS,2024-10-25 09:05:00+02:00,21106.914415,-16.86254199999894,-16.86254199999894
2024-10-28,2024-10-28 08:10:00+01:00,LONG,21259.222033,21233.075763,21337.66084299999,21328.334233,21251.227712,21238.075763,26.146269999997457,LOSS,2024-10-28 09:30:00+01:00,21233.075763,-26.146269999997457,-26.146269999997457
2024-10-29,2024-10-29 09:35:00+01:00,LONG,21096.756788,21074.73662,21202.746019,21202.746019,21095.725263,21079.73662,22.020167999999103,WIN,2024-10-29 10:20:00+01:00,21202.746019,105.98923099999956,105.98923099999956
2024-10-30,2024-10-30 08:10:00+01:00,LONG,21368.047959,21347.83296,21428.692956,21419.624228,21355.153892,21352.83296,20.214998999999807,LOSS,2024-10-30 08:30:00+01:00,21347.83296,-20.214998999999807,-20.214998999999807
2024-11-01,2024-11-01 08:35:00+01:00,SHORT,20755.064011,20785.078501,20665.020540999994,20766.41079,20687.499099,20780.078501,30.014490000001388,LOSS,2024-11-01 09:40:00+01:00,20785.078501,-30.014490000001388,-30.014490000001388
2024-11-04,2024-11-04 09:40:00+01:00,LONG,20743.975113,20715.250029,20886.067732,20886.067732,20734.433503,20720.250029,28.725084000001516,LOSS,2024-11-04 11:50:00+01:00,20715.250029,-28.725084000001516,-28.725084000001516
2024-11-06,2024-11-06 09:45:00+01:00,SHORT,21331.428809,21407.088296,21102.688059,21384.810247,21102.688059,21402.088296,75.65948700000081,LOSS,2024-11-06 10:10:00+01:00,21407.088296,-75.65948700000081,-75.65948700000081
2024-11-07,2024-11-07 08:30:00+01:00,SHORT,21627.476589,21648.207351,21565.284303000004,21638.823368,21567.390236,21643.207351,20.73076199999923,LOSS,2024-11-07 08:45:00+01:00,21648.207351,-20.73076199999923,-20.73076199999923
2024-11-11,2024-11-11 08:05:00+01:00,SHORT,21998.825721,22018.524957,21938.481487,22008.109449,21938.481487,22013.524957,19.699236000000383,WIN,2024-11-11 09:30:00+01:00,21938.481487,60.34423400000014,60.34423400000014
2024-11-12,2024-11-12 09:40:00+01:00,SHORT,21882.263354,21916.146065,21780.615220999993,21910.372421,21794.583698,21911.146065,33.88271100000202,LOSS,2024-11-12 09:55:00+01:00,21916.146065,-33.88271100000202,-33.88271100000202
2024-11-13,2024-11-13 08:55:00+01:00,SHORT,21841.00234,21897.062845,21672.820824999995,21851.317593,21766.474632,21892.062845,56.060505000001285,LOSS,2024-11-13 12:55:00+01:00,21897.062845,-56.060505000001285,-56.060505000001285
2024-11-14,2024-11-14 09:55:00+01:00,LONG,21756.933022,21738.523193,21858.28039,21858.28039,21755.127853,21743.523193,18.409829000000173,LOSS,2024-11-14 10:00:00+01:00,21738.523193,-18.409829000000173,-18.409829000000173
2024-11-18,2024-11-18 08:40:00+01:00,LONG,21203.777545,21180.210088,21307.961607,21307.961607,21192.688647,21185.210088,23.567457000001014,LOSS,2024-11-18 09:30:00+01:00,21180.210088,-23.567457000001014,-23.567457000001014
