date,type,entry_price,stop_loss,risk,tokyo_high,tokyo_low,tokyo_eq,sweep_extreme,tokyo_reference,sweep_depth,entry_datetime,outcome,profit_points
2019-09-17,long,8985.490885,8984.955041,0.5358439999999973,9021.221324,8987.777633,9004.4994785,8976.343893,8987.777633,11.433740000000398,2019-09-17 01:55:00,loss,-0.5358439999999973
2019-09-18,long,9036.371031,9034.691813,1.6792180000011285,9048.948145,9030.65416,9039.8011525,9026.652351,9030.65416,4.001808999999412,2019-09-18 01:50:00,loss,-1.6792180000011285
2019-09-19,long,9012.646019,9004.106557,8.53946200000064,9055.236703,8998.353843,9026.795273,8978.344797,8998.353843,20.009046000001035,2019-09-19 02:30:00,win,8.53946200000064
2019-09-20,short,9066.3846,9066.920443,0.5358430000014778,9076.389123,9047.804771,9062.096947,9080.105088,9076.389123,3.7159649999994144,2019-09-20 02:15:00,loss,-0.5358430000014778
2019-09-23,long,9002.927339,9000.390591,2.5367480000004434,9020.07795,8988.635164,9004.356557,8934.324896,8988.635164,54.31026799999927,2019-09-23 01:40:00,win,2.5367480000004434
2019-09-24,long,9001.498122,8998.961374,2.5367480000004434,9022.936385,8998.068,9010.5021925,8990.064381,8998.068,8.003618999999162,2019-09-24 02:40:00,win,2.5367480000004434
2019-09-25,long,8819.129959,8818.022429,1.107529999999315,8871.725166,8830.277857,8851.001511499999,8797.691696,8830.277857,32.586160999999265,2019-09-25 03:15:00,win,1.107529999999315
2019-09-26,long,8916.316754,8916.066754,0.25,8940.613453,8912.600789,8926.607121000001,8907.741449,8912.600789,4.859340000000884,2019-09-26 01:40:00,loss,-0.25
2019-09-27,short,8904.311327,8904.84717,0.5358429999996588,8895.450178,8865.150765,8880.300471499999,8926.607121,8895.450178,31.156942999999956,2019-09-27 02:30:00,loss,-0.5358429999996588
2019-10-01,short,8922.605312,8926.285434,3.6801219999997556,8942.328514,8895.450178,8918.889346,8948.902915,8942.328514,6.5744009999998525,2019-10-01 02:55:00,win,3.6801219999997556
2019-10-02,long,8805.695314,8799.728444,5.966870000000199,8838.853162,8805.695314,8822.274238,8740.522993,8805.695314,65.17232100000001,2019-10-02 02:00:00,loss,-5.966870000000199
2019-10-03,long,8648.481381,8641.942824,6.538556999999855,8664.488618,8627.614805,8646.0517115,8623.898839,8627.614805,3.715965999999753,2019-10-03 01:40:00,win,6.538556999999855
2019-10-04,short,8748.812455,8751.063359,2.250904000000446,8753.671795,8733.376905,8743.52435,8768.535657,8753.671795,14.863862000000154,2019-10-04 01:15:00,loss,-2.250904000000446
2019-10-07,short,8840.568223,8847.678467,7.110243999999511,8857.718834,8827.991108,8842.854971,8859.433895,8857.718834,1.7150610000007873,2019-10-07 01:55:00,win,7.110243999999511
2019-10-08,short,8872.86854,8881.979689,9.111149000000296,8899.737831,8850.286903,8875.012367,8900.595361,8899.737831,0.8575299999993149,2019-10-08 02:25:00,win,9.111149000000296
2019-10-09,long,8741.09468,8737.700401,3.394279000000097,8746.239863,8709.080206,8727.6600345,8702.219962,8709.080206,6.86024400000133,2019-10-09 02:35:00,win,3.394279000000097
2019-10-11,short,8922.033625,8924.284529,2.250904000000446,8928.322182,8880.586315,8904.4542485,8969.197805,8928.322182,40.875622999999905,2019-10-11 02:45:00,loss,-2.250904000000446
2019-10-14,long,8982.63245,8978.666484,3.965965999999753,9026.652351,8982.060763,9004.356557,8963.766778,8982.060763,18.293985000000248,2019-10-14 03:45:00,loss,-3.965965999999753
2019-10-15,short,9026.080664,9030.90416,4.823496000000887,9012.360175,8988.635164,9000.4976695,9042.087901,9012.360175,29.727726000000985,2019-10-15 03:20:00,loss,-4.823496000000887
2019-10-17,long,9075.531592,9073.280688,2.250903999998627,9093.539734,9070.100565,9081.8201495,9067.527974,9070.100565,2.572591000000102,2019-10-17 01:45:00,win,2.250903999998627
2019-10-18,long,9072.10147,9071.279783,0.8216869999996561,9094.968951,9068.099661,9081.534306000001,9052.378267,9068.099661,15.721394000000146,2019-10-18 02:35:00,win,0.8216869999996561
2019-10-21,long,9032.369221,9028.689099,3.6801220000015746,9044.088806,9025.223134,9034.65597,9016.933672,9025.223134,8.28946200000064,2019-10-21 01:20:00,loss,-3.6801220000015746
2019-10-22,long,9079.819245,9078.425871,1.3933740000011312,9123.267459,9083.249367,9103.258413,9072.673157,9083.249367,10.576210000001083,2019-10-22 03:50:00,win,1.3933740000011312
2019-10-23,short,8970.912866,8973.449614,2.5367479999986244,8969.197805,8930.037243,8949.617524000001,8990.350225,8969.197805,21.152420000000347,2019-10-23 01:20:00,win,2.5367479999986244
2019-10-24,short,9055.236703,9063.776165,8.53946199999882,9062.954477,9047.804771,9055.379624,9078.961714,9062.954477,16.007236999999805,2019-10-24 03:05:00,loss,-8.53946199999882
2019-10-25,short,9077.246653,9080.069245,2.8225920000004407,9076.674966,9057.523451,9067.0992085,9085.821959,9076.674966,9.146993000000293,2019-10-25 02:30:00,win,2.8225920000004407
2019-10-28,long,9209.020514,9207.912983,1.1075309999996534,9221.025941,9205.876235,9213.451088,9203.87533,9205.876235,2.0009049999989656,2019-10-28 01:50:00,win,1.1075309999996534
2019-10-31,short,9277.622957,9278.444644,0.8216869999996561,9293.058507,9273.049461,9283.053984,9305.921465,9293.058507,12.862957999999708,2019-10-31 01:30:00,win,0.8216869999996561
2019-11-01,short,9277.622957,9281.303079,3.6801219999997556,9286.198262,9249.324449,9267.761355499999,9289.056698,9286.198262,2.858436000000438,2019-11-01 02:10:00,win,3.6801219999997556
2019-11-05,short,9416.257062,9417.936279,1.679216999998971,9422.545619,9399.106451,9410.826035,9425.689898,9422.545619,3.144279000000097,2019-11-05 02:05:00,win,1.679216999998971
2019-11-06,short,9386.81518,9392.210363,5.395183000000543,9397.39139,9376.524813,9386.9581015,9407.9676,9397.39139,10.576209999999264,2019-11-06 03:45:00,win,5.395183000000543
2019-11-07,short,9427.404959,9431.085081,3.6801219999997556,9381.95584,9364.233542,9373.094691,9448.557379,9381.95584,66.60153899999932,2019-11-07 01:55:00,loss,-3.6801219999997556
2019-11-08,short,9392.246206,9395.926329,3.680123000000094,9403.394104,9371.37963,9387.386867000001,9404.537478,9403.394104,1.1433739999993122,2019-11-08 02:40:00,win,3.680123000000094
2019-11-11,long,9411.683565,9402.000729,9.682835999999952,9428.548333,9410.254348,9419.4013405,9391.388676,9410.254348,18.865671999999904,2019-11-11 02:00:00,loss,-9.682835999999952
2019-11-12,short,9444.269726,9447.664005,3.394279000000097,9451.701658,9408.253443,9429.9775505,9454.845936,9451.701658,3.1442779999997583,2019-11-12 02:15:00,win,3.394279000000097
2019-11-13,short,9438.552856,9441.089604,2.5367480000004434,9444.269726,9423.688993,9433.979359500001,9447.414005,9444.269726,3.144279000000097,2019-11-13 02:25:00,win,2.5367480000004434
2019-11-15,long,9484.287818,9480.89354,3.3942780000015773,9499.723368,9482.00107,9490.862219,9473.425765,9482.00107,8.575305000000299,2019-11-15 03:10:00,win,3.3942780000015773
2019-11-18,short,9532.595372,9537.704712,5.109340000000884,9514.873074,9498.865837,9506.8694555,9566.61075,9514.873074,51.73767600000065,2019-11-18 02:30:00,loss,-5.109340000000884
2019-11-20,short,9506.297769,9509.977891,3.6801219999997556,9520.589945,9489.147158,9504.8685515,9520.875788,9520.589945,0.2858429999996588,2019-11-20 01:45:00,win,3.6801219999997556
2019-11-22,short,9475.998356,9478.820948,2.8225920000004407,9490.004688,9471.139017,9480.571852500001,9505.440238,9490.004688,15.43554999999833,2019-11-22 01:45:00,loss,-2.8225920000004407
2019-11-26,long,9584.333048,9581.224613,3.1084350000000995,9629.496324,9582.0463,9605.771312,9565.75322,9582.0463,16.293079999999463,2019-11-26 02:30:00,loss,-3.1084350000000995
2019-11-27,short,9619.491801,9621.171018,1.679216999998971,9621.206862,9601.197816,9611.202339,9636.356568,9621.206862,15.149706000000151,2019-11-27 02:25:00,loss,-1.679216999998971
2019-11-28,short,9635.784881,9637.749942,1.9650610000007873,9642.073438,9620.063488,9631.068463,9644.074343,9642.073438,2.0009050000007846,2019-11-28 02:25:00,loss,-1.9650610000007873
2019-12-02,long,9653.507179,9650.398744,3.1084350000000995,9664.655076,9652.363805,9658.5094405,9645.217717,9652.363805,7.146088000001328,2019-12-02 02:10:00,win,3.1084350000000995
2019-12-04,long,9421.402245,9421.152245,0.25,9451.415814,9423.117306,9437.26656,9399.106451,9423.117306,24.010855000000447,2019-12-04 02:35:00,loss,-0.25
2019-12-05,short,9499.723368,9501.402586,1.6792179999993095,9501.152586,9473.139921,9487.1462535,9516.016448,9501.152586,14.863862000000154,2019-12-05 02:25:00,loss,-1.6792179999993095
2019-12-06,short,9524.591754,9526.556815,1.9650610000007873,9523.44838,9509.442047,9516.4452135,9540.027304,9523.44838,16.57892399999946,2019-12-06 02:35:00,loss,-1.9650610000007873
2019-12-09,short,9588.906545,9591.157449,2.250904000000446,9596.910163,9582.0463,9589.478231500001,9602.055346,9596.910163,5.145182999998724,2019-12-09 03:20:00,loss,-2.250904000000446
2019-12-10,short,9556.892071,9562.573098,5.68102700000054,9570.326716,9547.459235,9558.892975499999,9572.041777,9570.326716,1.7150610000007873,2019-12-10 02:10:00,win,5.68102700000054
2019-12-11,short,9565.467376,9566.289063,0.8216869999996561,9565.75322,9541.456521,9553.6048705,9597.48185,9565.75322,31.72862999999961,2019-12-11 01:20:00,win,0.8216869999996561
2019-12-12,short,9621.767867,9623.727998,1.9601309999998193,9625.780358,9611.202339,9618.4913485,9638.869179,9625.780358,13.08882099999937,2019-12-12 01:25:00,loss,-1.9601309999998193
2019-12-13,long,9734.066479,9729.541151,4.525327999999718,9741.192026,9722.950627,9732.071326500001,9720.100408,9722.950627,2.8502189999999246,2019-12-13 02:25:00,loss,-4.525327999999718
2019-12-16,short,9743.757222,9745.14731,1.3900880000001052,9747.747528,9734.636523,9741.1920255,9757.723293,9747.747528,9.975764999999228,2019-12-16 01:25:00,loss,-1.3900880000001052
2019-12-17,short,9815.012687,9819.538015,4.525327999999718,9830.118845,9797.911375,9814.01511,9834.964217,9830.118845,4.84537199999977,2019-12-17 02:10:00,win,4.525327999999718
2019-12-18,long,9803.896834,9803.646834,0.25,9815.58273,9806.177009,9810.8798695,9799.336484,9806.177009,6.840525000001435,2019-12-18 01:40:00,win,0.25
2019-12-19,long,9829.548801,9828.158714,1.3900870000015857,9837.529413,9818.432949,9827.981181,9814.727665,9818.432949,3.705283999999665,2019-12-19 02:05:00,loss,-1.3900870000015857
2019-12-20,long,9884.843042,9883.167932,1.6751100000001315,9893.678719,9883.702954,9888.6908365,9879.142605,9883.702954,4.560349000001224,2019-12-20 01:55:00,win,1.6751100000001315
2019-12-23,long,9940.422304,9939.317238,1.105066000000079,9944.697632,9938.712173,9941.7049025,9933.296758,9938.712173,5.415414999999484,2019-12-23 03:30:00,loss,-1.105066000000079
2019-12-24,short,9946.692785,9948.082872,1.3900870000015857,9948.97296,9939.282217,9944.1275885,9955.243441,9948.97296,6.270481000001382,2019-12-24 02:15:00,loss,-1.3900870000015857
2019-12-26,short,9963.794096,9964.61414,0.8200440000000526,9963.509074,9956.953572,9960.231323,9967.784402,9963.509074,4.275327999999718,2019-12-26 02:05:00,win,0.8200440000000526
2019-12-30,long,10031.91432,10028.244058,3.6702619999996386,10043.885238,10028.494058,10036.189648,10022.793621,10028.494058,5.700436999999511,2019-12-30 02:15:00,win,3.6702619999996386
2019-12-31,long,9963.509074,9960.123834,3.3852399999996123,9976.050036,9961.2289,9968.639468000001,9954.673397,9961.2289,6.5555029999995895,2019-12-31 02:25:00,win,3.3852399999996123
2020-01-02,short,10027.353971,10030.454189,3.100217999999586,10023.648686,10001.416981,10012.532833500001,10051.580828,10023.648686,27.932141999999658,2020-01-02 02:30:00,loss,-3.100217999999586
2020-01-03,long,10056.996244,10055.321134,1.6751100000001315,10154.188697,10035.904626,10095.0466615,9990.301129,10035.904626,45.60349700000006,2020-01-03 01:35:00,loss,-1.6751100000001315
2020-01-06,long,10010.822703,10010.287681,0.5350220000000263,10027.068949,9987.165889,10007.117419,9944.982654,9987.165889,42.18323500000042,2020-01-06 01:35:00,loss,-0.5350220000000263
2020-01-07,long,10123.691358,10118.025943,5.665414999999484,10135.092233,10104.02485,10119.558541499999,10092.338954,10104.02485,11.685895999999047,2020-01-07 02:25:00,win,5.665414999999484
2020-01-08,short,10068.397118,10070.072227,1.675108999999793,10068.112096,9918.760643,9993.4363695,10084.07332,10068.112096,15.961223999998765,2020-01-08 03:35:00,loss,-1.675108999999793
2020-01-10,short,10294.704473,10296.664604,1.9601309999998193,10307.815478,10287.863948,10297.839713000001,10309.240588,10307.815478,1.4251100000001315,2020-01-10 02:30:00,win,1.9601309999998193
2020-01-13,short,10269.907571,10270.442593,0.5350220000000263,10280.168358,10255.371457,10267.7699075,10290.144123,10280.168358,9.975764999999228,2020-01-13 01:30:00,win,0.5350220000000263
2020-01-14,long,10338.597839,10330.367227,8.230611999999383,10385.911467,10351.138801,10368.525134,10307.245435,10351.138801,43.89336599999842,2020-01-14 02:55:00,win,8.230611999999383
2020-01-15,short,10314.656003,10319.181331,4.525327999999718,10325.771855,10292.994342,10309.3830985,10328.622074,10325.771855,2.8502189999999246,2020-01-15 02:20:00,loss,-4.525327999999718
2020-01-16,short,10351.423823,10351.958844,0.5350210000015068,10355.129107,10333.467446,10344.298276500002,10385.911467,10355.129107,30.782359999999244,2020-01-16 01:15:00,loss,-0.5350210000015068
2020-01-21,long,10406.718063,10403.047801,3.6702619999996386,10454.601735,10398.737451,10426.669593,10391.611904,10398.737451,7.125547000001461,2020-01-21 01:20:00,win,3.6702619999996386
2020-01-24,short,10557.779647,10562.589997,4.810349999999744,10568.8955,10549.799035,10559.347267500001,10588.276986,10568.8955,19.381486000000223,2020-01-24 01:50:00,loss,-4.810349999999744
2020-01-27,short,10291.854254,10296.664604,4.810349999999744,10313.230894,10266.202287,10289.7165905,10322.351593,10313.230894,9.12069899999915,2020-01-27 01:25:00,loss,-4.810349999999744
2020-01-28,short,10293.279364,10299.514823,6.235458999999537,10292.139276,10222.878965,10257.509120499999,10306.390369,10292.139276,14.251093000000765,2020-01-28 02:15:00,win,6.235458999999537
2020-01-30,long,10280.738402,10278.208227,2.530175000001691,10389.33173,10309.810631,10349.5711805,10264.777178,10309.810631,45.03345300000001,2020-01-30 01:55:00,loss,-2.530175000001691
2020-02-04,short,10465.147544,10467.107675,1.9601309999998193,10473.413178,10381.066096,10427.239637,10530.702571,10473.413178,57.28939299999911,2020-02-04 01:25:00,win,1.9601309999998193
2020-02-07,short,10766.985691,10770.940975,3.955283999999665,10775.821368,10743.613899,10759.7176335,10790.357483,10775.821368,14.536114999998972,2020-02-07 01:30:00,win,3.955283999999665
2020-02-12,short,10898.665789,10903.191117,4.525327999999718,10904.651248,10863.893122,10884.272185,10927.167975,10904.651248,22.516727000000174,2020-02-12 01:45:00,win,4.525327999999718
2020-02-13,long,10915.197057,10914.091991,1.105066000000079,10943.699243,10916.052122,10929.875682499998,10868.738494,10916.052122,47.31362799999988,2020-02-13 01:35:00,loss,-1.105066000000079
2020-02-17,short,11023.790385,11025.180472,1.3900869999997667,11035.761303,11005.263964,11020.512633499999,11037.471434,11035.761303,1.7101309999998193,2020-02-17 01:25:00,loss,-1.3900869999997667
2020-02-18,long,10899.235833,10888.155002,11.080831000001126,10940.27898,10904.651248,10922.465113999999,10869.878581,10904.651248,34.772666999999274,2020-02-18 02:10:00,loss,-11.080831000001126
2020-02-21,long,10900.660942,10881.599499,19.06144300000051,10956.240204,10894.675483,10925.4578435,10874.438931,10894.675483,20.2365520000003,2020-02-21 02:15:00,win,19.06144300000051
2020-02-24,long,10454.316713,10445.516057,8.800655999999435,10617.919259,10549.228992,10583.5741255,10403.297801,10549.228992,145.93119099999967,2020-02-24 03:50:00,win,8.800655999999435
2020-02-25,short,10477.403484,10488.769336,11.365851999998995,10508.470866,10443.485883,10475.978374499999,10516.451478,10508.470866,7.9806120000012015,2020-02-25 01:30:00,loss,-11.365851999998995
2020-02-26,long,10165.589571,10143.67791,21.911661000000095,10201.787347,10078.657905,10140.222625999999,9929.591473,10078.657905,149.06643199999962,2020-02-26 01:55:00,loss,-21.911661000000095
2020-02-27,short,10030.489211,10037.009692,6.520480999999563,10062.411659,9919.90073,9991.1561945,10084.358342,10062.411659,21.94668300000012,2020-02-27 03:55:00,loss,-6.520480999999563
2020-02-28,long,9466.145933,9432.263354,33.88257899999917,9630.603545,9339.596228,9485.0998865,9268.055742,9339.596228,71.54048599999987,2020-02-28 01:45:00,loss,-33.88257899999917
2020-03-02,short,9816.437796,9838.634479,22.19668300000012,9761.998621,9517.449867,9639.724244,9892.823654,9761.998621,130.82503299999917,2020-03-02 03:05:00,win,22.19668300000012
2020-03-03,short,10106.875069,10115.960746,9.085677000000942,10133.667123,9982.035495,10057.851309,10154.473719,10133.667123,20.806596000000354,2020-03-03 02:55:00,win,9.085677000000942
2020-03-04,short,9940.422304,9948.082872,7.660568000001149,9938.997195,9831.828976,9885.4130855,10005.407287,9938.997195,66.41009200000008,2020-03-04 01:55:00,win,7.660568000001149
2020-03-10,short,9365.533217,9380.319332,14.786114999998972,9367.813392,9159.747436,9263.780414,9445.054316,9367.813392,77.24092399999972,2020-03-10 02:10:00,win,14.786114999998972
2020-03-11,long,9303.11343,9273.791201,29.322228999999425,9405.721299,9252.37954,9329.0504195,9218.746961,9252.37954,33.63257899999917,2020-03-11 02:10:00,loss,-29.322228999999425
2020-03-13,short,8532.414328,8560.881492,28.467163999999684,8294.421077,7915.056984,8104.739030500001,8676.065344,8294.421077,381.6442669999997,2020-03-13 03:20:00,loss,-28.467163999999684
2020-03-20,short,8614.1028,8647.158106,33.0553060000002,8409.56885,8171.94433,8290.75659,8705.101866,8409.56885,295.5330160000012,2020-03-20 03:40:00,loss,-33.0553060000002
2020-03-23,short,7692.986864,7741.161137,48.17427299999963,7768.296435,7563.762485,7666.02946,7805.665958,7768.296435,37.36952299999939,2020-03-23 02:40:00,loss,-48.17427299999963
2020-03-24,short,8284.623424,8301.989236,17.365812000000005,8286.049741,8027.31572,8156.682730500001,8358.221414,8286.049741,72.17167299999892,2020-03-24 03:30:00,loss,-17.365812000000005
2020-03-26,long,8445.226791,8440.983102,4.243688999998994,8614.388064,8393.594092,8503.991078,8353.942461,8393.594092,39.651630999998815,2020-03-26 01:45:00,loss,-4.243688999998994
2020-03-27,long,8838.890462,8814.393062,24.497400000000198,9006.625417,8793.53356,8900.0794885,8780.696702,8793.53356,12.836858000000575,2020-03-27 03:10:00,loss,-24.497400000000198
2020-03-30,short,8661.171283,8680.819203,19.64791999999943,8680.569203,8507.41424,8593.991721499999,8752.170349,8680.569203,71.60114600000088,2020-03-30 01:30:00,win,19.64791999999943
2020-03-31,short,9006.340153,9013.151215,6.811062000000675,9056.546535,8917.337932,8986.9422335,9069.668657,9056.546535,13.122122000000672,2020-03-31 02:40:00,loss,-6.811062000000675
2020-04-01,long,8629.221767,8620.699125,8.522642000001724,8837.17888,8744.468233,8790.8235565,8588.99961,8744.468233,155.46862299999884,2020-04-01 01:30:00,win,8.522642000001724
2020-04-02,short,8594.419617,8611.785429,17.365812000000005,8613.24701,8511.978457,8562.612733499998,8668.017607,8613.24701,54.770597000000635,2020-04-02 01:20:00,loss,-17.365812000000005
2020-04-03,long,8630.933349,8621.269652,9.663696999999956,8684.277629,8588.99961,8636.638619500001,8572.169062,8588.99961,16.830547999999908,2020-04-03 01:55:00,loss,-9.663696999999956
2020-04-06,short,8924.754784,8945.543758,20.788973999999143,8919.049513,8730.205057,8824.627284999999,8980.095909,8919.049513,61.04639599999973,2020-04-06 01:45:00,loss,-20.788973999999143
2020-04-07,short,9289.321575,9290.712629,1.3910539999997127,9238.82993,9069.09813,9153.96403,9410.273311,9238.82993,171.44338100000095,2020-04-07 02:30:00,loss,-1.3910539999997127
2020-04-08,short,9148.686655,9169.475629,20.788974000000962,9230.272024,9075.088664,9152.680344,9271.064709,9230.272024,40.79268500000035,2020-04-08 01:15:00,win,20.788974000000962
2020-04-09,short,9386.311175,9407.385412,21.074236999998902,9391.160655,9282.760514,9336.9605845,9439.940718,9391.160655,48.780063000000155,2020-04-09 03:20:00,win,21.074236999998902
2020-04-15,long,9886.378142,9864.733377,21.644764999999097,9906.346589,9851.861255,9879.103922,9775.695893,9851.861255,76.16536199999973,2020-04-15 01:40:00,loss,-21.644764999999097
2020-04-16,short,9874.682337,9879.781817,5.099479999998948,9777.692737,9699.53053,9738.6116335,9922.036083,9777.692737,144.34334600000147,2020-04-16 02:15:00,loss,-5.099479999998948
2020-04-17,long,10170.500617,10169.109563,1.3910539999997127,10210.722775,10133.986886,10172.3548305,10108.598431,10133.986886,25.38845500000025,2020-04-17 01:50:00,loss,-1.3910539999997127
2020-04-20,long,10012.749886,10008.220933,4.528952999999092,10083.780504,9981.370897,10032.575700500001,9971.10141,9981.370897,10.26948700000139,2020-04-20 03:00:00,loss,-4.528952999999092
2020-04-22,short,9703.238956,9711.761598,8.522641999999905,9688.119989,9584.854591,9636.487290000001,9758.009554,9688.119989,69.8895649999995,2020-04-22 02:05:00,loss,-8.522641999999905
2020-04-23,short,9850.720201,9853.537573,2.817371999999523,9872.685493,9790.81486,9831.750176500002,9901.497109,9872.685493,28.81161599999905,2020-04-23 02:25:00,loss,-2.817371999999523
2020-04-27,short,10105.175269,10123.967399,18.792129999999815,10141.689001,9970.816147,10056.252574,10143.971109,10141.689001,2.2821079999994254,2020-04-27 01:25:00,win,18.792129999999815
2020-04-28,short,10065.808902,10074.616808,8.807906000000003,10095.476309,10015.031994,10055.254151500001,10126.855297,10095.476309,31.37898800000039,2020-04-28 01:30:00,loss,-8.807906000000003
2020-05-01,long,9995.063547,9992.531438,2.532108999999764,10111.451067,10026.442535,10068.946801,9955.982443,10026.442535,70.46009199999935,2020-05-01 03:20:00,win,2.532108999999764
2020-05-04,short,9871.829702,9883.775507,11.945804999999382,9892.939203,9763.144297,9828.04175,9923.177137,9892.939203,30.237934000000678,2020-05-04 02:25:00,loss,-11.945804999999382
2020-05-05,short,10101.752107,10113.697911,11.945803999999043,10129.137406,10062.100476,10095.618941,10174.494307,10129.137406,45.35690100000102,2020-05-05 01:30:00,loss,-11.945803999999043
2020-05-06,short,10256.36494,10265.172846,8.807906000000003,10223.844897,10129.993196,10176.9190465,10280.327076,10223.844897,56.48217899999872,2020-05-06 02:25:00,win,8.807906000000003
2020-05-08,short,10498.553676,10504.508947,5.955271000000721,10516.240015,10431.231483,10473.735749,10541.057942,10516.240015,24.817927000000054,2020-05-08 01:35:00,loss,-5.955271000000721
2020-05-11,long,10548.760057,10541.093206,7.6668509999999515,10594.687486,10550.756902,10572.722194,10507.682109,10550.756902,43.07479299999977,2020-05-11 01:25:00,win,7.6668509999999515
2020-05-12,short,10579.853782,10585.523789,5.6700070000006235,10594.402222,10525.083185,10559.7427035,10604.386446,10594.402222,9.984223999999813,2020-05-12 02:35:00,loss,-5.6700070000006235
2020-05-13,short,10398.711441,10412.65409,13.942649000000529,10390.438799,10266.634427,10328.536613,10416.39778,10390.438799,25.958980999999767,2020-05-13 02:00:00,win,13.942649000000529
2020-05-14,short,10267.204954,10278.865495,11.660540999999284,10291.16709,10204.732241,10247.9496655,10307.141848,10291.16709,15.974757999998474,2020-05-14 02:55:00,win,11.660540999999284
2020-05-15,short,10405.843029,10416.933043,11.090014000001247,10406.69882,10329.10714,10367.902979999999,10432.657801,10406.69882,25.958980999999767,2020-05-15 03:20:00,loss,-11.090014000001247
2020-05-19,short,10676.843382,10686.792342,9.948960000001534,10673.990747,10607.239081,10640.614914,10745.591893,10673.990747,71.60114600000088,2020-05-19 02:30:00,win,9.948960000001534
2020-05-20,short,10641.755968,10647.425975,5.6700070000006235,10687.96866,10623.499102,10655.733881,10717.350803,10687.96866,29.382142999998905,2020-05-20 01:25:00,loss,-5.6700070000006235
2020-05-21,long,10756.146643,10753.899799,2.246843999999328,10823.7541,10755.576116,10789.665108000001,10738.175041,10755.576116,17.401074999999764,2020-05-21 02:20:00,win,2.246843999999328
2020-05-22,long,10578.997992,10563.343761,15.654231000000436,10735.037142,10592.405377,10663.721259499998,10545.051632,10592.405377,47.353744999998526,2020-05-22 02:40:00,loss,-15.654231000000436
2020-05-25,short,10789.237213,10800.041963,10.80474999999933,10797.224592,10744.736102,10770.980347,10847.430973,10797.224592,50.206380999999965,2020-05-25 02:15:00,win,10.80474999999933
2020-05-26,short,10928.160552,10934.971613,6.811061000000336,10948.414262,10845.719392,10897.066827,10958.683749,10948.414262,10.269486999999572,2020-05-26 02:35:00,win,6.811061000000336
2020-06-01,short,10845.719392,10861.658886,15.939493999998376,10930.727923,10847.430973,10889.079448,10940.997411,10930.727923,10.26948799999991,2020-06-01 03:15:00,win,15.939493999998376
2020-06-02,short,10950.125843,10963.212702,13.086859000000914,10941.567938,10907.051051,10924.309494500001,11010.031185,10941.567938,68.46324699999968,2020-06-02 02:00:00,loss,-13.086859000000914
2020-06-03,short,11035.419639,11039.663328,4.243689000000813,11059.667039,11013.169084,11036.4180615,11065.657573,11059.667039,5.99053400000048,2020-06-03 02:00:00,win,4.243689000000813
2020-06-05,short,11031.140686,11055.352822,24.2121360000001,11029.999632,10966.671128,10998.33538,11073.074425,11029.999632,43.07479300000159,2020-06-05 03:50:00,win,24.2121360000001
2020-06-08,long,11200.016695,11196.343533,3.673162000000957,11264.486253,11212.283027,11238.38464,11178.336667,11212.283027,33.94635999999991,2020-06-08 02:40:00,loss,-3.673162000000957
2020-06-09,short,11282.457855,11290.124707,7.66685200000029,11292.727342,11249.652549,11271.1899455,11303.282093,11292.727342,10.55475099999967,2020-06-09 01:40:00,win,7.66685200000029
2020-06-11,long,11390.28747,11382.050091,8.237379000000146,11519.511848,11411.967498,11465.739673,11324.106331,11411.967498,87.86116699999911,2020-06-11 02:35:00,loss,-8.237379000000146
2020-06-12,short,11068.510208,11068.760208,0.25,11114.7229,10957.542695,11036.1327975,11156.086112,11114.7229,41.3632120000002,2020-06-12 01:25:00,loss,-0.25
2020-06-15,long,10750.828172,10731.439435,19.38873699999931,10952.122688,10877.668907,10914.8957975,10704.266768,10877.668907,173.4021389999998,2020-06-15 02:10:00,loss,-19.38873699999931
2020-06-18,short,11390.690408,11411.793061,21.10265299999992,11384.406046,11273.572766,11328.989406,11456.390548,11384.406046,71.98450199999934,2020-06-18 02:30:00,loss,-21.10265299999992
2020-06-19,short,11480.099729,11489.776271,9.676542000001064,11449.534881,11405.2587,11427.396790499999,11514.09241,11449.534881,64.5575289999997,2020-06-19 02:00:00,loss,-9.676542000001064
2020-06-22,short,11421.826561,11428.646575,6.8200140000008105,11423.540478,11306.137184,11364.838831000001,11448.39227,11423.540478,24.851791999999477,2020-06-22 03:20:00,loss,-6.8200140000008105
2020-06-24,long,11684.055817,11682.377553,1.6782640000001265,11702.623248,11631.210052,11666.91665,11570.080356,11631.210052,61.12969599999997,2020-06-24 01:50:00,loss,-1.6782640000001265
2020-06-25,long,11431.538756,11409.579144,21.95961200000056,11462.389256,11358.697296,11410.543276,11304.70892,11358.697296,53.98837600000115,2020-06-25 03:20:00,win,21.95961200000056
2020-06-26,long,11523.233299,11514.128063,9.105235999999422,11554.655106,11510.664577,11532.6598415,11463.81752,11510.664577,46.84705699999904,2020-06-26 01:50:00,loss,-9.105235999999422
2020-06-29,long,11283.570614,11271.037544,12.533069999999498,11291.283239,11203.873487,11247.578363,11200.445654,11203.873487,3.4278330000015558,2020-06-29 02:10:00,loss,-12.533069999999498
2020-06-30,long,11396.689116,11391.868672,4.820443999999043,11452.105756,11406.972616,11429.539186,11372.694282,11406.972616,34.27833399999872,2020-06-30 02:55:00,win,4.820443999999043
