Date;Year;FVG_Type;Entry_Price;Body_Size;SL_Level;SL_Distance;SL_Price;RR_Ratio;TP_Distance;TP_Price;Result
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;50%;18.999454000000696;20277.262886;3.0;56.99836200000209;20201.265069999998;SL
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;50%;18.999454000000696;20277.262886;3.5;66.49808900000244;20191.765343;SL
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;50%;18.999454000000696;20277.262886;4.0;75.99781600000279;20182.265615999997;SL
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;50%;18.999454000000696;20277.262886;4.5;85.49754300000313;20172.765888999995;SL
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;50%;18.999454000000696;20277.262886;5.0;94.99727000000348;20163.266161999996;SL
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;75%;28.499181000001045;20286.762613;1.0;28.499181000001045;20229.764251;SL
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;75%;28.499181000001045;20286.762613;1.5;42.74877150000157;20215.514660499997;SL
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;75%;28.499181000001045;20286.762613;2.0;56.99836200000209;20201.265069999998;SL
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;75%;28.499181000001045;20286.762613;2.5;71.24795250000261;20187.015479499998;SL
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;75%;28.499181000001045;20286.762613;3.0;85.49754300000313;20172.765888999995;SL
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;75%;28.499181000001045;20286.762613;3.5;99.74713350000366;20158.516298499995;SL
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;75%;28.499181000001045;20286.762613;4.0;113.99672400000418;20144.266707999996;SL
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;75%;28.499181000001045;20286.762613;4.5;128.2463145000047;20130.017117499996;SL
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;75%;28.499181000001045;20286.762613;5.0;142.49590500000522;20115.767526999996;SL
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;100%;37.99890800000139;20296.26234;1.0;37.99890800000139;20220.264524;TP
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;100%;37.99890800000139;20296.26234;1.5;56.99836200000209;20201.265069999998;TP
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;100%;37.99890800000139;20296.26234;2.0;75.99781600000279;20182.265615999997;TP
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;100%;37.99890800000139;20296.26234;2.5;94.99727000000348;20163.266161999996;TP
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;100%;37.99890800000139;20296.26234;3.0;113.99672400000418;20144.266707999996;TP
2025-03-18;2025;Bearish;20258.263432;37.99890800000139;100%;37.99890800000139;20296.26234;3.5;132.99617800000487;20125.267253999995;TP
