====================================================================================================
RAPPORT D'ANALYSE - STRATÉGIE BOUGIE 8H30 (OUVERTURE NEW YORK)
====================================================================================================

Critères de la stratégie:
  - BULLISH: le HIGH de la bougie 8h30 dépasse le HIGH maximum des 5 bougies précédentes
  - BEARISH: le LOW de la bougie 8h30 est inférieur au LOW minimum des 5 bougies précédentes

Période analysée: 2018-2025

----------------------------------------------------------------------------------------------------
RÉSUMÉ
----------------------------------------------------------------------------------------------------
  Trades identifiés sur 1 minute:  1680 trades
  Trades identifiés sur 5 minutes: 1750 trades
  Trades identifiés sur 15 minutes: 1583 trades

  1 minute: 881 Bullish, 799 Bearish
  5 minutes: 899 Bullish, 851 Bearish
  15 minutes: 826 Bullish, 757 Bearish

====================================================================================================
TRADES IDENTIFIÉS - BOUGIES 1 MINUTE
====================================================================================================

Statistiques par année:
  2018: 114 Bullish, 89 Bearish (Total: 203)
  2019: 111 Bullish, 108 Bearish (Total: 219)
  2020: 110 Bullish, 108 Bearish (Total: 218)
  2021: 121 Bullish, 109 Bearish (Total: 230)
  2022: 128 Bullish, 93 Bearish (Total: 221)
  2023: 120 Bullish, 91 Bearish (Total: 211)
  2024: 91 Bullish, 103 Bearish (Total: 194)
  2025: 86 Bullish, 98 Bearish (Total: 184)

----------------------------------------------------------------------------------------------------
Liste détaillée des trades:
----------------------------------------------------------------------------------------------------

Date         Type     Entry Price    High 8h30      Low 8h30       Max High Prev5   Min Low Prev5   
2021-05-24   Bearish  15447.55       15459.28       15441.83       15456.99         15447.55        
2021-05-25   Bearish  15672.07       15678.65       15666.93       15680.94         15672.65        
2021-05-26   Bullish  15674.65       15674.65       15650.62       15668.07         15648.05        
2021-06-01   Bullish  15733.85       15743.01       15725.56       15734.14         15723.84        
2021-06-02   Bearish  15626.60       15636.32       15618.30       15639.47         15633.75        
2021-06-03   Bullish  15515.63       15521.35       15495.89       15517.91         15501.32        
2021-06-04   Bullish  15581.98       15584.27       15565.39       15575.97         15567.39        
2021-06-07   Bullish  15724.99       15727.27       15712.40       15723.84         15710.69        
2021-06-08   Bearish  15871.14       15881.15       15864.85       15897.17         15877.72        
2021-06-09   Bullish  15877.72       15888.59       15858.55       15876.57         15859.41        
2021-06-10   Bullish  15829.10       15833.96       15815.94       15833.10         15819.09        
2021-06-11   Bearish  15955.51       15974.96       15955.23       15982.97         15969.24        
2021-06-14   Bearish  16006.12       16035.59       16005.83       16036.45         16029.87        
2021-06-15   Bearish  16136.62       16156.66       16135.76       16157.23         16147.78        
2021-06-16   Bullish  16092.83       16097.41       16075.66       16090.83         16079.67        
2021-06-17   Bullish  15980.36       15984.94       15949.16       15957.18         15945.44        
2021-06-18   Bearish  16112.87       16165.53       16107.14       16140.63         16115.16        
2021-06-21   Bullish  16107.72       16109.72       16075.38       16103.14         16081.96        
2021-06-22   Bearish  16161.52       16186.99       16150.07       16179.55         16155.22        
2021-06-23   Bullish  16329.52       16334.10       16317.78       16328.09         16315.78        
2021-06-24   Bullish  16432.26       16432.55       16420.82       16432.26         16424.82        
2021-06-25   Bearish  16459.74       16470.04       16453.73       16466.32         16455.16        
2021-06-28   Bullish  16504.67       16505.24       16474.33       16478.34         16470.33        
2021-06-29   Bearish  16593.11       16611.71       16587.10       16607.42         16595.68        
2021-06-30   Bullish  16670.38       16678.68       16658.07       16667.52         16658.07        
2021-07-02   Bearish  16745.65       16756.81       16743.07       16762.25         16746.51        
2021-07-05   Bearish  16829.79       16833.51       16829.50       16833.80         16830.08        
2021-07-06   Bullish  16899.34       16900.19       16871.86       16883.60         16871.86        
2021-07-07   Bullish  17027.27       17038.71       17014.39       17032.13         17014.10        
2021-07-08   Bullish  16721.04       16727.05       16677.53       16720.46         16701.86        
2021-07-09   Bearish  16817.77       16826.93       16809.47       16829.22         16816.05        
2021-07-12   Bullish  17024.69       17031.85       17017.25       17031.27         17022.40        
2021-07-13   Bullish  17014.96       17016.10       17000.08       17011.53         16997.22        
2021-07-14   Bearish  17133.16       17146.61       17116.27       17142.03         17132.59        
2021-07-15   Bearish  17037.86       17059.89       17032.42       17056.17         17044.15        
2021-07-19   Bullish  16639.76       16643.19       16609.99       16641.47         16626.59        
2021-07-20   Bullish  16706.44       16714.74       16698.14       16706.73         16693.56        
2021-07-22   Bullish  17008.66       17009.81       16988.06       16992.35         16984.91        
2021-07-23   Bearish  17134.59       17164.93       17129.72       17156.34         17145.18        
2021-07-26   Bearish  17245.63       17262.52       17236.19       17265.38         17256.80        
2021-07-27   Bearish  17275.97       17294.29       17274.83       17295.15         17285.99        
2021-07-28   Bullish  17189.25       17191.26       17162.06       17179.52         17166.64        
2021-07-29   Bullish  17173.51       17178.38       17151.48       17163.78         17151.76        
2021-07-30   Bullish  17053.02       17062.47       17018.39       17028.12         17016.39        
2021-08-02   Bullish  17204.99       17219.59       17198.98       17210.43         17191.26        
2021-08-03   Bearish  17150.04       17170.08       17149.47       17163.50         17151.76        
2021-08-05   Bearish  17279.69       17293.71       17269.10       17290.85         17283.41        
2021-08-06   Bullish  17300.87       17311.75       17291.43       17303.73         17294.29        
2021-08-09   Bullish  17320.90       17328.92       17303.16       17305.16         17295.15        
2021-08-10   Bearish  17334.64       17340.65       17325.20       17340.65         17332.92        
2021-08-11   Bearish  17282.55       17289.99       17269.96       17291.71         17283.13        
2021-08-12   Bearish  17163.21       17178.09       17146.32       17176.09         17166.07        
2021-08-13   Bearish  17271.11       17279.41       17261.95       17278.26         17271.96        
2021-08-16   Bullish  17265.10       17273.68       17259.37       17271.39         17262.23        
2021-08-17   Bearish  17162.35       17195.84       17153.76       17205.85         17190.97        
2021-08-18   Bullish  17152.91       17159.77       17131.73       17153.19         17141.46        
2021-08-19   Bullish  16940.55       16940.55       16901.34       16918.51         16907.35        
2021-08-20   Bearish  17137.74       17145.47       17128.58       17157.77         17135.73        
2021-08-23   Bullish  17334.07       17337.79       17314.61       17320.62         17313.46        
2021-08-24   Bullish  17571.61       17576.76       17540.99       17562.45         17551.29        
2021-08-25   Bullish  17592.79       17607.10       17587.35       17592.50         17587.07        
2021-08-26   Bullish  17574.19       17579.34       17555.30       17557.87         17547.86        
2021-08-27   Bullish  17529.83       17531.54       17510.65       17529.83         17513.23        
2021-08-30   Bullish  17710.70       17714.42       17692.96       17697.25         17684.37        
2021-08-31   Bearish  17837.77       17869.26       17831.76       17875.55         17856.95        
2021-09-01   Bearish  17892.44       17903.03       17883.85       17897.02         17888.72        
2021-09-02   Bullish  17947.39       17949.11       17926.50       17937.37         17924.78        
2021-09-03   Bullish  17844.64       17870.11       17806.29       17839.21         17804.00        
2021-09-06   Bullish  17960.55       17962.27       17959.41       17961.70         17958.84        
2021-09-07   Bullish  17929.93       17932.51       17919.91       17923.63         17903.31        
2021-09-08   Bearish  17921.06       17935.65       17916.76       17937.94         17932.51        
2021-09-09   Bullish  17903.89       17908.47       17888.43       17895.59         17889.86        
2021-09-10   Bullish  17926.21       17927.35       17901.31       17906.18         17892.44        
2021-09-13   Bullish  17800.92       17807.51       17778.01       17804.93         17793.19        
2021-09-14   Bullish  17775.44       17780.02       17745.37       17749.95         17739.07        
2021-09-15   Bullish  17674.92       17675.50       17644.57       17646.86         17635.98        
2021-09-16   Bearish  17674.92       17700.41       17659.46       17696.40         17686.38        
2021-09-17   Bearish  17699.26       17737.35       17687.81       17761.98         17732.77        
2021-09-20   Bearish  17227.05       17269.43       17222.18       17294.35         17266.57        
2021-09-21   Bearish  17241.94       17293.77       17236.21       17282.03         17264.28        
2021-09-22   Bearish  17241.94       17263.13       17234.50       17259.70         17246.52        
2021-09-23   Bullish  17441.25       17444.40       17410.32       17425.21         17411.47        
2021-09-24   Bearish  17408.03       17423.78       17401.73       17419.49         17405.46        
2021-09-27   Bullish  17413.19       17417.20       17384.26       17403.45         17388.85        
2021-09-28   Bullish  17204.14       17210.16       17161.47       17185.24         17165.77        
2021-09-29   Bullish  16978.77       16988.80       16955.58       16980.21         16961.88        
2021-09-30   Bullish  16984.79       16996.24       16960.45       16964.17         16950.71        
2021-10-01   Bullish  16874.25       16878.83       16846.19       16857.36         16844.47        
2021-10-04   Bearish  16834.16       16845.61       16824.42       16844.18         16831.58        
2021-10-05   Bullish  16640.29       16650.89       16615.09       16619.10         16606.79        
2021-10-06   Bearish  16631.70       16639.15       16622.25       16647.74         16629.98        
2021-10-07   Bearish  17043.21       17054.66       17020.58       17048.36         17031.46        
2021-10-08   Bearish  17070.41       17116.51       17069.55       17122.24         17100.19        
2021-10-11   Bearish  16887.14       16902.03       16876.26       16897.73         16888.28        
2021-10-12   Bearish  16896.59       16913.20       16886.85       16917.78         16904.03        
2021-10-14   Bearish  17070.98       17097.90       17070.41       17093.03         17082.44        
2021-10-15   Bearish  17262.56       17295.49       17261.13       17293.77         17272.01        
2021-10-18   Bearish  17259.41       17280.31       17253.40       17273.44         17259.98        
2021-10-19   Bearish  17548.92       17567.82       17544.06       17565.53         17552.93        
2021-10-21   Bullish  17595.03       17601.33       17574.12       17585.58         17577.27        
2021-10-22   Bearish  17654.30       17667.48       17645.14       17673.49         17664.61        
2021-10-25   Bullish  17648.00       17651.44       17632.25       17647.72         17636.55        
2021-10-26   Bearish  17854.19       17873.09       17846.17       17869.65         17857.05        
2021-10-27   Bullish  17853.04       17870.80       17833.28       17845.31         17829.56        
2021-10-28   Bullish  17952.98       17961.00       17940.38       17950.40         17934.94        
2021-10-29   Bullish  17919.19       17922.34       17887.12       17915.47         17899.15        
2021-11-01   Bearish  18160.60       18176.63       18144.56       18173.48         18164.03        
2021-11-02   Bullish  18180.93       18192.10       18171.48       18184.36         18173.20        
2021-11-03   Bearish  18295.19       18324.11       18294.90       18313.23         18302.06        
2021-11-04   Bearish  18517.98       18536.02       18514.25       18536.02         18528.29        
2021-11-05   Bearish  18791.74       18804.91       18774.27       18806.92         18786.87        
2021-11-08   Bearish  18722.73       18736.19       18707.55       18753.37         18726.74        
2021-11-09   Bullish  18762.25       18775.13       18753.94       18768.26         18755.37        
2021-11-10   Bearish  18441.23       18450.40       18414.60       18465.57         18437.80        
2021-11-11   Bearish  18432.35       18453.83       18429.20       18446.39         18432.07        
2021-11-12   Bearish  18400.28       18414.60       18400.00       18419.18         18406.30        
2021-11-15   Bearish  18587.28       18605.89       18571.24       18618.78         18599.02        
2021-11-16   Bearish  18500.80       18522.27       18499.65       18510.25         18500.51        
2021-11-17   Bullish  18689.80       18696.67       18682.92       18688.36         18680.63        
2021-11-18   Bearish  18766.25       18788.30       18763.39       18784.87         18777.71        
2021-11-19   Bearish  18946.95       18968.14       18943.23       18978.45         18948.09        
2021-11-22   Bullish  19075.53       19075.81       19058.34       19063.50         19053.19        
2021-11-24   Bearish  18532.01       18565.80       18530.58       18566.37         18546.90        
2021-11-25   Bullish  18771.98       18774.85       18769.69       18771.12         18764.25        
2021-11-26   Bullish  18628.80       18628.80       18595.58       18615.91         18587.85        
2021-11-29   Bullish  18633.67       18640.25       18599.88       18612.48         18596.73        
2021-11-30   Bearish  18716.43       18736.47       18704.11       18759.10         18732.18        
2021-12-01   Bearish  18698.39       18732.46       18693.23       18727.02         18714.14        
2021-12-03   Bearish  18356.75       18396.27       18353.60       18386.54         18364.77        
2021-12-06   Bullish  18037.46       18052.92       18011.40       18032.02         18014.26        
2021-12-07   Bullish  18478.75       18489.63       18463.57       18466.72         18451.54        
2021-12-08   Bearish  18672.04       18709.27       18665.17       18709.55         18700.10        
2021-12-09   Bullish  18723.59       18736.19       18715.28       18721.30         18713.56        
2021-12-10   Bullish  18638.82       18659.73       18629.37       18651.42         18631.95        
2021-12-13   Bearish  18686.07       18716.14       18678.05       18746.50         18701.25        
2021-12-15   Bullish  18232.76       18233.90       18208.42       18226.75         18211.28        
2021-12-16   Bearish  18676.91       18708.41       18675.19       18715.57         18687.22        
2021-12-17   Bearish  17993.07       18017.13       17971.02       18019.99         17981.33        
2021-12-20   Bullish  17857.05       17859.91       17817.25       17854.76         17823.26        
2021-12-21   Bullish  18064.38       18079.55       18049.77       18067.53         18050.63        
2021-12-22   Bearish  18275.14       18284.02       18250.80       18285.45         18264.83        
2021-12-27   Bullish  18761.67       18766.25       18721.87       18745.64         18722.15        
2021-12-28   Bearish  19002.79       19024.27       18991.91       19019.11         18995.06        
2021-12-29   Bullish  18922.89       18936.07       18890.82       18908.58         18893.97        
2021-12-31   Bullish  18805.20       18812.93       18792.31       18807.78         18790.88        
2022-01-03   Bullish  18792.89       18800.04       18760.53       18782.29         18758.24        
2022-01-04   Bearish  18895.12       18913.73       18887.39       18921.75         18902.56        
2022-01-05   Bearish  18540.60       18568.66       18531.15       18571.24         18552.34        
2022-01-07   Bearish  18045.19       18072.97       18010.25       18054.64         18016.27        
2022-01-10   Bullish  17635.12       17645.43       17592.45       17620.51         17592.45        
2022-01-11   Bearish  17807.51       17844.45       17807.51       17841.59         17818.68        
2022-01-12   Bearish  18253.38       18272.56       18243.07       18281.44         18256.81        
2022-01-13   Bearish  18267.98       18287.74       18250.51       18277.15         18263.69        
2022-01-14   Bullish  17656.88       17659.17       17616.79       17637.12         17605.62        
2022-01-17   Bullish  17875.66       17877.10       17861.92       17869.08         17863.35        
2022-01-18   Bearish  17562.96       17608.77       17555.22       17595.60         17572.69        
2022-01-19   Bullish  17504.54       17524.30       17478.19       17496.23         17478.76        
2022-01-20   Bullish  17397.72       17403.74       17365.36       17390.28         17367.66        
2022-01-24   Bearish  16226.78       16256.28       16200.15       16264.58         16210.46        
2022-01-25   Bullish  16293.22       16329.87       16264.01       16295.80         16269.74        
2022-01-26   Bullish  16595.91       16606.79       16561.54       16583.31         16530.04        
2022-01-27   Bearish  16408.05       16434.97       16382.28       16424.66         16396.60        
2022-01-28   Bullish  16150.04       16153.47       16109.37       16118.25         16070.43        
2022-01-31   Bullish  16602.49       16610.80       16582.45       16595.91         16562.11        
2022-02-01   Bearish  17068.69       17126.82       17064.40       17131.69         17110.21        
2022-02-02   Bearish  17330.43       17379.11       17320.98       17388.85         17365.36        
2022-02-03   Bullish  16855.64       16873.68       16812.40       16854.21         16828.43        
2022-02-04   Bullish  16642.58       16684.11       16627.98       16642.01         16601.63        
2022-02-07   Bearish  16832.73       16859.36       16820.99       16865.66         16841.89        
2022-02-08   Bullish  16659.48       16659.48       16614.81       16642.01         16617.96        
2022-02-09   Bearish  17082.72       17095.32       17072.41       17095.61         17083.01        
2022-02-10   Bullish  16900.31       16909.47       16878.26       16902.89         16870.81        
2022-02-11   Bullish  16863.37       16870.81       16835.88       16844.18         16827.29        
2022-02-14   Bullish  16325.87       16327.01       16273.17       16298.37         16268.88        
2022-02-16   Bearish  16600.77       16628.55       16598.20       16629.70         16619.39        
2022-02-17   Bullish  16570.42       16591.32       16556.39       16588.46         16562.97        
2022-02-22   Bullish  15934.41       15934.98       15887.73       15934.69         15892.88        
2022-02-23   Bullish  16046.95       16064.13       16027.19       16050.96         16024.32        
2022-02-24   Bullish  15021.77       15026.63       14957.33       15016.04         14969.36        
2022-02-25   Bearish  15972.49       16030.91       15970.77       16055.82         16022.61        
2022-02-28   Bullish  16142.31       16149.75       16074.44       16088.18         16063.27        
2022-03-01   Bullish  16259.72       16262.01       16230.51       16244.82         16227.07        
2022-03-02   Bullish  16121.40       16137.44       16099.64       16125.12         16090.47        
2022-03-03   Bearish  16422.94       16443.56       16410.34       16450.72         16430.67        
2022-03-04   Bullish  15991.11       15998.27       15961.90       15961.32         15930.68        
2022-03-07   Bullish  15875.42       15878.28       15840.19       15851.07         15825.87        
2022-03-14   Bullish  15197.59       15224.22       15173.25       15201.89         15175.83        
2022-03-15   Bullish  15108.25       15113.69       15062.72       15083.62         15037.80        
2022-03-17   Bearish  15875.70       15896.03       15855.08       15893.74         15880.57        
2022-03-23   Bearish  16631.99       16651.46       16627.12       16673.22         16638.57        
2022-03-24   Bearish  16635.42       16642.01       16613.66       16659.48         16628.55        
2022-03-25   Bearish  16906.32       16917.21       16888.57       16926.66         16905.75        
2022-03-28   Bullish  16920.36       16925.51       16895.16       16902.89         16887.71        
2022-03-30   Bullish  17387.41       17394.86       17369.95       17379.40         17356.49        
2022-03-31   Bearish  17261.99       17284.90       17259.12       17292.34         17264.56        
2022-04-04   Bullish  17071.27       17085.59       17059.53       17068.69         17059.24        
2022-04-05   Bullish  17302.94       17330.14       17291.48       17319.26         17296.64        
2022-04-06   Bullish  16760.85       16763.14       16717.32       16731.93         16717.04        
2022-04-07   Bullish  16590.18       16596.48       16562.40       16576.72         16557.82        
2022-04-08   Bearish  16555.24       16578.44       16540.92       16591.32         16564.41        
2022-04-11   Bullish  16225.92       16239.38       16211.32       16233.94         16213.61        
2022-04-12   Bearish  16223.92       16268.88       16223.35       16288.92         16258.00        
2022-04-13   Bearish  15966.48       15992.54       15965.33       16000.27         15972.78        
2022-04-14   Bearish  16279.76       16298.37       16267.73       16311.26         16276.32        
2022-04-18   Bullish  15915.79       15918.94       15863.10       15872.55         15853.37        
2022-04-20   Bullish  16333.02       16342.76       16294.65       16337.32         16319.28        
2022-04-21   Bullish  16261.43       16262.29       16224.78       16241.67         16227.64        
2022-04-22   Bullish  15737.67       15740.54       15703.88       15723.93         15702.17        
2022-04-25   Bearish  15204.47       15237.40       15203.61       15237.97         15210.19        
2022-04-26   Bearish  15394.04       15407.21       15364.26       15403.49         15380.87        
2022-04-27   Bullish  14968.22       14970.51       14902.35       14930.13         14897.48        
2022-04-28   Bullish  15192.72       15194.73       15132.88       15152.92         15116.84        
2022-04-29   Bearish  15207.62       15225.66       15192.44       15225.08         15209.62        
2022-05-02   Bullish  14760.03       14764.61       14705.62       14739.13         14705.62        
2022-05-03   Bearish  14931.28       14976.23       14915.53       15006.88         14969.93        
2022-05-04   Bearish  15002.29       15021.77       14985.68       15024.34         15005.44        
2022-05-05   Bearish  15264.89       15287.51       15253.72       15296.67         15272.05        
2022-05-06   Bearish  14594.80       14645.48       14593.08       14630.02         14605.68        
2022-05-09   Bullish  14292.68       14295.83       14252.31       14289.25         14246.29        
2022-05-10   Bullish  14357.69       14363.99       14303.28       14321.03         14292.40        
2022-05-11   Bearish  14011.76       14041.26       13987.71       14038.11         14000.31        
2022-05-12   Bullish  13573.05       13575.92       13498.31       13555.30         13491.15        
2022-05-13   Bullish  13905.81       13908.10       13884.62       13907.53         13886.34        
2022-05-16   Bearish  14098.53       14109.70       14067.03       14123.73         14100.25        
2022-05-17   Bearish  14299.27       14324.76       14287.24       14314.16         14298.70        
2022-05-18   Bearish  14152.65       14172.13       14146.93       14178.14         14162.68        
2022-05-19   Bullish  13629.75       13632.62       13589.95       13596.54         13560.45        
2022-05-20   Bearish  13773.22       13798.71       13757.76       13803.29         13772.08        
2022-05-23   Bearish  13612.86       13630.61       13579.35       13652.95         13610.57        
2022-05-24   Bearish  13528.67       13548.71       13525.52       13561.60         13531.82        
2022-05-25   Bullish  13453.35       13460.51       13410.97       13437.89         13413.26        
2022-05-26   Bearish  13644.64       13651.23       13629.75       13666.41         13644.36        
2022-05-27   Bullish  14237.70       14237.70       14205.92       14213.65         14185.58        
2022-06-01   Bullish  14607.97       14611.41       14583.34       14596.23         14579.33        
2022-06-02   Bearish  14297.27       14344.80       14287.24       14333.92         14304.43        
2022-06-03   Bearish  14493.71       14518.63       14480.54       14557.28         14513.76        
2022-06-06   Bullish  14636.89       14637.47       14594.23       14596.80         14578.76        
2022-06-07   Bullish  14269.49       14282.38       14260.33       14271.78         14250.59        
2022-06-09   Bullish  14375.16       14386.90       14354.25       14383.18         14358.83        
2022-06-10   Bullish  13797.56       13836.22       13790.69       13794.70         13751.46        
2022-06-13   Bullish  13176.97       13180.69       13134.12       13152.69         13130.69        
2022-06-15   Bearish  13110.12       13164.40       13108.41       13135.26         13119.26        
2022-06-16   Bearish  12942.13       12948.99       12923.84       12958.99         12935.84        
2022-06-17   Bullish  12821.85       12827.85       12781.57       12824.42         12775.28        
2022-06-20   Bullish  12992.41       12998.13       12987.56       12997.55         12973.84        
2022-06-21   Bullish  13144.40       13145.55       13117.83       13125.55         13110.12        
2022-06-24   Bullish  13548.10       13562.38       13539.24       13548.38         13534.38        
2022-06-27   Bullish  13950.07       13954.93       13911.79       13935.50         13920.65        
2022-06-28   Bullish  13810.37       13813.79       13767.51       13804.94         13779.51        
2022-06-29   Bearish  13325.82       13359.53       13314.68       13350.68         13322.97        
2022-06-30   Bullish  13219.26       13242.68       13198.97       13208.97         13177.54        
2022-07-01   Bullish  13164.69       13168.97       13116.41       13144.98         13116.41        
2022-07-04   Bearish  13217.54       13222.97       13216.69       13223.26         13216.97        
2022-07-05   Bearish  13064.41       13102.98       13052.41       13103.83         13084.41        
2022-07-06   Bearish  13497.53       13536.38       13495.53       13528.67         13500.96        
2022-07-07   Bullish  13659.80       13663.80       13620.09       13633.80         13616.09        
2022-07-11   Bearish  13741.80       13771.80       13734.94       13792.37         13767.23        
2022-07-12   Bullish  13653.52       13672.95       13644.38       13659.52         13628.66        
2022-07-13   Bullish  13258.40       13258.97       13191.54       13201.26         13174.40        
2022-07-14   Bullish  13346.68       13352.96       13303.25       13322.68         13296.97        
2022-07-15   Bullish  13654.66       13670.09       13624.38       13634.38         13596.38        
2022-07-18   Bearish  13839.79       13861.51       13834.08       13863.51         13841.51        
2022-07-20   Bearish  14016.93       14054.07       14012.64       14046.35         14029.21        
2022-07-21   Bearish  14247.77       14284.05       14246.63       14280.91         14262.91        
2022-07-26   Bullish  14037.78       14046.35       14021.21       14040.35         14013.78        
2022-07-27   Bullish  14069.49       14086.64       14058.64       14065.21         14051.21        
2022-07-28   Bullish  14439.19       14439.19       14390.62       14423.47         14394.05        
2022-07-29   Bearish  14622.03       14644.89       14614.89       14642.61         14625.75        
2022-08-01   Bullish  14745.46       14754.03       14733.17       14750.88         14733.17        
2022-08-02   Bullish  14702.32       14719.74       14688.32       14704.89         14692.32        
2022-08-03   Bullish  14884.88       14887.16       14844.31       14858.88         14844.02        
2022-08-04   Bearish  15160.58       15174.00       15156.58       15182.29         15158.86        
2022-08-05   Bullish  15031.73       15032.01       14987.16       15006.87         14981.16        
2022-08-08   Bearish  15153.43       15160.58       15121.44       15164.58         15152.58        
2022-08-09   Bearish  14966.59       14984.59       14947.16       14972.59         14956.59        
2022-08-10   Bullish  15253.71       15262.00       15237.71       15249.14         15210.00        
2022-08-11   Bullish  15423.99       15427.13       15409.13       15419.13         15405.42        
2022-08-12   Bullish  15318.28       15329.71       15310.85       15323.71         15314.57        
2022-08-15   Bullish  15499.13       15503.13       15466.84       15468.84         15457.70        
2022-08-16   Bearish  15584.55       15594.84       15575.98       15592.84         15581.70        
2022-08-17   Bullish  15460.27       15469.13       15443.70       15461.99         15440.27        
2022-08-19   Bearish  15312.00       15317.14       15300.28       15327.42         15308.00        
2022-08-22   Bearish  14944.87       14950.02       14922.59       14953.44         14932.87        
2022-08-23   Bullish  14760.31       14769.46       14734.31       14744.60         14730.60        
2022-08-24   Bullish  14741.74       14742.60       14709.74       14730.31         14706.60        
2022-08-25   Bearish  14864.59       14869.45       14849.16       14875.45         14860.59        
2022-08-26   Bearish  15012.87       15036.01       15012.87       15059.15         15019.44        
2022-08-29   Bullish  14296.34       14302.05       14260.63       14301.20         14284.63        
2022-08-31   Bearish  14220.34       14259.20       14210.06       14272.63         14252.91        
2022-09-01   Bullish  13918.93       13932.65       13900.65       13928.65         13902.08        
2022-09-02   Bearish  14150.63       14187.77       14134.63       14182.92         14166.92        
2022-09-05   Bearish  13838.65       13844.94       13838.65       13852.36         13840.36        
2022-09-06   Bullish  13896.08       13902.65       13846.94       13891.22         13847.22        
2022-09-07   Bullish  13763.23       13768.37       13754.66       13763.23         13742.08        
2022-09-08   Bearish  13874.65       13914.93       13853.51       13923.22         13887.22        
2022-09-09   Bullish  14209.49       14218.63       14188.34       14206.92         14177.77        
2022-09-12   Bullish  14471.50       14473.21       14448.78       14462.42         14453.04        
2022-09-13   Bullish  14163.95       14168.49       14134.13       14163.10         14138.39        
2022-09-14   Bearish  13812.09       13829.13       13807.55       13828.28         13815.22        
2022-09-15   Bearish  13778.87       13783.13       13760.13       13800.17         13774.32        
2022-09-21   Bullish  13597.12       13600.81       13581.50       13599.11         13584.62        
2022-09-22   Bullish  13265.99       13265.99       13213.46       13245.55         13212.89        
2022-09-23   Bearish  13004.16       13020.92       12996.78       13031.42         13012.11        
2022-09-26   Bullish  12922.37       12923.51       12884.32       12919.82         12883.75        
2022-09-28   Bearish  12867.85       12875.80       12844.56       12890.57         12868.70        
2022-09-29   Bullish  12939.98       12952.19       12926.35       12946.23         12930.89        
2022-09-30   Bullish  12725.29       12725.57       12692.35       12716.77         12699.73        
2022-10-03   Bullish  12625.33       12637.82       12611.13       12625.61         12612.26        
2022-10-04   Bullish  13088.22       13108.10       13079.42       13082.54         13062.95        
2022-10-05   Bullish  13063.23       13064.93       13038.52       13053.57         13039.38        
2022-10-06   Bullish  13183.92       13192.73       13164.61       13169.72         13148.14        
2022-10-07   Bearish  12867.00       12890.57       12847.12       12895.96         12883.18        
2022-10-10   Bullish  12626.75       12630.44       12611.70       12629.02         12615.39        
2022-10-11   Bearish  12395.30       12414.33       12394.45       12413.19         12399.28        
2022-10-12   Bearish  12322.60       12352.70       12313.80       12349.58         12330.27        
2022-10-13   Bullish  11967.34       11971.88       11919.63       11967.62         11945.19        
2022-10-14   Bullish  12705.13       12716.49       12690.64       12705.70         12677.86        
2022-10-17   Bullish  12527.07       12534.74       12494.13       12500.94         12453.52        
2022-10-18   Bullish  12958.44       12977.18       12952.19       12961.56         12923.23        
2022-10-19   Bullish  12670.48       12672.19       12630.16       12645.49         12627.60        
2022-10-20   Bullish  12647.48       12654.01       12612.83       12632.14         12615.10        
2022-10-21   Bearish  12517.70       12551.49       12514.57       12568.53         12532.18        
2022-10-24   Bearish  12893.98       12918.11       12884.89       12916.41         12900.51        
2022-10-25   Bullish  13108.38       13118.32       13080.27       13093.33         13075.44        
2022-10-26   Bearish  13000.19       13038.81       12997.06       13059.54         13033.13        
2022-10-27   Bullish  13005.58       13006.15       12950.20       12978.04         12950.20        
2022-10-28   Bullish  12761.36       12774.70       12729.55       12749.71         12718.19        
2022-10-31   Bullish  13068.63       13076.58       13043.92       13061.81         13046.19        
2022-11-01   Bullish  13179.95       13198.41       13170.86       13173.13         13157.51        
2022-11-02   Bearish  12865.86       12882.62       12864.16       12877.22         12865.86        
2022-11-03   Bearish  12266.37       12301.87       12259.56       12309.25         12289.66        
2022-11-04   Bullish  12433.36       12454.09       12417.74       12423.70         12378.83        
2022-11-07   Bullish  12453.80       12454.65       12421.43       12429.95         12412.06        
2022-11-08   Bearish  12558.02       12589.55       12557.17       12600.34         12579.61        
2022-11-09   Bearish  12505.20       12516.56       12490.44       12527.64         12501.80        
2022-11-10   Bullish  12931.46       12943.67       12899.94       12907.32         12873.81        
2022-11-11   Bearish  13191.31       13227.09       13187.61       13210.62         13193.58        
2022-11-15   Bullish  13657.04       13701.91       13655.05       13673.79         13647.10        
2022-11-16   Bearish  13427.30       13436.67       13402.87       13440.36         13419.06        
2022-11-17   Bullish  13135.65       13138.20       13112.93       13127.41         13095.32        
2022-11-18   Bearish  13418.21       13452.29       13410.54       13452.86         13433.83        
2022-11-21   Bullish  13258.61       13264.01       13231.63       13258.04         13231.35        
2022-11-22   Bearish  13185.91       13208.91       13182.22       13202.67         13189.03        
2022-11-23   Bullish  13352.04       13357.72       13341.82       13356.58         13342.67        
2022-11-24   Bullish  13533.79       13535.21       13531.52       13533.51         13528.68        
2022-11-25   Bullish  13406.00       13410.54       13394.07       13410.26         13396.06        
2022-11-28   Bullish  13310.86       13320.23       13283.60       13294.39         13279.63        
2022-11-29   Bearish  13193.29       13204.37       13179.10       13221.12         13196.13        
2022-12-01   Bearish  13673.23       13703.33       13666.98       13718.66         13692.82        
