Type,Date,Candle_N_Time,Candle_N2_Time,Candle_N_Price,Candle_N2_Price,Gap_Size,Revisited
Bearish,2022-11-18,08:45:00,09:15:00,13330.7423,13319.951,10.7914,True
Bearish,2022-11-18,09:30:00,10:00:00,13285.305,13272.8097,12.4953,False
Bearish,2022-11-21,08:45:00,09:15:00,13225.9525,13220.8408,5.1117,False
Bullish,2022-11-22,08:45:00,09:15:00,13129.9662,13168.5879,38.6217,True
Bullish,2022-11-22,09:30:00,10:00:00,13205.5057,13209.7655,4.2597,False
Bullish,2022-11-24,09:30:00,10:00:00,13537.1982,13537.4821,0.284,False
Bearish,2022-11-28,09:00:00,09:30:00,13327.0505,13309.7276,17.323,False
Bearish,2022-11-29,09:30:00,10:00:00,13182.2191,13177.3914,4.8277,False
Bearish,2022-12-01,08:45:00,09:15:00,13741.9501,13647.3837,94.5664,True
Bullish,2022-12-01,09:30:00,10:00:00,13626.0849,13665.2746,39.1897,False
Bearish,2022-12-05,08:45:00,09:15:00,13553.3852,13537.4821,15.9031,True
Bearish,2022-12-06,08:30:00,09:00:00,13315.9752,13261.7344,54.2408,False
Bearish,2022-12-06,08:45:00,09:15:00,13249.2391,13239.2997,9.9394,False
Bullish,2022-12-08,08:30:00,09:00:00,13145.5852,13171.9957,26.4104,False
Bullish,2022-12-08,08:45:00,09:15:00,13182.2191,13185.3429,3.1238,True
Bearish,2022-12-13,08:45:00,09:15:00,13768.6613,13737.7318,30.9294,False
Bearish,2022-12-13,09:00:00,09:30:00,13676.4353,13653.9412,22.4941,False
Bullish,2022-12-14,08:45:00,09:15:00,13513.634,13517.8517,4.2177,True
Bearish,2022-12-15,08:30:00,09:00:00,13068.5313,13020.7312,47.8,False
Bearish,2022-12-16,08:45:00,09:15:00,12837.404,12805.631,31.773,False
Bearish,2022-12-16,09:00:00,09:30:00,12786.2298,12780.6063,5.6235,False
Bearish,2022-12-19,08:30:00,09:00:00,12692.598,12676.2897,16.3083,True
Bearish,2022-12-19,09:30:00,10:00:00,12656.045,12638.6121,17.433,False
Bullish,2022-12-20,08:30:00,09:00:00,12542.1685,12549.7602,7.5918,True
Bullish,2022-12-20,09:00:00,09:30:00,12601.4967,12606.8391,5.3424,True
Bullish,2022-12-21,08:45:00,09:15:00,12679.6639,12684.1627,4.4988,False
Bullish,2022-12-21,09:15:00,09:45:00,12712.5615,12736.1804,23.6188,False
Bullish,2022-12-21,09:30:00,10:00:00,12765.1416,12765.7039,0.5624,False
Bearish,2022-12-22,08:45:00,09:15:00,12476.0919,12435.3213,40.7706,False
Bearish,2022-12-22,09:00:00,09:30:00,12405.2354,12401.0177,4.2177,True
Bullish,2022-12-23,09:00:00,09:30:00,12381.8977,12413.6707,31.773,True
Bearish,2022-12-23,09:30:00,10:00:00,12413.6707,12397.9248,15.7459,False
Bullish,2022-12-27,09:00:00,09:30:00,12307.9483,12324.2565,16.3083,True
Bearish,2022-12-28,09:00:00,09:30:00,12289.9529,12282.9235,7.0294,False
Bearish,2022-12-28,09:30:00,10:00:00,12235.1235,12190.6976,44.4259,False
Bullish,2022-12-29,08:45:00,09:15:00,12345.6259,12357.4354,11.8094,False
Bullish,2022-12-29,09:00:00,09:30:00,12361.9342,12363.9024,1.9682,False
Bearish,2023-01-03,08:30:00,09:00:00,12453.3166,12390.8954,62.4212,False
Bearish,2023-01-03,08:45:00,09:15:00,12361.9342,12333.5353,28.3988,True
Bearish,2023-01-04,08:45:00,09:15:00,12320.6012,12289.6718,30.9294,True
Bullish,2023-01-04,09:15:00,09:45:00,12289.6718,12303.1683,13.4965,False
Bullish,2023-01-06,08:45:00,09:15:00,12209.2552,12235.6858,26.4306,False
Bullish,2023-01-06,09:30:00,10:00:00,12339.44,12348.7189,9.2788,False
Bullish,2023-01-09,08:30:00,09:00:00,12648.4533,12694.2851,45.8318,True
Bullish,2023-01-09,09:15:00,09:45:00,12722.9651,12746.0216,23.0565,False
Bullish,2023-01-12,08:45:00,09:15:00,12793.5404,12880.9864,87.446,True
Bullish,2023-01-13,08:45:00,09:15:00,12908.5417,12915.0088,6.4671,True
Bearish,2023-01-16,08:45:00,09:15:00,13040.6948,13036.4771,4.2177,True
Bullish,2023-01-16,09:15:00,09:45:00,13036.4771,13038.1642,1.6871,True
Bullish,2023-01-17,08:45:00,09:15:00,13077.2477,13105.6466,28.3988,True
Bearish,2023-01-17,09:15:00,09:45:00,13105.6466,13070.7807,34.8659,False
Bearish,2023-01-18,09:15:00,09:45:00,13133.4831,13091.5878,41.8953,False
Bullish,2023-01-23,08:30:00,09:00:00,13216.7114,13262.262,45.5506,False
Bullish,2023-01-23,09:00:00,09:30:00,13306.4068,13320.1844,13.7777,False
Bullish,2023-01-23,09:30:00,10:00:00,13346.615,13349.708,3.0929,False
Bearish,2023-01-26,09:30:00,10:00:00,13455.4304,13442.7775,12.653,False
Bearish,2023-01-27,09:30:00,10:00:00,13660.6894,13646.6306,14.0588,False
Bearish,2023-01-30,09:00:00,09:30:00,13606.9847,13556.9352,50.0495,True
Bullish,2023-01-31,09:00:00,09:30:00,13534.4411,13549.3434,14.9024,False
Bearish,2023-02-01,09:30:00,10:00:00,13630.8847,13621.3247,9.56,False
Bullish,2023-02-02,09:00:00,09:30:00,14280.9652,14321.4547,40.4894,False
Bullish,2023-02-02,09:15:00,09:45:00,14333.8265,14392.3112,58.4848,True
Bearish,2023-02-06,09:00:00,09:30:00,14099.0439,14065.0215,34.0224,True
Bullish,2023-02-06,09:30:00,10:00:00,14065.0215,14097.638,32.6165,False
Bearish,2023-02-08,09:15:00,09:45:00,14240.4758,14218.2628,22.213,False
Bearish,2023-02-10,09:15:00,09:45:00,13904.7508,13895.472,9.2788,True
Bullish,2023-02-13,09:30:00,10:00:00,14025.0944,14049.5568,24.4624,False
Bullish,2023-02-14,08:30:00,09:00:00,14070.9262,14155.2793,84.353,True
Bearish,2023-02-14,09:15:00,09:45:00,14157.8098,14057.7109,100.0989,True
Bullish,2023-02-16,09:00:00,09:30:00,14173.2746,14183.6781,10.4035,False
Bullish,2023-02-16,09:15:00,09:45:00,14196.3311,14201.3922,5.0612,True
Bearish,2023-02-20,08:45:00,09:15:00,13926.6826,13921.3402,5.3424,True
Bearish,2023-02-22,08:45:00,09:15:00,13631.447,13596.5811,34.8659,True
Bullish,2023-02-22,09:30:00,10:00:00,13580.8352,13589.2705,8.4353,False
Bearish,2023-02-23,08:45:00,09:15:00,13731.8271,13721.1424,10.6847,True
Bearish,2023-02-23,09:30:00,10:00:00,13667.1565,13648.0365,19.12,False
Bullish,2023-02-27,08:45:00,09:15:00,13666.8753,13670.8118,3.9365,True
Bearish,2023-02-27,09:15:00,09:45:00,13670.8118,13617.6694,53.1424,True
Bearish,2023-03-01,08:45:00,09:15:00,13527.4117,13481.0175,46.3942,True
Bullish,2023-03-01,09:15:00,09:45:00,13481.0175,13495.6387,14.6212,True
Bullish,2023-03-02,08:30:00,09:00:00,13364.8915,13376.7009,11.8094,True
Bullish,2023-03-06,08:45:00,09:15:00,13941.3038,13950.8638,9.56,False
Bullish,2023-03-06,09:00:00,09:30:00,13956.4873,13978.4191,21.9318,False
Bullish,2023-03-06,09:15:00,09:45:00,13993.8838,14004.2874,10.4035,False
Bearish,2023-03-07,08:45:00,09:15:00,13868.1978,13789.4684,78.7295,True
Bullish,2023-03-09,08:30:00,09:00:00,13824.0531,13851.8896,27.8365,True
Bullish,2023-03-10,09:30:00,10:00:00,13473.4257,13478.2057,4.78,False
Bullish,2023-03-13,08:30:00,09:00:00,13289.8173,13322.9962,33.1789,True
Bullish,2023-03-14,09:00:00,09:30:00,13680.8662,13696.7305,15.8643,True
Bullish,2023-03-16,09:15:00,09:45:00,13819.7484,13850.0854,30.337,False
Bullish,2023-03-16,09:30:00,10:00:00,13865.1147,13916.3257,51.2111,False
Bearish,2023-03-17,09:00:00,09:30:00,14192.9768,14142.6007,50.3761,False
Bearish,2023-03-17,09:15:00,09:45:00,14105.0273,14089.1631,15.8643,False
Bullish,2023-03-20,09:30:00,10:00:00,14058.5477,14068.8456,10.2979,False
Bearish,2023-03-21,09:00:00,09:30:00,14218.304,14209.3977,8.9063,True
Bullish,2023-03-22,09:00:00,09:30:00,14355.7945,14377.2252,21.4307,True
Bullish,2023-03-23,08:45:00,09:15:00,14357.4644,14376.112,18.6475,False
Bullish,2023-03-23,09:30:00,10:00:00,14432.0545,14467.9579,35.9034,False
Bearish,2023-03-27,09:00:00,09:30:00,14378.3385,14359.9693,18.3692,False
Bearish,2023-03-28,09:15:00,09:45:00,14132.3028,14108.0889,24.2139,True
Bearish,2023-03-29,09:00:00,09:30:00,14363.0309,14355.7945,7.2363,False
Bearish,2023-03-29,09:15:00,09:45:00,14342.1568,14338.5386,3.6182,True
Bullish,2023-03-31,09:15:00,09:45:00,14653.8763,14655.8245,1.9482,False
Bearish,2023-04-03,09:30:00,10:00:00,14729.0229,14684.2132,44.8097,False
Bearish,2023-04-05,09:15:00,09:45:00,14570.6583,14541.9912,28.6671,False
Bullish,2023-04-06,08:45:00,09:15:00,14459.0516,14490.7802,31.7286,True
Bearish,2023-04-12,09:15:00,09:45:00,14569.545,14558.9688,10.5762,False
Bearish,2023-04-12,09:30:00,10:00:00,14516.664,14498.0165,18.6475,False
Bullish,2023-04-13,08:45:00,09:15:00,14559.5255,14603.5002,43.9747,True
Bearish,2023-04-14,08:45:00,09:15:00,14700.9125,14687.8314,13.0811,False
Bearish,2023-04-14,09:00:00,09:30:00,14659.721,14646.0833,13.6377,True
Bearish,2023-04-17,09:15:00,09:45:00,14639.4036,14629.9407,9.4629,True
Bearish,2023-04-18,08:30:00,09:00:00,14761.0298,14756.02,5.0098,False
Bearish,2023-04-18,08:45:00,09:15:00,14742.104,14725.9614,16.1426,False
Bearish,2023-04-18,09:00:00,09:30:00,14697.2943,14685.8832,11.4112,True
Bullish,2023-04-19,09:15:00,09:45:00,14604.8918,14611.0148,6.1231,False
Bullish,2023-04-20,08:45:00,09:15:00,14611.5715,14617.4162,5.8447,True
Bearish,2023-04-21,08:30:00,09:00:00,14515.2724,14508.3144,6.958,True
Bearish,2023-04-24,09:15:00,09:45:00,14548.6709,14507.2011,41.4698,True
Bearish,2023-04-25,08:45:00,09:15:00,14434.8377,14425.0964,9.7412,True
Bullish,2023-04-27,08:45:00,09:15:00,14542.2696,14549.5059,7.2363,False
Bullish,2023-04-28,08:45:00,09:15:00,14720.395,14762.6997,42.3048,True
Bearish,2023-04-28,09:30:00,10:00:00,14730.6928,14711.767,18.9258,False
Bearish,2023-05-02,08:45:00,09:15:00,14784.1305,14745.1655,38.9649,False
Bearish,2023-05-02,09:00:00,09:30:00,14724.8481,14707.8705,16.9776,False
Bearish,2023-05-02,09:15:00,09:45:00,14692.8412,14671.6888,21.1524,False
Bearish,2023-05-02,09:30:00,10:00:00,14653.8763,14636.8987,16.9776,False
Bullish,2023-05-04,09:30:00,10:00:00,14514.9941,14515.5507,0.5566,False
Bullish,2023-05-05,08:30:00,09:00:00,14661.9476,14685.0482,23.1006,False
Bullish,2023-05-05,08:45:00,09:15:00,14687.5531,14720.1166,32.5636,False
Bullish,2023-05-05,09:15:00,09:45:00,14742.104,14755.1851,13.0811,True
Bullish,2023-05-08,09:30:00,10:00:00,14788.5836,14791.3668,2.7832,False
Bearish,2023-05-10,09:15:00,09:45:00,14884.326,14860.6687,23.6573,False
Bullish,2023-05-11,09:30:00,10:00:00,14923.5693,14930.8056,7.2363,False
Bearish,2023-05-12,08:30:00,09:00:00,14985.6348,14978.9551,6.6797,False
Bearish,2023-05-12,08:45:00,09:15:00,14961.4209,14946.6699,14.751,True
Bearish,2023-05-15,08:30:00,09:00:00,14908.2616,14906.035,2.2266,True
Bullish,2023-05-15,09:15:00,09:45:00,14892.954,14897.6854,4.7315,False
Bullish,2023-05-18,08:45:00,09:15:00,15272.0271,15280.3767,8.3496,False
Bullish,2023-05-18,09:00:00,09:30:00,15299.3025,15320.4549,21.1524,True
Bullish,2023-05-25,09:15:00,09:45:00,15461.842,15490.7873,28.9454,False
Bullish,2023-05-25,09:30:00,10:00:00,15495.5188,15504.1468,8.628,False
Bullish,2023-05-26,08:30:00,09:00:00,15685.8903,15710.3826,24.4922,False
Bullish,2023-05-26,08:45:00,09:15:00,15724.0203,15753.5223,29.502,False
Bullish,2023-05-26,09:00:00,09:30:00,15754.3573,15801.1152,46.7579,False
Bullish,2023-05-26,09:15:00,09:45:00,15814.1963,15846.2032,32.0069,True
Bearish,2023-05-30,08:30:00,09:00:00,16115.8962,16096.9704,18.9258,True
Bearish,2023-05-31,08:45:00,09:15:00,16000.9496,15960.0365,40.9132,False
Bearish,2023-05-31,09:00:00,09:30:00,15944.4505,15933.0393,11.4112,True
Bullish,2023-06-01,09:15:00,09:45:00,15959.7581,15977.2924,17.5342,True
Bearish,2023-06-02,08:30:00,09:00:00,16190.4862,16183.2499,7.2363,True
Bullish,2023-06-02,09:15:00,09:45:00,16185.1981,16201.3407,16.1426,False
Bullish,2023-06-02,09:30:00,10:00:00,16215.2568,16223.0498,7.793,False
Bullish,2023-06-05,09:15:00,09:45:00,16279.8272,16292.63,12.8028,False
Bullish,2023-06-05,09:30:00,10:00:00,16300.423,16303.2062,2.7832,False
Bullish,2023-06-06,09:30:00,10:00:00,16230.2861,16233.9043,3.6182,False
Bearish,2023-06-07,08:45:00,09:15:00,16265.6329,16252.2735,13.3594,False
Bearish,2023-06-07,09:00:00,09:30:00,16240.0273,16209.412,30.6153,False
Bearish,2023-06-07,09:15:00,09:45:00,16177.4051,16141.2234,36.1817,False
Bullish,2023-06-08,08:45:00,09:15:00,16015.979,16021.2671,5.2881,False
Bullish,2023-06-08,09:15:00,09:45:00,16057.1705,16068.025,10.8545,False
Bullish,2023-06-08,09:30:00,10:00:00,16078.3229,16091.404,13.0811,False
Bullish,2023-06-09,08:30:00,09:00:00,16285.3937,16302.0929,16.6993,True
Bearish,2023-06-09,09:15:00,09:45:00,16322.4103,16276.2091,46.2013,True
Bearish,2023-06-13,08:30:00,09:00:00,16569.7334,16554.8835,14.8499,True
Bullish,2023-06-14,08:30:00,09:00:00,16613.4581,16617.0331,3.575,False
Bullish,2023-06-14,08:45:00,09:15:00,16636.0079,16646.7329,10.7249,True
Bearish,2023-06-20,08:45:00,09:15:00,16746.5572,16735.5572,10.9999,False
Bearish,2023-06-20,09:00:00,09:30:00,16724.2823,16688.5326,35.7497,True
Bearish,2023-06-21,08:30:00,09:00:00,16695.6825,16646.1829,49.4997,True
Bearish,2023-06-21,09:15:00,09:45:00,16595.0332,16586.2333,8.7999,False
Bearish,2023-06-21,09:30:00,10:00:00,16573.5834,16573.3084,0.275,False
Bullish,2023-06-22,08:30:00,09:00:00,16554.6085,16573.3084,18.6999,True
Bullish,2023-06-22,08:45:00,09:15:00,16606.3082,16625.008,18.6999,True
Bearish,2023-06-22,09:15:00,09:45:00,16625.008,16605.4832,19.5249,True
Bullish,2023-06-26,08:30:00,09:00:00,16599.4332,16629.408,29.9748,True
Bearish,2023-06-26,09:15:00,09:45:00,16619.2331,16610.9831,8.2499,False
Bullish,2023-06-28,09:00:00,09:30:00,16604.6582,16648.3829,43.7247,False
Bullish,2023-06-28,09:15:00,09:45:00,16659.1078,16691.2826,32.1748,True
Bullish,2023-06-30,08:30:00,09:00:00,16829.6066,16842.2565,12.6499,False
Bullish,2023-06-30,08:45:00,09:15:00,16863.4313,16869.7563,6.325,True
Bearish,2023-07-03,09:15:00,09:45:00,16879.1062,16867.5563,11.5499,False
Bearish,2023-07-04,09:00:00,09:30:00,16895.0561,16885.9812,9.0749,True
Bullish,2023-07-05,09:00:00,09:30:00,16938.2308,16945.1058,6.875,True
Bullish,2023-07-07,08:30:00,09:00:00,16766.632,16775.432,8.7999,True
Bearish,2023-07-07,09:00:00,09:30:00,16775.432,16744.9072,30.5248,True
Bullish,2023-07-07,09:30:00,10:00:00,16744.9072,16757.5571,12.6499,False
Bullish,2023-07-11,09:00:00,09:30:00,16682.4826,16685.2326,2.75,False
Bullish,2023-07-11,09:15:00,09:45:00,16693.2075,16702.5575,9.3499,False
Bullish,2023-07-12,08:30:00,09:00:00,16993.2304,16999.0054,5.775,True
Bullish,2023-07-12,08:45:00,09:15:00,17016.8803,17030.3552,13.4749,True
Bearish,2023-07-12,09:30:00,10:00:00,17020.4552,17010.2803,10.1749,False
Bullish,2023-07-14,08:45:00,09:15:00,17392.8026,17399.1276,6.325,True
Bearish,2023-07-14,09:15:00,09:45:00,17399.1276,17378.7777,20.3499,True
Bullish,2023-07-17,08:45:00,09:15:00,17317.4531,17319.3781,1.925,True
Bearish,2023-07-20,08:45:00,09:15:00,17444.2273,17402.9775,41.2497,False
Bearish,2023-07-20,09:00:00,09:30:00,17371.6278,17330.6531,40.9747,True
Bearish,2023-07-20,09:15:00,09:45:00,17319.6531,17314.7032,4.95,True
Bearish,2023-07-21,08:30:00,09:00:00,17216.2539,17209.3789,6.875,True
Bearish,2023-07-24,08:30:00,09:00:00,17131.2795,17110.9296,20.3499,True
Bearish,2023-07-26,09:30:00,10:00:00,17156.3043,17103.7796,52.5246,False
Bearish,2023-07-27,08:45:00,09:15:00,17441.2023,17438.1773,3.025,False
Bearish,2023-07-27,09:00:00,09:30:00,17412.6025,17399.9526,12.6499,True
Bullish,2023-08-01,09:15:00,09:45:00,17361.1778,17383.7277,22.5498,True
Bearish,2023-08-02,08:45:00,09:15:00,17139.5294,17124.4045,15.1249,False
Bearish,2023-08-02,09:30:00,10:00:00,17082.0548,17075.7298,6.325,False
Bearish,2023-08-04,08:30:00,09:00:00,17045.4801,17002.0304,43.4497,True
Bullish,2023-08-04,09:00:00,09:30:00,17002.0304,17010.2803,8.2499,False
Bullish,2023-08-04,09:15:00,09:45:00,17028.4302,17037.2301,8.7999,False
Bearish,2023-08-07,09:30:00,10:00:00,16944.2808,16940.4308,3.85,False
Bearish,2023-08-08,08:30:00,09:00:00,16848.5814,16838.4065,10.1749,False
Bearish,2023-08-08,09:30:00,10:00:00,16780.3819,16768.832,11.5499,False
Bearish,2023-08-09,09:30:00,10:00:00,16780.9319,16749.5821,31.3498,False
Bullish,2023-08-10,08:30:00,09:00:00,16891.4811,16945.6558,54.1746,True
Bearish,2023-08-10,09:15:00,09:45:00,16924.2059,16891.7561,32.4498,False
Bearish,2023-08-10,09:30:00,10:00:00,16876.9062,16871.9563,4.95,False
Bullish,2023-08-11,08:45:00,09:15:00,16599.7082,16641.7829,42.0747,True
Bearish,2023-08-11,09:30:00,10:00:00,16629.133,16628.583,0.55,False
Bullish,2023-08-14,08:45:00,09:15:00,16638.7579,16651.6828,12.9249,False
Bullish,2023-08-14,09:15:00,09:45:00,16690.1826,16717.1324,26.9498,False
Bearish,2023-08-15,08:30:00,09:00:00,16720.9823,16701.1825,19.7999,False
Bearish,2023-08-15,08:45:00,09:15:00,16692.6575,16676.4327,16.2249,True
Bullish,2023-08-21,08:30:00,09:00:00,16377.5098,16380.8097,3.3,True
Bearish,2023-08-21,09:00:00,09:30:00,16380.8097,16353.0349,27.7748,True
Bullish,2023-08-22,09:30:00,10:00:00,16513.0838,16517.4838,4.4,False
Bullish,2023-08-23,08:30:00,09:00:00,16542.2336,16590.3583,48.1247,False
Bullish,2023-08-23,08:45:00,09:15:00,16615.6581,16616.7581,1.1,False
Bullish,2023-08-23,09:15:00,09:45:00,16659.3828,16665.7077,6.325,False
Bullish,2023-08-23,09:30:00,10:00:00,16680.0076,16682.7576,2.75,False
Bearish,2023-08-24,08:45:00,09:15:00,16703.3825,16662.4078,40.9747,False
Bearish,2023-08-24,09:00:00,09:30:00,16650.8578,16595.0332,55.8246,False
Bearish,2023-08-25,09:15:00,09:45:00,16356.8849,16312.0602,44.8247,True
Bullish,2023-08-29,08:30:00,09:00:00,16647.8329,16670.3827,22.5498,False
Bullish,2023-08-29,08:45:00,09:15:00,16692.3825,16765.257,72.8745,False
Bullish,2023-08-29,09:00:00,09:30:00,16777.0819,16819.9816,42.8997,True
Bullish,2023-08-30,08:30:00,09:00:00,16992.4054,17006.1553,13.7499,True
Bearish,2023-08-30,09:00:00,09:30:00,17006.1553,17005.0553,1.1,True
Bullish,2023-08-31,09:00:00,09:30:00,17140.9044,17143.1044,2.2,True
Bearish,2023-09-01,09:15:00,09:45:00,17107.0796,17099.9297,7.1499,False
Bearish,2023-09-01,09:30:00,10:00:00,17079.8548,17058.13,21.7248,False
Bearish,2023-09-04,08:45:00,09:15:00,17122.2045,17114.5046,7.6999,False
Bearish,2023-09-04,09:00:00,09:30:00,17109.2796,17105.4296,3.85,False
Bearish,2023-09-04,09:15:00,09:45:00,17103.2297,17097.4547,5.775,False
Bearish,2023-09-04,09:30:00,10:00:00,17089.4798,17081.5048,7.9749,False
Bullish,2023-09-05,09:30:00,10:00:00,17055.655,17070.7799,15.1249,False
Bearish,2023-09-06,08:45:00,09:15:00,17017.1553,16975.9056,41.2497,False
Bearish,2023-09-08,09:15:00,09:45:00,16897.2561,16884.6062,12.6499,False
Bearish,2023-09-12,09:00:00,09:30:00,16970.3478,16939.1229,31.2249,False
Bullish,2023-09-13,09:15:00,09:45:00,16871.2425,16878.3021,7.0596,False
Bullish,2023-09-14,09:15:00,09:45:00,16923.3746,16991.798,68.4233,False
Bullish,2023-09-14,09:30:00,10:00:00,16992.8841,17001.5727,8.6887,False
Bearish,2023-09-15,09:30:00,10:00:00,16805.2629,16779.4684,25.7945,False
Bearish,2023-09-19,08:30:00,09:00:00,16643.1647,16624.9728,18.1919,True
Bearish,2023-09-19,09:15:00,09:45:00,16594.0194,16589.675,4.3443,True
Bearish,2023-09-20,08:45:00,09:15:00,16732.7667,16704.257,28.5097,True
Bullish,2023-09-22,09:15:00,09:45:00,16245.9292,16276.068,30.1389,True
Bearish,2023-09-26,08:30:00,09:00:00,16077.043,16059.6656,17.3774,True
Bullish,2023-09-28,08:30:00,09:00:00,15979.8384,16008.0766,28.2382,True
Bearish,2023-09-29,09:00:00,09:30:00,16307.836,16306.4784,1.3576,True
Bearish,2023-10-03,08:45:00,09:15:00,16174.2476,16093.6058,80.6418,False
Bearish,2023-10-03,09:00:00,09:30:00,16091.4336,16086.0032,5.4304,False
Bearish,2023-10-03,09:30:00,10:00:00,16033.8711,16023.2818,10.5893,False
Bearish,2023-10-05,08:30:00,09:00:00,16134.0624,16114.2414,19.821,False
Bearish,2023-10-05,08:45:00,09:15:00,16094.6919,16084.9171,9.7748,False
Bearish,2023-10-05,09:15:00,09:45:00,16034.6857,16017.0368,17.6489,True
Bullish,2023-10-06,09:00:00,09:30:00,16059.6656,16118.8572,59.1916,False
Bullish,2023-10-06,09:15:00,09:45:00,16122.6585,16137.5922,14.9337,False
Bearish,2023-10-09,09:15:00,09:45:00,16319.2399,16314.8956,4.3443,False
Bullish,2023-10-10,08:30:00,09:00:00,16536.7284,16549.4899,12.7615,False
Bullish,2023-10-10,08:45:00,09:15:00,16553.2912,16570.1255,16.8343,False
Bullish,2023-10-10,09:00:00,09:30:00,16585.8737,16601.3505,15.4767,False
Bullish,2023-10-10,09:15:00,09:45:00,16611.6683,16619.5424,7.8741,False
Bullish,2023-10-11,09:30:00,10:00:00,16665.4295,16675.7473,10.3178,False
Bullish,2023-10-12,08:45:00,09:15:00,16719.1907,16737.3826,18.1919,True
Bearish,2023-10-13,08:45:00,09:15:00,16632.0324,16623.0722,8.9602,False
Bearish,2023-10-13,09:30:00,10:00:00,16573.9268,16518.808,55.1188,False
Bullish,2023-10-16,08:45:00,09:15:00,16540.2582,16559.5362,19.278,False
Bullish,2023-10-16,09:00:00,09:30:00,16583.7016,16608.41,24.7084,True
Bullish,2023-10-17,08:45:00,09:15:00,16409.385,16460.7025,51.3175,False
Bullish,2023-10-17,09:00:00,09:30:00,16472.9209,16485.1394,12.2185,False
Bearish,2023-10-18,09:15:00,09:45:00,16460.974,16443.5966,17.3774,False
Bearish,2023-10-20,08:45:00,09:15:00,16108.2679,16088.1753,20.0926,False
Bearish,2023-10-20,09:00:00,09:30:00,16054.7782,16047.4472,7.3311,False
Bearish,2023-10-20,09:15:00,09:45:00,16030.8844,16005.0899,25.7945,False
Bearish,2023-10-20,09:30:00,10:00:00,15996.4012,15990.9708,5.4304,False
Bearish,2023-10-26,08:30:00,09:00:00,15605.6821,15572.285,33.3971,True
Bearish,2023-10-30,08:45:00,09:15:00,15678.4498,15654.556,23.8939,False
Bearish,2023-10-30,09:00:00,09:30:00,15646.4103,15588.8478,57.5625,True
Bullish,2023-10-31,08:45:00,09:15:00,15591.8346,15618.9867,27.1521,True
Bullish,2023-11-01,09:00:00,09:30:00,15835.1176,15880.1901,45.0725,True
Bullish,2023-11-02,09:15:00,09:45:00,16220.1347,16220.9492,0.8146,False
Bullish,2023-11-07,09:00:00,09:30:00,16638.8204,16655.6547,16.8343,False
Bullish,2023-11-07,09:15:00,09:45:00,16665.1579,16679.5486,14.3906,False
Bullish,2023-11-07,09:30:00,10:00:00,16688.7803,16695.5683,6.788,False
Bearish,2023-11-08,08:45:00,09:15:00,16707.5152,16692.8531,14.6621,False
Bullish,2023-11-09,09:30:00,10:00:00,16703.4424,16711.045,7.6026,False
Bearish,2023-11-10,08:45:00,09:15:00,16691.4955,16686.3366,5.1589,True
Bullish,2023-11-10,09:30:00,10:00:00,16671.4029,16694.4822,23.0793,False
Bearish,2023-11-15,08:30:00,09:00:00,17306.2195,17305.405,0.8146,True
Bullish,2023-11-16,08:30:00,09:00:00,17220.6904,17234.8095,14.1191,True
Bullish,2023-11-20,09:30:00,10:00:00,17346.9477,17376.8151,29.8673,False
Bearish,2023-11-21,09:00:00,09:30:00,17351.5636,17314.9082,36.6554,True
Bullish,2023-11-23,09:15:00,09:45:00,17443.8808,17448.4967,4.6159,True
Bullish,2023-11-27,09:15:00,09:45:00,17410.4837,17412.3843,1.9006,True
Bearish,2023-11-29,08:45:00,09:15:00,17580.999,17505.7876,75.2114,True
Bearish,2023-11-30,09:15:00,09:45:00,17320.8817,17291.2859,29.5958,True
Bearish,2023-12-04,09:00:00,09:30:00,17190.0085,17120.499,69.5094,False
Bullish,2023-12-05,08:45:00,09:15:00,17229.9221,17231.2797,1.3576,False
Bullish,2023-12-07,08:45:00,09:15:00,17328.4843,17330.1134,1.6291,False
Bullish,2023-12-07,09:00:00,09:30:00,17337.9875,17358.3516,20.3641,True
Bullish,2023-12-08,08:45:00,09:15:00,17405.5963,17465.0595,59.4631,True
Bullish,2023-12-12,08:30:00,09:00:00,17633.2642,17639.4282,6.1641,False
Bullish,2023-12-12,09:30:00,10:00:00,17673.7326,17675.0726,1.34,False
Bearish,2023-12-14,08:45:00,09:15:00,18041.9689,18036.3408,5.6281,False
Bullish,2023-12-15,09:00:00,09:30:00,18059.3891,18059.9251,0.536,True
Bullish,2023-12-20,08:45:00,09:15:00,18249.9393,18257.7114,7.7721,False
Bullish,2023-12-20,09:00:00,09:30:00,18266.2875,18280.2236,13.9362,True
Bearish,2023-12-22,09:30:00,10:00:00,18232.7871,18227.159,5.6281,False
Bearish,2023-12-27,08:45:00,09:15:00,18327.6602,18316.9401,10.7201,False
Bearish,2023-12-29,09:15:00,09:45:00,18314.528,18268.1635,46.3645,False
Bearish,2023-12-29,09:30:00,10:00:00,18256.9074,18253.6913,3.216,False
Bearish,2024-01-02,09:00:00,09:30:00,17949.7758,17929.1396,20.6362,True
Bearish,2024-01-03,08:45:00,09:15:00,17788.4379,17784.9539,3.484,True
Bullish,2024-01-03,09:30:00,10:00:00,17782.2739,17784.9539,2.68,False
Bullish,2024-01-04,08:45:00,09:15:00,17680.7007,17683.9167,3.216,False
Bullish,2024-01-05,08:45:00,09:15:00,17683.3807,17700.2649,16.8842,False
Bullish,2024-01-08,08:30:00,09:00:00,17771.8218,17809.0742,37.2524,False
